# source: MAM via sealed Tanakh token streams; license: CC BY-SA (MAM, he.wikisource); per-book stream sha256 in build-receipt-v1.json
work_id,unit_id,before_token_ordinal,kind,source_row_index,was_normalized_key
"tanakh/i-chronicles","i-chronicles-11-32",69853938,"setumah",3988,"ס"
"tanakh/i-chronicles","i-chronicles-11-33",69853941,"setumah",3991,"סאליחבא"
"tanakh/i-chronicles","i-chronicles-11-33",69853943,"setumah",3993,"ס"
"tanakh/i-chronicles","i-chronicles-11-35",69853954,"setumah",4004,"סאליפל"
"tanakh/i-chronicles","i-chronicles-11-35",69853956,"setumah",4006,"ס"
"tanakh/i-chronicles","i-chronicles-11-36",69853961,"setumah",4011,"ס"
"tanakh/i-chronicles","i-chronicles-11-39",69853981,"setumah",4031,"ס"
"tanakh/i-chronicles","i-chronicles-11-42",69853999,"setumah",4049,"ס"
"tanakh/i-chronicles","i-chronicles-11-43",69854004,"setumah",4054,"ס"
"tanakh/i-chronicles","i-chronicles-11-44",69854007,"setumah",4057,"סשמע"
"tanakh/i-chronicles","i-chronicles-11-44",69854013,"setumah",4063,"ס"
"tanakh/i-chronicles","i-chronicles-11-45",69854019,"setumah",4069,"ס"
"tanakh/i-chronicles","i-chronicles-11-47",69854030,"setumah",4080,"סויעשיאל"
"tanakh/i-chronicles","i-chronicles-11-47",69854032,"petuchah",4082,"פ"
"tanakh/i-chronicles","i-chronicles-12-5",69854080,"setumah",4130,"ס"
"tanakh/i-chronicles","i-chronicles-12-14",69854141,"setumah",4191,"ס"
"tanakh/i-chronicles","i-chronicles-12-16",69854167,"petuchah",4217,"פ"
"tanakh/i-chronicles","i-chronicles-12-18",69854197,"setumah",4247,"ס"
"tanakh/i-chronicles","i-chronicles-12-23",69854277,"petuchah",4327,"פ"
"tanakh/i-chronicles","i-chronicles-12-24",69854292,"setumah",4342,"ס"
"tanakh/i-chronicles","i-chronicles-12-25",69854304,"setumah",4354,"ס"
"tanakh/i-chronicles","i-chronicles-12-26",69854313,"setumah",4363,"ס"
"tanakh/i-chronicles","i-chronicles-12-27",69854320,"setumah",4370,"ס"
"tanakh/i-chronicles","i-chronicles-12-28",69854329,"setumah",4379,"ס"
"tanakh/i-chronicles","i-chronicles-12-29",69854338,"setumah",4388,"ס"
"tanakh/i-chronicles","i-chronicles-12-30",69854351,"setumah",4401,"ס"
"tanakh/i-chronicles","i-chronicles-12-31",69854364,"setumah",4414,"ס"
"tanakh/i-chronicles","i-chronicles-12-32",69854377,"setumah",4427,"ס"
"tanakh/i-chronicles","i-chronicles-12-33",69854390,"setumah",4440,"ס"
"tanakh/i-chronicles","i-chronicles-12-34",69854403,"setumah",4453,"ס"
"tanakh/i-chronicles","i-chronicles-12-35",69854413,"setumah",4463,"ס"
"tanakh/i-chronicles","i-chronicles-12-36",69854421,"setumah",4471,"ס"
"tanakh/i-chronicles","i-chronicles-12-37",69854429,"setumah",4479,"ס"
"tanakh/i-chronicles","i-chronicles-12-38",69854444,"setumah",4494,"ס"
"tanakh/i-chronicles","i-chronicles-13-14",69854667,"setumah",4717,"ס"
"tanakh/i-chronicles","i-chronicles-14-2",69854695,"setumah",4745,"ס"
"tanakh/i-chronicles","i-chronicles-14-7",69854725,"petuchah",4775,"פ"
"tanakh/i-chronicles","i-chronicles-14-12",69854787,"petuchah",4837,"פ"
"tanakh/i-chronicles","i-chronicles-15-2",69854868,"petuchah",4918,"פ"
"tanakh/i-chronicles","i-chronicles-15-4",69854884,"setumah",4934,"ס"
"tanakh/i-chronicles","i-chronicles-15-5",69854892,"setumah",4942,"ס"
"tanakh/i-chronicles","i-chronicles-15-6",69854900,"setumah",4950,"ס"
"tanakh/i-chronicles","i-chronicles-15-7",69854908,"setumah",4958,"ס"
"tanakh/i-chronicles","i-chronicles-15-8",69854915,"setumah",4965,"ס"
"tanakh/i-chronicles","i-chronicles-15-9",69854922,"setumah",4972,"ס"
"tanakh/i-chronicles","i-chronicles-15-10",69854931,"petuchah",4981,"פ"
"tanakh/i-chronicles","i-chronicles-15-11",69854944,"setumah",4994,"ס"
"tanakh/i-chronicles","i-chronicles-15-15",69854994,"petuchah",5044,"פ"
"tanakh/i-chronicles","i-chronicles-15-16",69855009,"petuchah",5059,"פ"
"tanakh/i-chronicles","i-chronicles-15-17",69855018,"setumah",5068,"סומןבני"
"tanakh/i-chronicles","i-chronicles-15-25",69855113,"petuchah",5163,"פ"
"tanakh/i-chronicles","i-chronicles-15-29",69855172,"petuchah",5222,"פ"
"tanakh/i-chronicles","i-chronicles-16-4",69855218,"setumah",5268,"ס"
"tanakh/i-chronicles","i-chronicles-16-7",69855256,"petuchah",5306,"פ"
"tanakh/i-chronicles","i-chronicles-16-43",69855514,"petuchah",5564,"פ"
"tanakh/i-chronicles","i-chronicles-17-2",69855543,"setumah",5593,"ס"
"tanakh/i-chronicles","i-chronicles-17-7",69855600,"setumah",5650,"סכה"
"tanakh/i-chronicles","i-chronicles-17-15",69855708,"petuchah",5758,"פ"
"tanakh/i-chronicles","i-chronicles-17-27",69855861,"petuchah",5911,"פ"
"tanakh/i-chronicles","i-chronicles-18-8",69855968,"petuchah",6018,"פ"
"tanakh/i-chronicles","i-chronicles-18-17",69856068,"petuchah",6118,"פ"
"tanakh/i-chronicles","i-chronicles-19-5",69856147,"setumah",6197,"ס"
"tanakh/i-chronicles","i-chronicles-19-7",69856182,"setumah",6232,"סובני"
"tanakh/i-chronicles","i-chronicles-19-7",69856188,"setumah",6238,"ס"
"tanakh/i-chronicles","i-chronicles-19-12",69856238,"setumah",6288,"סואםבני"
"tanakh/i-chronicles","i-chronicles-19-15",69856277,"setumah",6327,"ס"
"tanakh/i-chronicles","i-chronicles-19-19",69856345,"setumah",6395,"ס"
"tanakh/i-chronicles","i-chronicles-20-3",69856407,"setumah",6457,"ס"
"tanakh/i-chronicles","i-chronicles-20-5",69856438,"setumah",6488,"ס"
"tanakh/i-chronicles","i-chronicles-20-8",69856466,"petuchah",6516,"פ"
"tanakh/i-chronicles","i-chronicles-21-7",69856556,"setumah",6606,"ס"
"tanakh/i-chronicles","i-chronicles-21-8",69856573,"petuchah",6623,"פ"
"tanakh/i-chronicles","i-chronicles-21-17",69856724,"setumah",6774,"ס"
"tanakh/i-chronicles","i-chronicles-21-26",69856848,"setumah",6898,"ס"
"tanakh/i-chronicles","i-chronicles-21-30",69856889,"setumah",6939,"ס"
"tanakh/i-chronicles","i-chronicles-22-1",69856900,"petuchah",6950,"פ"
"tanakh/i-chronicles","i-chronicles-22-4",69856939,"petuchah",6989,"פ"
"tanakh/i-chronicles","i-chronicles-22-6",69856971,"setumah",7021,"ס"
"tanakh/i-chronicles","i-chronicles-22-17",69857127,"setumah",7177,"ס"
"tanakh/i-chronicles","i-chronicles-22-19",69857168,"petuchah",7218,"פ"
"tanakh/i-chronicles","i-chronicles-23-5",69857217,"setumah",7267,"ס"
"tanakh/i-chronicles","i-chronicles-23-6",69857221,"setumah",7271,"סלבני"
"tanakh/i-chronicles","i-chronicles-23-6",69857226,"setumah",7276,"ס"
"tanakh/i-chronicles","i-chronicles-23-7",69857230,"setumah",7280,"ס"
"tanakh/i-chronicles","i-chronicles-23-8",69857238,"setumah",7288,"ס"
"tanakh/i-chronicles","i-chronicles-23-9",69857250,"setumah",7300,"ס"
"tanakh/i-chronicles","i-chronicles-23-11",69857273,"setumah",7323,"ס"
"tanakh/i-chronicles","i-chronicles-23-12",69857281,"setumah",7331,"ס"
"tanakh/i-chronicles","i-chronicles-23-14",69857307,"setumah",7357,"ס"
"tanakh/i-chronicles","i-chronicles-23-17",69857328,"setumah",7378,"ס"
"tanakh/i-chronicles","i-chronicles-23-23",69857373,"setumah",7423,"ס"
"tanakh/i-chronicles","i-chronicles-23-32",69857479,"petuchah",7529,"פ"
"tanakh/i-chronicles","i-chronicles-24-5",69857541,"setumah",7591,"ס"
"tanakh/i-chronicles","i-chronicles-24-7",69857570,"setumah",7620,"סלידעיה"
"tanakh/i-chronicles","i-chronicles-24-7",69857572,"setumah",7622,"ס"
"tanakh/i-chronicles","i-chronicles-24-8",69857575,"setumah",7625,"סלשערים"
"tanakh/i-chronicles","i-chronicles-24-8",69857577,"setumah",7627,"ס"
"tanakh/i-chronicles","i-chronicles-24-9",69857580,"setumah",7630,"סלמימן"
"tanakh/i-chronicles","i-chronicles-24-9",69857582,"setumah",7632,"ס"
"tanakh/i-chronicles","i-chronicles-24-10",69857585,"setumah",7635,"סלאביה"
"tanakh/i-chronicles","i-chronicles-24-10",69857587,"setumah",7637,"ס"
"tanakh/i-chronicles","i-chronicles-24-11",69857590,"setumah",7640,"סלשכניהו"
"tanakh/i-chronicles","i-chronicles-24-11",69857592,"setumah",7642,"ס"
"tanakh/i-chronicles","i-chronicles-24-12",69857596,"setumah",7646,"סליקים"
"tanakh/i-chronicles","i-chronicles-24-12",69857599,"setumah",7649,"ס"
"tanakh/i-chronicles","i-chronicles-24-13",69857603,"setumah",7653,"סלישבאב"
"tanakh/i-chronicles","i-chronicles-24-13",69857606,"setumah",7656,"ס"
"tanakh/i-chronicles","i-chronicles-24-14",69857610,"setumah",7660,"סלאמר"
"tanakh/i-chronicles","i-chronicles-24-14",69857613,"setumah",7663,"ס"
"tanakh/i-chronicles","i-chronicles-24-15",69857617,"setumah",7667,"סלהפצץ"
"tanakh/i-chronicles","i-chronicles-24-15",69857620,"setumah",7670,"ס"
"tanakh/i-chronicles","i-chronicles-24-16",69857624,"setumah",7674,"סליחזקאל"
"tanakh/i-chronicles","i-chronicles-24-16",69857626,"setumah",7676,"ס"
"tanakh/i-chronicles","i-chronicles-24-17",69857630,"setumah",7680,"סלגמול"
"tanakh/i-chronicles","i-chronicles-24-17",69857633,"setumah",7683,"ס"
"tanakh/i-chronicles","i-chronicles-24-18",69857637,"setumah",7687,"סלמעזיהו"
"tanakh/i-chronicles","i-chronicles-24-18",69857640,"petuchah",7690,"פ"
"tanakh/i-chronicles","i-chronicles-24-19",69857655,"petuchah",7705,"פ"
"tanakh/i-chronicles","i-chronicles-24-20",69857665,"setumah",7715,"ס"
"tanakh/i-chronicles","i-chronicles-24-21",69857671,"setumah",7721,"ס"
"tanakh/i-chronicles","i-chronicles-24-22",69857677,"setumah",7727,"ס"
"tanakh/i-chronicles","i-chronicles-24-23",69857686,"setumah",7736,"ס"
"tanakh/i-chronicles","i-chronicles-24-25",69857697,"setumah",7747,"סלבני"
"tanakh/i-chronicles","i-chronicles-24-25",69857700,"setumah",7750,"ס"
"tanakh/i-chronicles","i-chronicles-24-26",69857705,"setumah",7755,"סבני"
"tanakh/i-chronicles","i-chronicles-24-26",69857708,"setumah",7758,"ס"
"tanakh/i-chronicles","i-chronicles-24-27",69857716,"setumah",7766,"ס"
"tanakh/i-chronicles","i-chronicles-24-28",69857722,"setumah",7772,"ס"
"tanakh/i-chronicles","i-chronicles-24-29",69857726,"setumah",7776,"ס"
"tanakh/i-chronicles","i-chronicles-24-31",69857757,"setumah",7807,"ס"
"tanakh/i-chronicles","i-chronicles-25-3",69857808,"setumah",7858,"ס"
"tanakh/i-chronicles","i-chronicles-25-10",69857898,"setumah",7948,"ס"
"tanakh/i-chronicles","i-chronicles-25-11",69857905,"setumah",7955,"ס"
"tanakh/i-chronicles","i-chronicles-25-12",69857912,"setumah",7962,"ס"
"tanakh/i-chronicles","i-chronicles-25-13",69857919,"setumah",7969,"ס"
"tanakh/i-chronicles","i-chronicles-25-14",69857926,"setumah",7976,"ס"
"tanakh/i-chronicles","i-chronicles-25-15",69857933,"setumah",7983,"ס"
"tanakh/i-chronicles","i-chronicles-25-16",69857940,"setumah",7990,"ס"
"tanakh/i-chronicles","i-chronicles-25-17",69857947,"setumah",7997,"ס"
"tanakh/i-chronicles","i-chronicles-25-18",69857954,"setumah",8004,"ס"
"tanakh/i-chronicles","i-chronicles-25-19",69857962,"setumah",8012,"ס"
"tanakh/i-chronicles","i-chronicles-25-20",69857970,"setumah",8020,"ס"
"tanakh/i-chronicles","i-chronicles-25-21",69857978,"setumah",8028,"ס"
"tanakh/i-chronicles","i-chronicles-25-22",69857986,"setumah",8036,"ס"
"tanakh/i-chronicles","i-chronicles-25-23",69857994,"setumah",8044,"ס"
"tanakh/i-chronicles","i-chronicles-25-24",69858002,"setumah",8052,"ס"
"tanakh/i-chronicles","i-chronicles-25-25",69858010,"setumah",8060,"ס"
"tanakh/i-chronicles","i-chronicles-25-26",69858018,"setumah",8068,"ס"
"tanakh/i-chronicles","i-chronicles-25-27",69858025,"setumah",8075,"ס"
"tanakh/i-chronicles","i-chronicles-25-28",69858033,"setumah",8083,"ס"
"tanakh/i-chronicles","i-chronicles-25-29",69858041,"setumah",8091,"ס"
"tanakh/i-chronicles","i-chronicles-25-30",69858049,"setumah",8099,"ס"
"tanakh/i-chronicles","i-chronicles-25-31",69858058,"petuchah",8108,"פ"
"tanakh/i-chronicles","i-chronicles-26-5",69858104,"setumah",8154,"ס"
"tanakh/i-chronicles","i-chronicles-26-9",69858145,"setumah",8195,"ס"
"tanakh/i-chronicles","i-chronicles-26-13",69858187,"petuchah",8237,"פ"
"tanakh/i-chronicles","i-chronicles-26-16",69858218,"setumah",8268,"ס"
"tanakh/i-chronicles","i-chronicles-26-17",69858228,"setumah",8278,"סולאספים"
"tanakh/i-chronicles","i-chronicles-26-20",69858251,"setumah",8301,"ס"
"tanakh/i-chronicles","i-chronicles-26-21",69858262,"setumah",8312,"ס"
"tanakh/i-chronicles","i-chronicles-26-22",69858271,"setumah",8321,"ס"
"tanakh/i-chronicles","i-chronicles-26-24",69858281,"setumah",8331,"ס"
"tanakh/i-chronicles","i-chronicles-26-28",69858332,"petuchah",8382,"פ"
"tanakh/i-chronicles","i-chronicles-26-32",69858394,"petuchah",8444,"פ"
"tanakh/i-chronicles","i-chronicles-27-2",69858434,"setumah",8484,"ס"
"tanakh/i-chronicles","i-chronicles-27-3",69858441,"setumah",8491,"ס"
"tanakh/i-chronicles","i-chronicles-27-4",69858456,"setumah",8506,"ס"
"tanakh/i-chronicles","i-chronicles-27-6",69858479,"setumah",8529,"ס"
"tanakh/i-chronicles","i-chronicles-27-7",69858494,"setumah",8544,"ס"
"tanakh/i-chronicles","i-chronicles-27-8",69858506,"setumah",8556,"ס"
"tanakh/i-chronicles","i-chronicles-27-9",69858518,"setumah",8568,"ס"
"tanakh/i-chronicles","i-chronicles-27-10",69858531,"setumah",8581,"ס"
"tanakh/i-chronicles","i-chronicles-27-11",69858543,"setumah",8593,"ס"
"tanakh/i-chronicles","i-chronicles-27-13",69858569,"setumah",8619,"ס"
"tanakh/i-chronicles","i-chronicles-27-14",69858583,"setumah",8633,"ס"
"tanakh/i-chronicles","i-chronicles-27-15",69858597,"petuchah",8647,"פ"
"tanakh/i-chronicles","i-chronicles-27-16",69858605,"setumah",8655,"סלשמעוני"
"tanakh/i-chronicles","i-chronicles-27-16",69858608,"setumah",8658,"ס"
"tanakh/i-chronicles","i-chronicles-27-17",69858614,"setumah",8664,"ס"
"tanakh/i-chronicles","i-chronicles-27-19",69858626,"setumah",8676,"סלנפתלי"
"tanakh/i-chronicles","i-chronicles-27-19",69858629,"setumah",8679,"ס"
"tanakh/i-chronicles","i-chronicles-27-20",69858639,"setumah",8689,"ס"
"tanakh/i-chronicles","i-chronicles-27-21",69858645,"setumah",8695,"סלבנימן"
"tanakh/i-chronicles","i-chronicles-27-21",69858648,"setumah",8698,"ס"
"tanakh/i-chronicles","i-chronicles-27-24",69858687,"setumah",8737,"ס"
"tanakh/i-chronicles","i-chronicles-27-25",69858693,"setumah",8743,"סועל"
"tanakh/i-chronicles","i-chronicles-27-25",69858701,"setumah",8751,"ס"
"tanakh/i-chronicles","i-chronicles-27-27",69858714,"setumah",8764,"סועל"
"tanakh/i-chronicles","i-chronicles-27-27",69858720,"setumah",8770,"ס"
"tanakh/i-chronicles","i-chronicles-27-28",69858728,"setumah",8778,"סועלאצרות"
"tanakh/i-chronicles","i-chronicles-27-28",69858731,"setumah",8781,"ס"
"tanakh/i-chronicles","i-chronicles-27-30",69858746,"setumah",8796,"סועלהאתנות"
"tanakh/i-chronicles","i-chronicles-27-30",69858749,"setumah",8799,"ס"
"tanakh/i-chronicles","i-chronicles-27-31",69858759,"setumah",8809,"ס"
"tanakh/i-chronicles","i-chronicles-27-32",69858770,"setumah",8820,"ס"
"tanakh/i-chronicles","i-chronicles-27-33",69858778,"setumah",8828,"ס"
"tanakh/i-chronicles","i-chronicles-27-34",69858787,"petuchah",8837,"פ"
"tanakh/i-chronicles","i-chronicles-28-10",69858957,"petuchah",9007,"פ"
"tanakh/i-chronicles","i-chronicles-28-19",69859070,"petuchah",9120,"פ"
"tanakh/i-chronicles","i-chronicles-28-21",69859108,"setumah",9158,"ס"
"tanakh/i-chronicles","i-chronicles-29-9",69859246,"petuchah",9296,"פ"
"tanakh/i-chronicles","i-chronicles-29-25",69859477,"petuchah",9527,"פ"
"tanakh/i-chronicles","i-chronicles-29-30",69859534,"petuchah",9584,"פ"
"tanakh/i-kings","i-kings-1-27",69859884,"setumah",350,"ס"
"tanakh/i-kings","i-kings-1-31",69859937,"petuchah",403,"פ"
"tanakh/i-kings","i-kings-1-53",69860241,"petuchah",707,"פ"
"tanakh/i-kings","i-kings-2-10",69860394,"petuchah",860,"פ"
"tanakh/i-kings","i-kings-2-12",69860419,"setumah",885,"ס"
"tanakh/i-kings","i-kings-2-22",69860549,"petuchah",1015,"פ"
"tanakh/i-kings","i-kings-2-25",69860592,"setumah",1058,"ס"
"tanakh/i-kings","i-kings-2-27",69860634,"petuchah",1100,"פ"
"tanakh/i-kings","i-kings-2-38",69860819,"setumah",1285,"ס"
"tanakh/i-kings","i-kings-2-40",69860851,"setumah",1317,"ס"
"tanakh/i-kings","i-kings-3-2",69860964,"petuchah",1430,"פ"
"tanakh/i-kings","i-kings-3-15",69861165,"petuchah",1631,"פ"
"tanakh/i-kings","i-kings-3-23",69861273,"petuchah",1739,"פ"
"tanakh/i-kings","i-kings-3-27",69861327,"setumah",1793,"ס"
"tanakh/i-kings","i-kings-3-28",69861344,"setumah",1810,"ס"
"tanakh/i-kings","i-kings-4-1",69861350,"setumah",1816,"ס"
"tanakh/i-kings","i-kings-4-2",69861357,"setumah",1823,"ס"
"tanakh/i-kings","i-kings-4-3",69861363,"setumah",1829,"סיהושפט"
"tanakh/i-kings","i-kings-4-3",69861366,"setumah",1832,"ס"
"tanakh/i-kings","i-kings-4-5",69861377,"setumah",1843,"סוזבוד"
"tanakh/i-kings","i-kings-4-5",69861382,"setumah",1848,"ס"
"tanakh/i-kings","i-kings-4-6",69861385,"setumah",1851,"סואדנירם"
"tanakh/i-kings","i-kings-4-6",69861388,"setumah",1854,"ס"
"tanakh/i-kings","i-kings-4-7",69861403,"setumah",1869,"ס"
"tanakh/i-kings","i-kings-4-8",69861409,"setumah",1875,"ס"
"tanakh/i-kings","i-kings-4-9",69861418,"setumah",1884,"ס"
"tanakh/i-kings","i-kings-4-10",69861425,"setumah",1891,"ס"
"tanakh/i-kings","i-kings-4-11",69861434,"setumah",1900,"ס"
"tanakh/i-kings","i-kings-4-12",69861454,"setumah",1920,"ס"
"tanakh/i-kings","i-kings-4-13",69861475,"setumah",1941,"ס"
"tanakh/i-kings","i-kings-4-14",69861479,"setumah",1945,"ס"
"tanakh/i-kings","i-kings-4-15",69861487,"setumah",1953,"ס"
"tanakh/i-kings","i-kings-4-16",69861492,"setumah",1958,"ס"
"tanakh/i-kings","i-kings-4-17",69861496,"setumah",1962,"ס"
"tanakh/i-kings","i-kings-4-18",69861500,"setumah",1966,"ס"
"tanakh/i-kings","i-kings-5-1",69861541,"petuchah",2007,"פ"
"tanakh/i-kings","i-kings-5-5",69861595,"setumah",2061,"ס"
"tanakh/i-kings","i-kings-5-8",69861630,"setumah",2096,"ס"
"tanakh/i-kings","i-kings-5-14",69861699,"setumah",2165,"ס"
"tanakh/i-kings","i-kings-5-15",69861719,"setumah",2185,"ס"
"tanakh/i-kings","i-kings-5-25",69861886,"petuchah",2352,"פ"
"tanakh/i-kings","i-kings-5-28",69861926,"setumah",2392,"ס"
"tanakh/i-kings","i-kings-5-32",69861974,"petuchah",2440,"פ"
"tanakh/i-kings","i-kings-6-10",69862110,"petuchah",2576,"פ"
"tanakh/i-kings","i-kings-6-13",69862142,"petuchah",2608,"פ"
"tanakh/i-kings","i-kings-7-12",69862568,"petuchah",3034,"פ"
"tanakh/i-kings","i-kings-7-26",69862778,"petuchah",3244,"פ"
"tanakh/i-kings","i-kings-7-37",69862923,"setumah",3389,"ס"
"tanakh/i-kings","i-kings-7-39",69862961,"setumah",3427,"ס"
"tanakh/i-kings","i-kings-7-50",69863102,"petuchah",3568,"פ"
"tanakh/i-kings","i-kings-7-51",69863123,"petuchah",3589,"פ"
"tanakh/i-kings","i-kings-8-11",69863269,"petuchah",3735,"פ"
"tanakh/i-kings","i-kings-8-21",69863402,"setumah",3868,"ס"
"tanakh/i-kings","i-kings-8-34",69863610,"setumah",4076,"ס"
"tanakh/i-kings","i-kings-8-36",69863646,"setumah",4112,"ס"
"tanakh/i-kings","i-kings-8-53",69863898,"petuchah",4364,"פ"
"tanakh/i-kings","i-kings-9-1",69864121,"petuchah",4587,"פ"
"tanakh/i-kings","i-kings-9-9",69864264,"petuchah",4730,"פ"
"tanakh/i-kings","i-kings-9-13",69864321,"petuchah",4787,"פ"
"tanakh/i-kings","i-kings-9-22",69864437,"setumah",4903,"ס"
"tanakh/i-kings","i-kings-9-28",69864513,"petuchah",4979,"פ"
"tanakh/i-kings","i-kings-10-13",69864706,"petuchah",5172,"פ"
"tanakh/i-kings","i-kings-10-17",69864756,"petuchah",5222,"פ"
"tanakh/i-kings","i-kings-10-25",69864863,"setumah",5329,"ס"
"tanakh/i-kings","i-kings-10-29",69864919,"petuchah",5385,"פ"
"tanakh/i-kings","i-kings-11-6",69865001,"setumah",5467,"ס"
"tanakh/i-kings","i-kings-11-10",69865049,"petuchah",5515,"פ"
"tanakh/i-kings","i-kings-11-13",69865094,"setumah",5560,"ס"
"tanakh/i-kings","i-kings-11-25",69865262,"petuchah",5728,"פ"
"tanakh/i-kings","i-kings-11-28",69865305,"setumah",5771,"ס"
"tanakh/i-kings","i-kings-11-39",69865481,"setumah",5947,"ס"
"tanakh/i-kings","i-kings-11-40",69865496,"setumah",5962,"ס"
"tanakh/i-kings","i-kings-11-43",69865527,"setumah",5993,"ס"
"tanakh/i-kings","i-kings-12-17",69865789,"petuchah",6255,"פ"
"tanakh/i-kings","i-kings-12-19",69865815,"setumah",6281,"ס"
"tanakh/i-kings","i-kings-12-21",69865857,"petuchah",6323,"פ"
"tanakh/i-kings","i-kings-12-24",69865897,"setumah",6363,"ס"
"tanakh/i-kings","i-kings-12-33",69866026,"petuchah",6492,"פ"
"tanakh/i-kings","i-kings-13-10",69866189,"petuchah",6655,"פ"
"tanakh/i-kings","i-kings-13-32",69866505,"petuchah",6971,"פ"
"tanakh/i-kings","i-kings-13-34",69866536,"petuchah",7002,"פ"
"tanakh/i-kings","i-kings-14-4",69866596,"petuchah",7062,"פ"
"tanakh/i-kings","i-kings-14-20",69866845,"petuchah",7311,"פ"
"tanakh/i-kings","i-kings-14-24",69866912,"petuchah",7378,"פ"
"tanakh/i-kings","i-kings-14-31",69866994,"petuchah",7460,"פ"
"tanakh/i-kings","i-kings-15-8",69867091,"petuchah",7557,"פ"
"tanakh/i-kings","i-kings-15-14",69867147,"setumah",7613,"ס"
"tanakh/i-kings","i-kings-15-24",69867304,"petuchah",7770,"פ"
"tanakh/i-kings","i-kings-15-32",69867401,"petuchah",7867,"פ"
"tanakh/i-kings","i-kings-15-34",69867426,"setumah",7892,"ס"
"tanakh/i-kings","i-kings-16-7",69867516,"petuchah",7982,"פ"
"tanakh/i-kings","i-kings-16-14",69867612,"petuchah",8078,"פ"
"tanakh/i-kings","i-kings-16-20",69867695,"petuchah",8161,"פ"
"tanakh/i-kings","i-kings-16-22",69867725,"petuchah",8191,"פ"
"tanakh/i-kings","i-kings-16-28",69867808,"petuchah",8274,"פ"
"tanakh/i-kings","i-kings-16-34",69867899,"setumah",8365,"ס"
"tanakh/i-kings","i-kings-17-1",69867920,"setumah",8386,"ס"
"tanakh/i-kings","i-kings-17-7",69867974,"setumah",8440,"ס"
"tanakh/i-kings","i-kings-17-16",69868104,"petuchah",8570,"פ"
"tanakh/i-kings","i-kings-17-24",69868207,"petuchah",8673,"פ"
"tanakh/i-kings","i-kings-18-14",69868395,"setumah",8861,"ס"
"tanakh/i-kings","i-kings-19-14",69869062,"setumah",9528,"ס"
"tanakh/i-kings","i-kings-19-21",69869167,"petuchah",9633,"פ"
"tanakh/i-kings","i-kings-20-22",69869462,"petuchah",9928,"פ"
"tanakh/i-kings","i-kings-20-34",69869676,"setumah",10142,"ס"
"tanakh/i-kings","i-kings-20-43",69869803,"petuchah",10269,"פ"
"tanakh/i-kings","i-kings-21-16",69870052,"petuchah",10518,"פ"
"tanakh/i-kings","i-kings-21-26",69870181,"petuchah",10647,"פ"
"tanakh/i-kings","i-kings-21-27",69870196,"petuchah",10662,"פ"
"tanakh/i-kings","i-kings-22-1",69870226,"petuchah",10692,"פ"
"tanakh/i-kings","i-kings-22-18",69870465,"setumah",10931,"ס"
"tanakh/i-kings","i-kings-22-40",69870748,"petuchah",11214,"פ"
"tanakh/i-kings","i-kings-22-51",69870862,"setumah",11328,"ס"
"tanakh/i-samuel","i-samuel-1-28",69871264,"setumah",362,"ס"
"tanakh/i-samuel","i-samuel-2-10",69871372,"petuchah",470,"פ"
"tanakh/i-samuel","i-samuel-2-21",69871531,"setumah",629,"ס"
"tanakh/i-samuel","i-samuel-2-26",69871598,"petuchah",696,"פ"
"tanakh/i-samuel","i-samuel-2-36",69871746,"petuchah",844,"פ"
"tanakh/i-samuel","i-samuel-3-1",69871761,"setumah",859,"ס"
"tanakh/i-samuel","i-samuel-3-3",69871785,"petuchah",883,"פ"
"tanakh/i-samuel","i-samuel-3-5",69871803,"setumah",901,"ס"
"tanakh/i-samuel","i-samuel-3-18",69871979,"petuchah",1077,"פ"
"tanakh/i-samuel","i-samuel-3-20",69871998,"setumah",1096,"ס"
"tanakh/i-samuel","i-samuel-3-21",69872009,"petuchah",1107,"פ"
"tanakh/i-samuel","i-samuel-4-17",69872268,"petuchah",1366,"פ"
"tanakh/i-samuel","i-samuel-4-22",69872340,"petuchah",1438,"פ"
"tanakh/i-samuel","i-samuel-5-5",69872412,"petuchah",1510,"פ"
"tanakh/i-samuel","i-samuel-5-8",69872458,"setumah",1556,"ס"
"tanakh/i-samuel","i-samuel-5-12",69872529,"setumah",1627,"ס"
"tanakh/i-samuel","i-samuel-6-2",69872548,"setumah",1646,"ס"
"tanakh/i-samuel","i-samuel-6-14",69872759,"setumah",1857,"ס"
"tanakh/i-samuel","i-samuel-6-16",69872787,"setumah",1885,"ס"
"tanakh/i-samuel","i-samuel-6-17",69872796,"setumah",1894,"סלאשדוד"
"tanakh/i-samuel","i-samuel-6-17",69872798,"setumah",1896,"סלעזה"
"tanakh/i-samuel","i-samuel-6-17",69872800,"setumah",1898,"סלאשקלון"
"tanakh/i-samuel","i-samuel-6-17",69872802,"setumah",1900,"סלגת"
"tanakh/i-samuel","i-samuel-6-17",69872804,"setumah",1902,"סלעקרון"
"tanakh/i-samuel","i-samuel-6-17",69872806,"setumah",1904,"ס"
"tanakh/i-samuel","i-samuel-7-1",69872901,"petuchah",1999,"פ"
"tanakh/i-samuel","i-samuel-7-2",69872918,"setumah",2016,"ס"
"tanakh/i-samuel","i-samuel-7-4",69872950,"petuchah",2048,"פ"
"tanakh/i-samuel","i-samuel-7-17",69873125,"petuchah",2223,"פ"
"tanakh/i-samuel","i-samuel-8-3",69873153,"petuchah",2251,"פ"
