"work_id","work_title","source_ref","anchor_id","translation","translator_notes","status"
"maaseh-rav","Maaseh Rav","Maaseh Rav 34:1","maaseh-rav-34-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 35:1","maaseh-rav-35-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 36:1","maaseh-rav-36-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 37:1","maaseh-rav-37-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 38:1","maaseh-rav-38-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 39:1","maaseh-rav-39-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 40:1","maaseh-rav-40-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 41:1","maaseh-rav-41-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 42:1","maaseh-rav-42-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 43:1","maaseh-rav-43-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 44:1","maaseh-rav-44-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 45:1","maaseh-rav-45-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 46:1","maaseh-rav-46-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 47:1","maaseh-rav-47-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 48:1","maaseh-rav-48-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 49:1","maaseh-rav-49-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 50:1","maaseh-rav-50-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 51:1","maaseh-rav-51-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 52:1","maaseh-rav-52-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 53:1","maaseh-rav-53-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 54:1","maaseh-rav-54-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 55:1","maaseh-rav-55-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 56:1","maaseh-rav-56-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 57:1","maaseh-rav-57-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 58:1","maaseh-rav-58-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 59:1","maaseh-rav-59-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 60:1","maaseh-rav-60-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 61:1","maaseh-rav-61-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 62:1","maaseh-rav-62-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 63:1","maaseh-rav-63-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 64:1","maaseh-rav-64-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 65:1","maaseh-rav-65-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 66:1","maaseh-rav-66-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 67:1","maaseh-rav-67-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 68:1","maaseh-rav-68-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 69:1","maaseh-rav-69-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 70:1","maaseh-rav-70-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 71:1","maaseh-rav-71-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 72:1","maaseh-rav-72-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 73:1","maaseh-rav-73-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 74:1","maaseh-rav-74-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 75:1","maaseh-rav-75-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 76:1","maaseh-rav-76-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 77:1","maaseh-rav-77-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 78:1","maaseh-rav-78-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 79:1","maaseh-rav-79-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 80:1","maaseh-rav-80-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 81:1","maaseh-rav-81-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 82:1","maaseh-rav-82-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 83:1","maaseh-rav-83-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 84:1","maaseh-rav-84-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 85:1","maaseh-rav-85-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 86:1","maaseh-rav-86-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 87:1","maaseh-rav-87-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 88:1","maaseh-rav-88-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 89:1","maaseh-rav-89-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 90:1","maaseh-rav-90-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 91:1","maaseh-rav-91-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 92:1","maaseh-rav-92-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 93:1","maaseh-rav-93-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 94:1","maaseh-rav-94-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 95:1","maaseh-rav-95-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 96:1","maaseh-rav-96-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 97:1","maaseh-rav-97-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 98:1","maaseh-rav-98-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 99:1","maaseh-rav-99-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 100:1","maaseh-rav-100-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 101:1","maaseh-rav-101-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 102:1","maaseh-rav-102-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 103:1","maaseh-rav-103-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 104:1","maaseh-rav-104-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 105:1","maaseh-rav-105-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 106:1","maaseh-rav-106-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 107:1","maaseh-rav-107-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 108:1","maaseh-rav-108-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 109:1","maaseh-rav-109-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 110:1","maaseh-rav-110-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 111:1","maaseh-rav-111-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 112:1","maaseh-rav-112-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 113:1","maaseh-rav-113-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 114:1","maaseh-rav-114-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 115:1","maaseh-rav-115-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 116:1","maaseh-rav-116-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 117:1","maaseh-rav-117-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 118:1","maaseh-rav-118-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 119:1","maaseh-rav-119-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 120:1","maaseh-rav-120-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 121:1","maaseh-rav-121-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 122:1","maaseh-rav-122-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 123:1","maaseh-rav-123-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 124:1","maaseh-rav-124-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 125:1","maaseh-rav-125-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 126:1","maaseh-rav-126-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 127:1","maaseh-rav-127-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 128:1","maaseh-rav-128-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 129:1","maaseh-rav-129-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 130:1","maaseh-rav-130-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 131:1","maaseh-rav-131-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 132:1","maaseh-rav-132-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 133:1","maaseh-rav-133-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 134:1","maaseh-rav-134-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 135:1","maaseh-rav-135-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 136:1","maaseh-rav-136-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 137:1","maaseh-rav-137-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 138:1","maaseh-rav-138-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 139:1","maaseh-rav-139-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 140:1","maaseh-rav-140-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 141:1","maaseh-rav-141-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 142:1","maaseh-rav-142-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 143:1","maaseh-rav-143-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 144:1","maaseh-rav-144-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 145:1","maaseh-rav-145-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 146:1","maaseh-rav-146-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 147:1","maaseh-rav-147-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 148:1","maaseh-rav-148-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 149:1","maaseh-rav-149-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 150:1","maaseh-rav-150-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 151:1","maaseh-rav-151-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 152:1","maaseh-rav-152-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 153:1","maaseh-rav-153-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 154:1","maaseh-rav-154-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 155:1","maaseh-rav-155-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 156:1","maaseh-rav-156-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 157:1","maaseh-rav-157-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 158:1","maaseh-rav-158-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 159:1","maaseh-rav-159-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 160:1","maaseh-rav-160-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 161:1","maaseh-rav-161-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 162:1","maaseh-rav-162-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 163:1","maaseh-rav-163-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 164:1","maaseh-rav-164-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 165:1","maaseh-rav-165-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 166:1","maaseh-rav-166-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 167:1","maaseh-rav-167-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 168:1","maaseh-rav-168-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 169:1","maaseh-rav-169-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 170:1","maaseh-rav-170-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 171:1","maaseh-rav-171-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 172:1","maaseh-rav-172-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 173:1","maaseh-rav-173-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 174:1","maaseh-rav-174-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 175:1","maaseh-rav-175-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 176:1","maaseh-rav-176-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 177:1","maaseh-rav-177-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 178:1","maaseh-rav-178-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 179:1","maaseh-rav-179-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 180:1","maaseh-rav-180-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 181:1","maaseh-rav-181-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 182:1","maaseh-rav-182-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 183:1","maaseh-rav-183-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 184:1","maaseh-rav-184-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 185:1","maaseh-rav-185-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 186:1","maaseh-rav-186-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 187:1","maaseh-rav-187-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 188:1","maaseh-rav-188-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 189:1","maaseh-rav-189-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 190:1","maaseh-rav-190-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 191:1","maaseh-rav-191-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 192:1","maaseh-rav-192-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 193:1","maaseh-rav-193-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 194:1","maaseh-rav-194-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 195:1","maaseh-rav-195-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 196:1","maaseh-rav-196-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 197:1","maaseh-rav-197-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 198:1","maaseh-rav-198-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 199:1","maaseh-rav-199-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 200:1","maaseh-rav-200-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 201:1","maaseh-rav-201-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 202:1","maaseh-rav-202-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 203:1","maaseh-rav-203-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 204:1","maaseh-rav-204-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 205:1","maaseh-rav-205-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 206:1","maaseh-rav-206-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 207:1","maaseh-rav-207-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 208:1","maaseh-rav-208-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 209:1","maaseh-rav-209-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 210:1","maaseh-rav-210-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 211:1","maaseh-rav-211-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 212:1","maaseh-rav-212-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 213:1","maaseh-rav-213-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 214:1","maaseh-rav-214-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 215:1","maaseh-rav-215-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 216:1","maaseh-rav-216-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 217:1","maaseh-rav-217-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 218:1","maaseh-rav-218-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 219:1","maaseh-rav-219-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 220:1","maaseh-rav-220-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 221:1","maaseh-rav-221-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 222:1","maaseh-rav-222-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 223:1","maaseh-rav-223-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 224:1","maaseh-rav-224-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 225:1","maaseh-rav-225-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 226:1","maaseh-rav-226-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 227:1","maaseh-rav-227-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 228:1","maaseh-rav-228-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 229:1","maaseh-rav-229-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 230:1","maaseh-rav-230-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 231:1","maaseh-rav-231-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 232:1","maaseh-rav-232-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 233:1","maaseh-rav-233-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 234:1","maaseh-rav-234-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 235:1","maaseh-rav-235-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 236:1","maaseh-rav-236-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 237:1","maaseh-rav-237-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 238:1","maaseh-rav-238-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 239:1","maaseh-rav-239-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 240:1","maaseh-rav-240-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 241:1","maaseh-rav-241-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 242:1","maaseh-rav-242-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 243:1","maaseh-rav-243-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 244:1","maaseh-rav-244-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 245:1","maaseh-rav-245-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 246:1","maaseh-rav-246-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 247:1","maaseh-rav-247-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 248:1","maaseh-rav-248-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 249:1","maaseh-rav-249-1","","",""
"maaseh-rav","Maaseh Rav","Maaseh Rav 250:1","maaseh-rav-250-1","","",""
