"work_id","work_title","source_refs","surface_word","normalized_word","lexical_status","renderings","reason","source_name","source_id","license"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 17:3; Etz Yosef on Eichah Rabbah, Petichta 22:12; Etz Yosef on Eichah Rabbah, Petichta 25:12; Etz Yosef on Eichah Rabbah, Petichta 25:19","לבית","לבית","Potential","a house (in the greatest variation of applications / especially family / etc.) / court / daughter / door / + dungeon / family / house. / Beth-El / a place in Palestine / Beth-el. / Beth-ha-Arabah / Beth-arabah. / Beth-Choron / the name of two adjoining places in Palestine / Beth-horon. / Beth-Car / Beth-car. / Beth-Rechob / Beth-rehob. / byte / home, dwelling-place used as a permanent residence / home / house / Bajith / Bajith.","Potential gloss contains noisy term: byte.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures HebrewLexicon","H1004; H1005; H1008; H1026; H1032; H1033; H1050; L205563; L205757; L491142; L64262; H1006","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC0; CC0; CC0; CC0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 5:9; Etz Yosef on Eichah Rabbah, Petichta 5:22; Etz Yosef on Eichah Rabbah, Petichta 13:1; Etz Yosef on Eichah Rabbah, Petichta 13:3; Etz Yosef on Eichah Rabbah, Petichta 23:40","למה","למה","Potential","Lama glama / properly / interrogative what? (including how? why? when? ) / but also exclamation / what! (including how! ) / indefinitely what (including whatever / and even relatively / that which ) / often used with prefixes in various adverbial / how great (mighty) / that which / what(-soever) / why.","Potential gloss contains noisy term: lama.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB","L492199; L65962; H4100; H4101","CC0; CC0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 11:7; Etz Yosef on Eichah Rabbah, Petichta 24:2","לרעה","לרעה","Potential","bad / (as noun) evil (natural / moral) / adversity / affliction / calamity / displease(-ure) / distress / to tend a flock / i.e. pasture it / intransitively / to graze (literally / figuratively) / generally to rule / by extension / to associate with (as a friend) / evil/malicious / to guide / evil/bad thing / a (male) companion / friend. / a female associate / companion / fellow. / breakage / broken / utterly. / properly / to spoil (literally / by breaking to pieces) / figuratively / to make ( / be ) good for nothing / i.e. bad (physically / socially","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB; Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB","H7451; H7462; L219004; L219014; L68149; H7463; H7464; H7465; H7489","CC BY 4.0; CC BY 4.0; CC0; CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 23:35","מדרגות","מדרגות","Potential","properly / a step / by implication / a steep / inaccessible place / stair / steep place. / degree, the position of a particular note on a scale relative to the tonic / degree / rank, a military status / military rank / rank, a number assigned to an item in relation to other items / rank","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; Wikidata Lexeme","L66062; L66063; H4095; L64748","CC0; CC0; CC BY 4.0; CC0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 23:7; Etz Yosef on Eichah Rabbah, Petichta 31:5","מוצא","מוצא","Potential","to go (causatively / bring ) out / in a great variety of applications / literally and figuratively / direct and proxim. / × after / appear / × assuredly / a going forth / i.e. (the act) an egress / (the place) an exit / hence / a source / product / specifically / dawn / Motsa / the name of two Israelites / Moza. / properly / to come forth to / i.e. appear / exist / transitively / to attain / i.e. find / acquire","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB","L207363; L213670; H3318; H4161; H4162; H4672","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 13:8; Etz Yosef on Eichah Rabbah, Petichta 16:6; Etz Yosef on Eichah Rabbah, Petichta 19:2; Etz Yosef on Eichah Rabbah, Petichta 19:3; Etz Yosef on Eichah Rabbah, Petichta 19:4","מי","מי","Potential","in / with / by / etc. / for / in into / through. / properly / interrogative what? (including how? why? when? ) / but also exclamation / what! (including how! ) / indefinitely what (including whatever / and even relatively / that which ) / often used with prefixes in various adverbial / who? (occasionally / by a peculiar idiom / of things) / also (indefinitely) whoever / often used in oblique construction with prefix / suffix / any (man) / × he / Me-haj-Jarkon / a place in Palestine / Me-jarkon. / Me-Zahab / an Edomite / Mezahab. / water / figuratively / juice / by euphemism / urine / semen / piss / wasting","Potential gloss contains noisy term: lama.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","H1119; H4100; H4310; H4313; H4314; H4325","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 19:2","מימיו","מימיו","Potential","a day (as the warm hours) / whether literal (from sunrise to sunset / from one sunset to the next) / figurative (a space of time defined by an associated term) / (often used adverb) / age / always / chronicals / water / figuratively / juice / by euphemism / urine / semen / piss / wasting","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB","H3117; H4325","CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 24:29","מלאות","מלאות","Potential","to fill / (intransitively) be full of / in a wide application (literally and figuratively) / accomplish / confirm / consecrate / be at an end / be expired / full (literally / figuratively) / filling (literally) / also (concretely) fulness / adverbially / fully / × she that was with child / fill(-ed / letter, grapheme in an alphabetic system of writing / letter / longing / desire / lust after / pleasure. / properly / to come / i.e. (implied) to assent / consent. / a signal (literally / as a flag / beacon / monument / omen / prodigy / evidence / self (but generally used to point out more definitely the object of a verb / preposition / even / namely ) / [as such unrepresented in English]. / nearness (used only as a preposition / an adverb) / near / hence / generally / with / by","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","L208158; L213325; H4390; H4392; L212255; L212261; L63830; H185; H225; H226; H853; H854","CC0; CC0; CC BY 4.0; CC BY 4.0; CC0; CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 12:8; Etz Yosef on Eichah Rabbah, Petichta 30:14","מלכות","מלכות","Potential","queen / a queen / queen. / dominion (abstractly / concretely) / kingdom / kingly / realm / reign. / a rule / concretely / a dominion / empire / reign / royal. / Cuth / Cuthah / a province of Assyria / Cuth.","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon","L66312; L66313; H4436; H4437; H4438; H3575","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 14:1; Etz Yosef on Eichah Rabbah, Petichta 33:14","מלכי","מלכי","Potential","king / to reign / inceptively / to ascend the throne / causatively / to induct into royalty / hence (by implication) to take counsel / consult / × indeed / a king / royal. / advice / counsel. / Malki-Tsedek / an early king in Palestine / Melchizedek. / Malkishua / an Israelite / Malchishua. / to walk (literally / figuratively) / to carry (in various senses) / × again / away / bear / bring / (by implication) very widely used as a relative conjunction / adverb (as below) / often largely modified by other particles annexed / and / (forasmuch / inasmuch / where-) as / assured(-ly)","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB","L213373; L79208; H4427; H4428; H4430; H4431; H4442; H4444; L184903; H3212; H3588","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 18:1; Etz Yosef on Eichah Rabbah, Petichta 33:24","מצרים","מצרימ","Potential","Egypt / something tight / i.e. (figuratively) trouble / distress / pain / strait. / a Mitsrite / inhabitant of Mitsrajim / Egyptian / of Egypt. / Mitsrajim / i.e. Upper and Lower Egypt / Egyptians / Mizraim. / Abel-Mitsrajim / a place in Palestine / Abel-mizraim. / to cramp / i.e. confine (in many applications / literally and figuratively / formative / hostile) / adversary / assault / beset / properly / a cliff ( / sharp rock / as compressed ) / generally / a rock / boulder / figuratively / narrow / (as a noun) a tight place (usually figuratively / i.e. trouble ) / also a pebble (as in 6864 ) / (transitive) an opponent (as crowding ) / afflicted(-tion) / anguish","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures morphHB; Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","L213720; L213721; H4712; H4713; H4714; H67; L217721; L217722; L67714; H6696; H6697; H6862","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC0; CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 24:67","משאות","משאות","Potential","a loan / × any(-thing) / debt. / properly / (abstractly) a raising (as of the hands in prayer) / rising (of flame) / figuratively / an utterance / concretely / a beacon (as raised) / a present (as taken) / ruin / desolation / destruction. / to lift / in a great variety of applications / literal and figurative / absolute and relative / accept / advance / arise / (able to / letter, grapheme in an alphabetic system of writing / letter / longing / desire / lust after / pleasure. / to come / i.e. (implied) to assent / consent. / a signal (literally / figuratively) / as a flag / beacon / monument / omen / prodigy / evidence / self (but generally used to point out more definitely the object of a verb / preposition / even / namely ) / [as such unrepresented in English]. / nearness (used only as a preposition / an adverb) / near / hence / generally / with / by","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB","H4859; H4864; H4876; H5375; L63830; H185; H225; H226; H853; H854","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 22:16","נס","נס","Potential","Jehovah-Nissi / a symbolical name of an altar in the Desert / Jehovah-nissi. / to flit / i.e. vanish away (subside / escape / causatively / chase / impel / deliver) / × abate / a flag / also a sail / by implication / a flagstaff / generally a signal / figuratively / a token / banner / to test / to attempt / adventure / assay / prove / tempt / try. / to lift / in a great variety of applications / literal and figurative / absolute and relative / accept / advance / arise / (able to","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB","H3071; H5127; H5251; H5254; H5375","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 2:5; Etz Yosef on Eichah Rabbah, Petichta 5:12; Etz Yosef on Eichah Rabbah, Petichta 23:24; Etz Yosef on Eichah Rabbah, Petichta 30:20; Etz Yosef on Eichah Rabbah, Petichta 31:4","עיר","עיר","Potential","to wake (literally / figuratively) / (a-) wake(-n / up) / lift up (self) / × master / raise (up) / stir up (self). / a city (a place guarded by waking / a watch) in the widest sense (even of a mere encampment / post ) / Ai (from margin) / city / court (from margin) / town. / Ir / an Israelite / Ir. / a watcher / i.e. an angel (as guardian) / watcher. / properly / a young ass (as just broken to a load) / hence an ass-colt / (ass) colt / foal / young ass. / Irham-Melach / a place near Palestine / the city of salt. / Ir-Nachash / a place in Palestine / Irnahash. / Ir-Shemesh / Irshemesh.","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","H5782; H5892; H5893; H5894; H5895; H5898; H5904; H5905","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 2:13; Etz Yosef on Eichah Rabbah, Petichta 23:30; Etz Yosef on Eichah Rabbah, Petichta 26:5","צבא","צבא","Potential","military / to mass (an army / servants) / assemble / fight / perform / muster / wait upon / war. / to please / will / would. / a mass of persons ( / figuratively / things) / especially reg. organized for war (an army ) / by implication / a campaign / literally / figuratively (specifically / Tsiba / an Israelite / Ziba.","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB","L217447; L67604; H6633; H6634; H6635; H6717","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah 1:1:39","צור","צור","Potential","Beth-Tsur / a place in Palestine / Beth-zur. / Pedahtsur / an Israelite / Pedahzur. / the back of the neck (as that on which burdens are bound ) / neck. / to cramp / i.e. confine (in many applications / literally and figuratively / formative / hostile) / adversary / assault / beset / properly / a cliff ( / sharp rock / as compressed ) / generally / a rock / boulder / figuratively / Tsur / the name of a Midianite and of an Israelite / Zur. / Tsor / Tyre / Tyrus. / literally / transitive / intransitive / (be in) afflict(-ion) / beseige","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB","L217721; L67638; H1049; H6301; H6677; H6696; H6697; H6698; H6865; H6887","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 22:2","צעקה","צעקה","Potential","to shriek / (by implication) to proclaim (an assembly) / × at all / call together / cry (out) / gather (selves) (together). / a shriek / cry(-ing).","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures HebrewLexicon","H6817; H6818","CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 22:13","צעקת","צעקת","Potential","to shriek / (by implication) to proclaim (an assembly) / × at all / call together / cry (out) / gather (selves) (together). / a shriek / cry(-ing).","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB","H6817; H6818","CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 24:58","צרת","צרת","Potential","to cramp / i.e. confine (in many applications / literally and figuratively / formative / hostile) / adversary / assault / beset / tightness (i.e. figuratively / trouble ) / transitively / a female rival / adversity / affliction / anguish / literally / figuratively / transitive / intransitive / (be in) afflict(-ion) / beseige / Tsereth / an Israelite / Zereth. / Tsereth-hash-Shachar / a place in Palestine / Zareth-shahar.","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures morphHB","L217721; L217722; L67715; H6696; H6869; H6887; H6889; H6890","CC0; CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 12:17; Etz Yosef on Eichah Rabbah, Petichta 19:2; Etz Yosef on Eichah Rabbah, Petichta 30:12; Etz Yosef on Eichah Rabbah 1:1:36","קטן","קטנ","Potential","to diminish / i.e. be (causatively / make ) diminutive / (figuratively) of no account / be a (make) small (thing) / be not worthy. / a pettiness / i.e. the little finger / little finger. / abbreviated / i.e. diminutive / literally (in quantity / size / number) / figuratively (in age / importance) / least / Katan / an Israelite / Hakkatan (including the article).","Potential gloss contains noisy term: nut.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon","L218094; L218095; H6994; H6995; H6996; H6997","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 5:4","קלה","קלה","Potential","a voice / sound / aloud / bleating / crackling / cry ( out) / fame / lightness / light / (by implication) rapid (also adverbial) / swift(-ly). / to toast / i.e. scorch partially / slowly / dried / loathsome / parch / roast. / to be light (as implied in rapid motion) / but figuratively / only ( be [causatively / hold ] in contempt ) / base / contemn / despise / lightly esteem / to assemble / gather together.","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon","H6963; H7031; H7033; H7034; H7035","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 13:3; Etz Yosef on Eichah Rabbah, Petichta 13:4; Etz Yosef on Eichah Rabbah, Petichta 24:68","רועה","רועה","Potential","to guide / herder / to tend a flock / i.e. pasture it / intransitively / to graze (literally / figuratively) / generally to rule / by extension / to associate with (as a friend)","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB","L219014; L68086; H7462","CC0; CC0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 12:8; Etz Yosef on Eichah Rabbah, Petichta 12:12; Etz Yosef on Eichah Rabbah, Petichta 22:14; Etz Yosef on Eichah Rabbah, Petichta 23:4; Etz Yosef on Eichah Rabbah, Petichta 23:19","רע","רע","Potential","bad / (as noun) evil (natural / moral) / adversity / affliction / calamity / displease(-ure) / distress / a crash (of thunder) / noise (of war) / shout (of joy) / × aloud / noise / shouted. / an associate (more / less close) / brother / companion / fellow / friend / husband / lover / a thought (as association of ideas) / thought. / badness (as marring ) / physically / morally / × be so bad / badness / (× be so) evil / naughtiness / sadness / to tend a flock / i.e. pasture it / intransitively / to graze (literally / figuratively) / generally to rule / by extension / to associate with (as a friend) / pastoral / as noun / a shepherd / shipherd. / properly / to spoil (literally / by breaking to pieces) / figuratively / to make ( / be ) good for nothing / i.e. bad (physically / socially","Potential gloss contains noisy term: ass.","OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","H7451; H7452; H7453; H7454; H7455; H7462; H7473; H7489","CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 2:10; Etz Yosef on Eichah Rabbah, Petichta 12:3; Etz Yosef on Eichah Rabbah, Petichta 15:9; Etz Yosef on Eichah Rabbah, Petichta 23:5; Etz Yosef on Eichah Rabbah, Petichta 24:37","רעה","רעה","Potential","evil/malicious / to guide / evil/bad thing / bad / (as noun) evil (natural / moral) / adversity / affliction / calamity / displease(-ure) / distress / to tend a flock / i.e. pasture it / intransitively / to graze (literally / figuratively) / generally to rule / by extension / to associate with (as a friend) / a (male) companion / friend. / a female associate / companion / fellow. / breakage / broken / utterly. / properly / to spoil (literally / by breaking to pieces) / figuratively / to make ( / be ) good for nothing / i.e. bad (physically / socially","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures morphHB","L219004; L219014; L68149; H7451; H7462; H7463; H7464; H7465; H7489","CC0; CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 22:14; Etz Yosef on Eichah Rabbah, Petichta 33:15","רעים","רעימ","Potential","evil/malicious / trouble/a calamity / calamity / bad / (as noun) evil (natural / moral) / adversity / affliction / displease(-ure) / distress / an associate (more / less close) / brother / companion / fellow / friend / husband / lover / to tend a flock / i.e. pasture it / intransitively / to graze (literally / figuratively) / generally to rule / by extension / to associate with (as a friend) / pastoral / as noun / a shepherd / shipherd.","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","L219004; L68147; H7451; H7453; H7462; H7473","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 25:21","שחברו","שחברו","Potential","to join (literally / figuratively) / specifically (by means of spells) to fascinate / charm(-er) / be compact / couple (together) / have fellowship with / heap up / an associate / companion / fellow. / fellow / knit together.","Potential gloss contains noisy term: ass.","OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB","H2266; H2269; H2270","CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 33:7","שיוצאת","שיוצאת","Potential","to go (causatively / bring ) out / in a great variety of applications / literally and figuratively / direct and proxim. / × after / appear / × assuredly","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB","L211686; L211843; H3318","CC0; CC0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 33:18","שכך","שככ","Potential","to weave (i.e. lay) a trap / figuratively / (through the idea of secreting) to allay (passions / physically / abate a flood) / appease / assuage / make to cease","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures HebrewLexicon","L219311; L219528; L219637; H7918","CC0; CC0; CC0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 9:3; Etz Yosef on Eichah Rabbah, Petichta 9:10; Etz Yosef on Eichah Rabbah, Petichta 25:21","שלמה","שלמה","Potential","to pay / complete, intact / whole / preserved / properly / interrogative what? (including how? why? when? ) / but also exclamation / what! (including how! ) / indefinitely what (including whatever / and even relatively / that which ) / often used with prefixes in various adverbial / complete (literally / figuratively) / especially friendly / full / just / made ready / peaceable / perfect(-ed) / a dress / clothes / garment / raiment. / Salmah / an Israelite / Salmon. Compare 8012 . / Shelomah / David's successor / Solomon. / retribution / recompense. / Lama glama / how great (mighty) / that which / what(-soever) / why.","Potential gloss contains noisy term: lama.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon; Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB","L219540; L219697; H4100; H8003; H8008; H8009; H8010; H8011; L492199; L65962; H4101","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC0; CC0; CC BY 4.0"
"etz-yosef-on-eichah-rabbah","Etz Yosef on Eichah Rabbah","Etz Yosef on Eichah Rabbah, Petichta 22:14; Etz Yosef on Eichah Rabbah, Petichta 24:32; Etz Yosef on Eichah Rabbah, Petichta 33:17","שתי","שתי","Potential","to drink / to place (in a very wide application) / apply / appoint / array / bring / consider / lay (up) / let alone / two / also (as ordinal) twofold / both / couple / double / second / twain / twelfth / to imbibe (literally / figuratively) / × assuredly / banquet / × certainly / drink(-er / -ing) / drunk (× -ard) / intoxicaion / drunkenness. / a fixture / i.e. the warp in weaving / warp.","Potential gloss contains noisy term: ass.","Wikidata Lexeme; Wikidata Lexeme; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures morphHB; OpenScriptures HebrewLexicon; OpenScriptures HebrewLexicon","L219903; L82377; H7896; H8147; H8354; H8358; H8359","CC0; CC0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0; CC BY 4.0"
"etz-yosef-on-esther-rabbah","Etz Yosef on Esther Rabbah","Etz Yosef on Esther Rabbah, Petichta 4:6; Etz Yosef on Esther Rabbah, Petichta 10:7; Etz Yosef on Esther Rabbah, Petichta 12:5","אומה","אומה","Potential","fastener with threaded hole / nut / nation","Potential gloss contains noisy term: nut.","Wikidata Lexeme; Wikidata Lexeme","L204490; L63772","CC0; CC0"
