normalized,surface,occurrence_count,work_count,families,current_match,route_status,candidate_route_count,match_families,candidate_source,license_lane,display_eligible,hud_inspectable,prehud_allowed,blocker,top_works
אסתר,אסתר,1206,35,chasidut; halakhah; midrash; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,42,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,sifrei-aggadah-on-esther:262; yaarot-devash-i:149; tiferet-shlomo:126; marganita-tava-on-sefer-hamitzvot:118; yaarot-devash-ii:108
בוודאי,בוודאי,1198,21,chasidut; halakhah,unresolved_lexical_row,answer_route_candidate_needs_gate,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,true,true,false,canonical_display_gate_required_before_prehud,sefat-emet:252; degel-machaneh-ephraim:151; maasai-lamelekh-on-mishneh-torah-the-chosen-temple:149; maor-vashemesh:105; beit-aharon:86
דשבת,דשבת,1196,24,chasidut; halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,peri-tzadik:460; beur-hagra-on-shulchan-arukh-yoreh-deah:195; beer-hagolah-on-shulchan-arukh-orach-chayim:96; seder-mishnah-on-mishneh-torah-sabbath:93; beur-hagra-on-shulchan-arukh-orach-chayim:86
לחבירו,לחבירו,1194,43,halakhah; midrash; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,shulchan-arukh-choshen-mishpat:309; menorat-hamaor:109; chayyei-adam:99; shulchan-arukh-yoreh-deah:98; midrash-shmuel-on-avot:50
המופת,המופת,1194,6,unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ohr-hashem:1116; narboni-on-guide-for-the-perplexed:38; shem-tov-on-guide-for-the-perplexed:27; tov-halevanon:5; treatise-on-logic:5
מכ״מ,מכ״מ,1194,1,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,haamek-sheilah-on-sheiltot-drav-achai-gaon:1194
בב״ד,בב״ד,1193,21,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,urim-vetumim-tumim:608; urim-vetumim-urim:178; shulchan-arukh-choshen-mishpat:126; netivot-hamishpat-hidushim-on-shulchan-arukh-choshen-mishpat:109; kessef-mishneh-on-mishneh-torah-testimony:29
תנא,תנא,1192,43,halakhah; midrash; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,20,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ein-yaakov:253; halakhot-gedolot:144; boaz-on-mishnah-oholot:92; boaz-on-mishnah-kelim:76; boaz-on-mishnah-negaim:55
ממ״ש,ממ״ש,1191,41,halakhah; midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,beur-hagra-on-shulchan-arukh-yoreh-deah:290; beur-haradal-on-pirkei-derabbi-eliezer:164; beur-hagra-on-shulchan-arukh-orach-chayim:99; maaseh-rokeach-on-marriage:86; yitzchak-yeranen-on-mishneh-torah-sabbath:61
זוכה,זוכה,1190,25,chasidut,unresolved_lexical_row,hud_evidence_only_or_source_review,47,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,sefat-emet:366; peri-tzadik:362; likutei-moharan:104; sefer-hamiddot:80; degel-machaneh-ephraim:43
ולהכי,ולהכי,1188,46,halakhah; kabbalah; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,beit-meir-on-shulchan-arukh-even-haezer:414; maggid-meisharim:92; avodat-hamelekh-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:71; boaz-on-mishnah-kelim:60; boaz-on-mishnah-oholot:56
העובד,העובד,1183,13,halakhah; tosefta,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,siftei-kohen-on-shulchan-arukh-yoreh-deah:311; turei-zahav-on-shulchan-arukh-yoreh-deah:303; shulchan-arukh-yoreh-deah:257; baer-hetev-on-shulchan-arukh-yoreh-deah:219; tosefta-avodah-zarah:26
אמורימ,אֲמוּרִים,1180,77,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,15,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,torat-habayit-hakatzar:229; avodat-hakodesh:146; shulchan-arukh-yoreh-deah:105; mishneh-torah-sabbath:31; mishneh-torah-sales:30
מרמז,מרמז,1179,5,chasidut; kabbalah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,peri-tzadik:692; maor-vashemesh:192; zera-kodesh:151; maaseh-rokeach-on-mishnah:103; degel-machaneh-ephraim:41
א״ח,א״ח,1175,19,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,minchat-chinukh:1000; rabbi-akiva-eiger-on-shulchan-arukh-yoreh-deah:52; sefer-mitzvot-katan:42; brit-olam-on-sefer-chasidim:29; kovetz-al-yad-hachazakah-on-mishneh-torah-blessings:11
החזה,החזה,1175,13,kabbalah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ohr-penimi-on-talmud-eser-hasefirot:453; talmud-eser-hasefirot:393; shaar-hapesukim:146; shaar-hakavanot:65; shaar-hamitzvot:53
בח״מ,בח״מ,1175,7,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,beit-shmuel:337; beit-meir-on-shulchan-arukh-even-haezer:303; pitchei-teshuva-on-shulchan-arukh-even-haezer:226; baer-hetev-on-shulchan-arukh-yoreh-deah:125; chelkat-mechokek:99
דעכ״פ,דעכ״פ,1174,26,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,even-haazel-on-mishneh-torah-damages-to-property:200; maasai-lamelekh-on-mishneh-torah-sacrificial-procedure:176; maasai-lamelekh-on-mishneh-torah-things-forbidden-on-the-altar:142; even-haazel-on-mishneh-torah-marriage:123; even-haazel-on-mishneh-torah-sales:107
כ״פ,כ״פ,1174,5,chasidut; halakhah; midrash,unresolved_lexical_row,answer_route_candidate_needs_gate,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,true,true,false,canonical_display_gate_required_before_prehud,minchat-chinukh:756; peri-tzadik:382; mishneh-lamelech-on-mishneh-torah-vows:21; midrash-pinchas:13; publishers-haggahot-on-sefer-haparnas:2
דליכא,דליכא,1173,23,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,machatzit-hashekel-on-orach-chayim:429; ketzot-hachoshen-on-shulchan-arukh-choshen-mishpat:327; maasai-lamelekh-on-mishneh-torah-things-forbidden-on-the-altar:123; yitzchak-yeranen-on-mishneh-torah-sabbath:49; even-haazel-on-mishneh-torah-levirate-marriage-and-release:40
מרע״ה,מרע״ה,1167,9,chasidut; halakhah; kabbalah; unknown,unresolved_lexical_row,answer_route_candidate_needs_gate,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,true,true,false,canonical_display_gate_required_before_prehud,sefat-emet:826; ben-ish-hai:138; beit-elohim:84; seder-mishnah-on-mishneh-torah-foundations-of-the-torah:37; shaar-hagilgulim:32
הז״א,הז״א,1167,5,kabbalah,unresolved_lexical_row,no_route,0,,project_authored_kabbalah_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,ohr-penimi-on-talmud-eser-hasefirot:599; talmud-eser-hasefirot:418; kalach-pitchei-chokhmah:67; pri-etz-chaim:50; shaar-hahakdamot:33
פ״ז,פ״ז,1166,30,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tzafnat-paneach-on-mishneh-torah-heave-offerings:184; tzafnat-paneach-on-mishneh-torah-gifts-to-the-poor:124; tzafnat-paneach-on-mishneh-torah-forbidden-foods:114; tzafnat-paneach-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:82; tzafnat-paneach-on-mishneh-torah-diverse-species:75
קדיש,קדיש,1166,21,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,46,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,abudarham:152; kol-bo:128; machzor-vitry:124; baer-hetev-on-shulchan-arukh-orach-chayim:119; kitzur-shulchan-arukh:91
מור״מ,מור״ם,1165,2,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,meirat-einayim-on-shulchan-arukh-choshen-mishpat:1162; yitzchak-yeranen-on-mishneh-torah-fasts:3
הלל,הלל,1164,70,halakhah; mishnah; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,50,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,shibbolei-haleket:196; a-new-israeli-commentary-on-pirkei-avot:104; moreh-nevukhei-hazeman:73; mishnah-eduyot:68; seder-mishnah-on-mishneh-torah-foundations-of-the-torah:51
בשלימות,בשלימות,1164,13,chasidut,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,sod-yesharim:323; sefat-emet:251; ohr-hameir:160; beit-aharon:100; zera-kodesh:96
גבורות,גבורות,1162,16,chasidut; kabbalah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mikdash-melekh-on-zohar:287; shaar-hapesukim:185; zera-kodesh:140; shaar-maamarei-rashbi:113; maor-vashemesh:107
פ״ו,פ״ו,1160,40,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tzafnat-paneach-on-mishneh-torah-heave-offerings:204; tzafnat-paneach-on-mishneh-torah-gifts-to-the-poor:129; tzafnat-paneach-on-mishneh-torah-forbidden-foods:95; tzafnat-paneach-on-mishneh-torah-diverse-species:76; tzafnat-paneach-on-mishneh-torah-appraisals-and-devoted-property:74
תענוג,תענוג,1159,17,chasidut,unresolved_lexical_row,hud_evidence_only_or_source_review,12,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kedushat-levi:285; ohr-hameir:179; maggid-devarav-leyaakov:142; arvei-nachal:119; meor-einayim:111
לדקדק,לדקדק,1156,6,chasidut; halakhah; midrash,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,arvei-nachal:773; maor-vashemesh:245; midrash-haittamari:74; noam-elimelekh:56; kovetz-al-yad-hachazakah-on-mishneh-torah-reading-the-shema:5
בנדפס,בנדפס,1152,1,halakhah,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,toafot-reem:1152
שבארנו,שֶׁבֵּאַרְנוּ,1151,58,halakhah; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,torat-habayit-hakatzar:78; the-wars-of-the-lord:77; sefer-hamitzvot:64; mishneh-torah-forbidden-intercourse:51; mishneh-torah-other-sources-of-defilement:39
עכ״ד,עכ״ד,1148,7,halakhah; unknown,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,pitchei-teshuva-on-shulchan-arukh-even-haezer:486; pitchei-teshuva-on-shulchan-arukh-choshen-mishpat:355; pitchei-teshuva-on-shulchan-arukh-yoreh-deah:193; ben-ish-hai:57; nishmat-chayyim:48
השליח,השליח,1147,29,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,pitchei-teshuva-on-shulchan-arukh-even-haezer:205; turei-zahav-on-shulchan-arukh-even-haezer:156; shulchan-arukh-even-haezer:95; haggahot-chadashot-on-sefer-mitzvot-katan:87; ohr-sameach-on-mishneh-torah-divorce:84
נדר,נדר,1146,38,halakhah; midrash,unresolved_lexical_row,hud_evidence_only_or_source_review,31,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,chokhmat-adam:210; shulchan-arukh-yoreh-deah:174; mishneh-torah-vows:82; maaseh-rokeach-on-vows:67; sifrei-bamidbar:60
רש״ל,רש״ל,1145,4,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,turei-zahav-on-shulchan-arukh-yoreh-deah:396; eliyah-rabbah-on-shulchan-arukh-orach-chayim:393; turei-zahav-on-shulchan-arukh-orach-chayim:224; baer-hetev-on-shulchan-arukh-orach-chayim:132
עכ״ה,עכ״ה,1145,2,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,prisha:1114; sefer-haparnas:31
חודש,חודש,1144,20,chasidut; halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,24,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,peri-tzadik:400; eliyah-rabbah-on-shulchan-arukh-orach-chayim:325; shibbolei-haleket:173; sefer-haorah:35; likkutei-maamarim:31
פוסקימ,פוסקים,1144,9,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,13,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,siftei-kohen-on-shulchan-arukh-yoreh-deah:309; beit-shmuel:284; biur-halacha:233; baer-hetev-on-shulchan-arukh-yoreh-deah:127; baer-hetev-on-shulchan-arukh-even-haezer:78
אע״ה,אע״ה,1144,8,chasidut; halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,peri-tzadik:492; sefat-emet:376; ben-ish-hai:135; machshavot-charutz:74; tzidkat-hatzadik:56
תניא,תניא,1143,20,halakhah; midrash,unresolved_lexical_row,hud_evidence_only_or_source_review,45,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ein-yaakov:447; halakhot-gedolot:243; sefer-yereim:158; midrash-sekhel-tov:80; sheiltot-drav-achai-gaon:66
נזק,נזק,1142,17,halakhah; tosefta,unresolved_lexical_row,hud_evidence_only_or_source_review,46,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,even-haazel-on-mishneh-torah-damages-to-property:512; shulchan-arukh-choshen-mishpat:112; mishneh-torah-damages-to-property:109; ohr-sameach-on-mishneh-torah-damages-to-property:79; tosefta-bava-kamma:64
שליחות,שליחות,1138,17,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,15,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ketzot-hachoshen-on-shulchan-arukh-choshen-mishpat:350; shaar-hamelekh-on-mishneh-torah-divorce:179; even-haazel-on-mishneh-torah-creditor-and-debtor:138; even-haazel-on-mishneh-torah-marriage:96; even-haazel-on-mishneh-torah-divorce:81
נהגו,נהגו,1137,23,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,48,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kol-bo:210; shulchan-arukh-orach-chayim:137; shibbolei-haleket:130; baer-hetev-on-shulchan-arukh-orach-chayim:107; shulchan-arukh-yoreh-deah:105
ק״ל,ק״ל,1136,25,halakhah; kabbalah; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,3,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,brit-moshe:854; shaar-hamelekh-on-mishneh-torah-divorce:78; shaar-hapesukim:76; boaz-on-mishnah-meilah:10; shorshei-hayam-on-mishneh-torah-sabbath:10
ב״נ,ב״ן,1136,13,kabbalah; musar,unresolved_lexical_row,no_route,0,,project_authored_kabbalah_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,mikdash-melekh-on-zohar:290; talmud-eser-hasefirot:220; yesod-veshoresh-haavodah:153; megalleh-amukkot-on-parashat-vaetchanan:132; shaar-hapesukim:79
במ״ב,במ״ב,1135,1,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,biur-halacha:1135
ר״ה,ר״ה,1134,41,chasidut; halakhah; kabbalah,unresolved_lexical_row,no_route,0,,project_authored_kabbalah_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,peri-tzadik:432; arukh-hashulchan-heatid:77; beit-aharon:71; beur-hagra-on-shulchan-arukh-orach-chayim:55; shaar-hakavanot:51
שא׳,שא׳,1133,3,chasidut,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,peri-tzadik:1092; tzidkat-hatzadik:26; poked-akarim:15
למ״ש,למ״ש,1130,43,halakhah; midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,divrei-yirmiyahu-on-mishneh-torah-sabbath:172; divrei-yirmiyahu-on-mishneh-torah-rest-on-a-holiday:171; beur-haradal-on-pirkei-derabbi-eliezer:114; divrei-yirmiyahu-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:67; divrei-yirmiyahu-on-mishneh-torah-shofar-sukkah-and-lulav:67
דישראל,דְיִשְׂרָאֵל,1125,37,chasidut; targum_aramaic,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,resisei-layla:85; targum-of-ii-chronicles:77; targum-jonathan-on-i-kings:75; targum-jonathan-on-jeremiah:75; targum-jonathan-on-ii-kings:71
ידעת,ידעת,1120,16,chasidut; kabbalah,unresolved_lexical_row,hud_evidence_only_or_source_review,48,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ketem-paz-on-zohar:540; recanati-on-the-torah:213; agra-dekala:144; pri-etz-chaim:54; shaar-hapesukim:52
וע״ע,וע״ע,1119,21,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,har-hamoriyah-on-mishneh-torah-sacrificial-procedure:201; har-hamoriyah-on-mishneh-torah-the-chosen-temple:177; har-hamoriyah-on-mishneh-torah-sacrifices-rendered-unfit:116; har-hamoriyah-on-mishneh-torah-daily-offerings-and-additional-offerings:108; har-hamoriyah-on-mishneh-torah-paschal-offering:93
נחשב,נחשב,1118,19,chasidut; halakhah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,49,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,chokhmat-shlomo-on-shulchan-arukh-orach-chayim:296; sod-yesharim:216; arvei-nachal:154; sichot-avodat-levi:94; chokhmat-shlomo-on-shulchan-arukh-even-haezer:72
חנינא,חנינא,1117,34,midrash; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ein-yaakov:410; menorat-hamaor:131; midrash-tanchuma-buber:75; midrash-tanchuma:67; midrash-tehillim:65
הני,הני,1116,32,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,halakhot-gedolot:241; torat-habayit-haaroch:151; sheiltot-drav-achai-gaon:118; machzor-vitry:103; shibbolei-haleket:103
מגורשת,מגורשת,1116,13,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,3,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,beit-shmuel:211; shulchan-arukh-even-haezer:172; shaar-hamelekh-on-mishneh-torah-divorce:145; maaseh-rokeach-on-divorce:144; even-haazel-on-mishneh-torah-divorce:113
ליתא,ליתא,1115,42,halakhah; midrash; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,toafot-reem:331; notes-and-corrections-on-midrash-lekach-tov:153; shaar-hamelekh-on-mishneh-torah-divorce:74; notes-and-corrections-on-midrash-aggadah:64; boaz-on-mishnah-kelim:55
בש״כ,בש״ך,1115,9,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,nekudot-hakesef-on-shulchan-arukh-yoreh-deah:302; baer-hetev-on-shulchan-arukh-yoreh-deah:283; chokhmat-adam:195; pitchei-teshuva-on-shulchan-arukh-choshen-mishpat:179; rabbi-akiva-eiger-on-shulchan-arukh-yoreh-deah:57
ביאור,ביאור,1114,26,chasidut; halakhah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,46,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,arvei-nachal:213; sichot-avodat-levi:162; maor-vashemesh:139; seder-mishnah-on-mishneh-torah-rest-on-the-tenth-of-tishrei:112; even-haazel-on-mishneh-torah-sales:91
שמעתי,שמעתי,1113,16,chasidut; midrash,unresolved_lexical_row,hud_evidence_only_or_source_review,47,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,baal-shem-tov:409; mekor-mayim-chayim-on-baal-shem-tov:261; shivchei-habesht:183; midrash-pinchas:68; divrei-emet:58
מדאורייתא,מדאורייתא,1112,32,halakhah,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,divrei-yirmiyahu-on-mishneh-torah-sabbath:134; lev-sameach:118; seder-mishnah-on-mishneh-torah-sabbath:100; divrei-yirmiyahu-on-mishneh-torah-rest-on-a-holiday:97; divrei-yirmiyahu-on-mishneh-torah-blessings:70
בסוגיא,בסוגיא,1110,24,halakhah,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,minchat-chinukh:606; divrei-yirmiyahu-on-mishneh-torah-rest-on-a-holiday:93; avodat-hamelekh-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:80; divrei-yirmiyahu-on-mishneh-torah-sabbath:61; seder-mishnah-on-mishneh-torah-leavened-and-unleavened-bread:54
רחמנא,רחמנא,1109,37,halakhah; liturgy; midrash; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,marganita-tava-on-sefer-hamitzvot:193; raavad-on-sifra:115; selichot-nusach-ashkenaz-lita:91; selichot-nusach-polin:91; pele-yoetz:87
הבעש״ט,הבעש״ט,1109,5,chasidut; midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,shivchei-habesht:594; mekor-mayim-chayim-on-baal-shem-tov:309; baal-shem-tov:181; midrash-pinchas:15; yosher-divrei-emet:10
תיבות,תיבות,1106,19,halakhah; kabbalah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,47,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,shenei-luchot-haberit:337; maaseh-rokeach-on-mishnah:284; kol-bo:102; yesod-veshoresh-haavodah:86; lishkat-hasofer:52
חייא,חייא,1103,30,halakhah; kabbalah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ketem-paz-on-zohar:228; halakhot-gedolot:202; menorat-hamaor:138; sheiltot-drav-achai-gaon:72; sefer-haitim:66
