normalized,surface,occurrence_count,work_count,families,current_match,route_status,candidate_route_count,match_families,candidate_source,license_lane,display_eligible,hud_inspectable,prehud_allowed,blocker,top_works
ויתחייב,ויתחייב,201,1,unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ohr-hashem:201
דנינ,דנין,200,20,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kessef-mishneh-on-mishneh-torah-the-sanhedrin-and-the-penalties-within-their-jurisdiction:36; mishneh-torah-the-sanhedrin-and-the-penalties-within-their-jurisdiction:26; hasagot-haramban-on-sefer-hamitzvot:22; brit-olam-on-sefer-chasidim:19; kiryat-sefer-on-mishneh-torah-the-sanhedrin-and-the-penalties-within-their-jurisdiction:18
ויברכ,ויברך,200,8,halakhah; midrash; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kitzur-shulchan-arukh:54; seder-hayom:42; shaarei-ephraim:36; book-of-jubilees:31; aggadat-bereshit:11
חזור,חֲזוֹר,200,8,targum_aramaic,unresolved_lexical_row,hud_evidence_only_or_source_review,13,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,targum-jonathan-on-exodus:68; targum-jonathan-on-leviticus:28; targum-jonathan-on-numbers:28; targum-of-ii-chronicles:27; aramaic-targum-to-psalms:25
ליבמ,ליבם,200,8,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,false,true,false,hud_evidence_or_source_review_only,even-haazel-on-mishneh-torah-levirate-marriage-and-release:62; mishneh-torah-levirate-marriage-and-release:29; ohr-sameach-on-mishneh-torah-ritual-slaughter:28; ohr-sameach-on-mishneh-torah-levirate-marriage-and-release:24; kiryat-sefer-on-mishneh-torah-levirate-marriage-and-release:23
שחטא,שחטא,200,8,halakhah; kabbalah; midrash; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,beit-elohim:84; midrash-haittamari:43; shaar-hagilgulim:40; kiryat-sefer-on-mishneh-torah-offerings-for-unintentional-transgressions:17; mishneh-torah-offerings-for-unintentional-transgressions:7
בהמ״ק,בהמ״ק,200,6,chasidut; halakhah; liturgy; midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tiferet-shlomo:160; marbeh-lesaper-on-pesach-haggadah:20; etz-yosef-on-eichah-rabbah:9; etz-yosef-on-shemot-rabbah:8; ben-aryeh-on-mishneh-torah-festival-offering:2
גזלה,גזלה,200,6,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,7,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,even-haazel-on-mishneh-torah-robbery-and-lost-property:162; kiryat-sefer-on-mishneh-torah-robbery-and-lost-property:11; mishneh-torah-robbery-and-lost-property:11; maggid-mishneh-on-mishneh-torah-robbery-and-lost-property:10; migdal-oz-on-mishneh-torah-robbery-and-lost-property:5
ואחרי־כנ,ואחרי־כן,200,3,unknown,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,the-war-of-the-jews:180; the-testaments-of-the-twelve-patriarchs:11; letter-of-aristeas:9
פשוטו,פשוטו,200,2,chasidut; tanakh,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,agra-dekala:169; rashi-on-genesis:31
דיקא,דַּיְקָא,200,1,chasidut,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,likutei-moharan:200
המתפעל,המתפעל,200,1,unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,2,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ohr-hashem:200
הכותב,הכותב,199,22,halakhah; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,9,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,minchat-kenaot:42; migdal-oz-on-mishneh-torah-marriage:27; migdal-oz-on-mishneh-torah-creditor-and-debtor:19; mishneh-torah-ownerless-property-and-gifts:10; yekar-tiferet-on-mishneh-torah-slaves:10
שוגג,שוגג,199,19,halakhah; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kiryat-sefer-on-mishneh-torah-offerings-for-unintentional-transgressions:37; sefer-hamitzvot:29; kessef-mishneh-on-mishneh-torah-offerings-for-unintentional-transgressions:14; tzafnat-paneach-on-mishneh-torah-levirate-marriage-and-release:14; mishnah-terumot:12
גריס,גריס,199,10,halakhah; midrash; mishnah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,chafetz-chaim-on-sifra:93; kiryat-sefer-on-mishneh-torah-defilement-by-leprosy:39; kessef-mishneh-on-mishneh-torah-defilement-by-leprosy:18; mishnah-negaim:13; mishneh-torah-defilement-by-leprosy:13
ומשו״ה,ומשו״ה,199,10,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,yitzchak-yeranen-on-mishneh-torah-sabbath:77; divrei-yirmiyahu-on-mishneh-torah-rest-on-a-holiday:50; melekhet-shelomoh-on-mishneh-torah-ownerless-property-and-gifts:27; divrei-yirmiyahu-on-mishneh-torah-reading-the-shema:13; yitzchak-yeranen-on-mishneh-torah-circumcision:13
הטענה,הטענה,199,7,halakhah; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,the-wars-of-the-lord:136; even-haazel-on-mishneh-torah-borrowing-and-deposit:36; mishneh-torah-plaintiff-and-defendant:9; kiryat-sefer-on-mishneh-torah-plaintiff-and-defendant:7; beur-hagra-on-shulchan-arukh-choshen-mishpat:4
המאציל,המאציל,199,6,kabbalah,unresolved_lexical_row,no_route,0,,kabbalah_technical_term_table_or_commercial_clean_dictionary,source_needed_license_unverified,false,false,false,technical_term_source_needed,pardes-rimmonim:147; kalach-pitchei-chokhmah:32; shuvi-shuvi-hashulamit:9; derech-etz-chayim-ramchal:6; shaarei-kedusha:3
חננאל,חננאל,199,6,halakhah; midrash; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,shibbolei-haleket:123; sefer-hamakhria:58; dina-degarmei:8; book-of-tobit:4; seder-olam-zutta:4
מעש״ש,מעש״ש,199,3,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tzafnat-paneach-on-mishneh-torah-forbidden-foods:75; tzafnat-paneach-on-mishneh-torah-appraisals-and-devoted-property:67; tzafnat-paneach-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:57
חייבת,חייבת,198,15,halakhah; mishnah,unresolved_lexical_row,hud_evidence_only_or_source_review,14,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,piskei-challah:62; kessef-mishneh-on-mishneh-torah-first-fruits-and-other-gifts-to-priests-outside-the-sanctuary:33; kiryat-sefer-on-mishneh-torah-first-fruits-and-other-gifts-to-priests-outside-the-sanctuary:25; boaz-on-mishnah-kinnim:16; kessef-mishneh-on-mishneh-torah-tithes:14
נדרו,נדרו,198,15,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,15,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mishneh-lamelech-on-mishneh-torah-vows:55; mishneh-torah-vows:26; kiryat-sefer-on-mishneh-torah-sacrificial-procedure:25; maaseh-rokeach-on-vows:17; kiryat-sefer-on-mishneh-torah-vows:12
בקדירה,בקדירה,198,7,halakhah; tosefta,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,issur-veheter-haarokh:112; torat-habayit-hakatzar:35; sefer-haorah:24; sefer-haparnas:22; brief-commentary-on-nedarim:3
שנשבע,שנשבע,198,6,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mishneh-torah-oaths:66; kessef-mishneh-on-mishneh-torah-oaths:48; kiryat-sefer-on-mishneh-torah-oaths:34; maaseh-rokeach-on-oaths:21; migdal-oz-on-mishneh-torah-oaths:20
דלככ,דלכך,198,2,halakhah; musar,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,peleti-on-shulchan-arukh-yoreh-deah:148; yaarot-devash-ii:50
בה״מ,בה״מ,198,1,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,simlah-chadashah:198
העליתי,העליתי,198,1,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,false,true,false,hud_evidence_or_source_review_only,urim-vetumim-urim:198
ובש״כ,ובש״ך,198,1,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,chokhmat-adam:198
לדונ,לדון,197,18,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,20,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mishneh-torah-the-sanhedrin-and-the-penalties-within-their-jurisdiction:31; kessef-mishneh-on-mishneh-torah-the-sanhedrin-and-the-penalties-within-their-jurisdiction:28; kessef-mishneh-on-mishneh-torah-testimony:26; sefer-mitzvot-gadol:21; even-haazel-on-mishneh-torah-testimony:16
עלכ,עֲלָךְ,197,13,targum_aramaic,unresolved_lexical_row,hud_evidence_only_or_source_review,3,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,targum-jonathan-on-ezekiel:65; targum-jonathan-on-jeremiah:33; targum-jonathan-on-isaiah:32; aramaic-targum-to-psalms:16; targum-jonathan-on-i-kings:13
בעזרת,בעזרת,197,11,chasidut; halakhah; kabbalah; musar; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,shaarei-orah:51; har-hamoriyah-on-mishneh-torah-the-chosen-temple:42; divrei-emet:25; torat-haolah:22; maalot-hamiddot:18
מכירה,מכירה,197,8,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,6,wiktionary_definition; citable_paraphrase_evidence; source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kessef-hakodashim-on-shulchan-arukh-choshen-mishpat:79; even-haazel-on-mishneh-torah-ownerless-property-and-gifts:46; maaseh-rokeach-on-ownerless-property-and-gifts:29; even-haazel-on-mishneh-torah-testimony:15; kessef-mishneh-on-mishneh-torah-agents-and-partners:11
לפרוע,לפרוע,197,5,halakhah; midrash,unresolved_lexical_row,hud_evidence_only_or_source_review,19,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,urim-vetumim-urim:142; tashbetz-katan:22; maggid-mishneh-on-mishneh-torah-creditor-and-debtor:21; kiryat-sefer-on-mishneh-torah-creditor-and-debtor:9; yedei-moshe-on-kohelet-rabbah:3
אלהי״מ,אלהי״ם,197,4,halakhah; kabbalah,unresolved_lexical_row,no_route,0,,project_authored_kabbalah_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,shaarei-orah:87; shaar-hapesukim:78; shaar-hamitzvot:28; kessef-mishneh-on-mishneh-torah-foundations-of-the-torah:4
כדרכה,כדרכה,196,12,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mishneh-lamelech-on-mishneh-torah-forbidden-intercourse:80; ezer-mikodesh-on-shulchan-arukh-even-haezer:22; kiryat-sefer-on-mishneh-torah-forbidden-intercourse:22; mishneh-torah-forbidden-intercourse:21; kiryat-sefer-on-mishneh-torah-virgin-maiden:10
לעניימ,לעניים,196,12,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,mishneh-torah-gifts-to-the-poor:42; ahavat-chesed:35; sefer-chasidim:34; kiryat-sefer-on-mishneh-torah-gifts-to-the-poor:25; kessef-mishneh-on-mishneh-torah-gifts-to-the-poor:16
גמילות,גמילות,196,9,halakhah; midrash; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ahavat-chesed:98; maalot-hamiddot:50; par-echad-on-pirkei-derabbi-eliezer:15; netiv-chesed-on-ahavat-chesed:11; mesillat-yesharim:9
בנגעימ,בנגעים,196,6,halakhah; mishnah; tosefta,unresolved_lexical_row,hud_evidence_only_or_source_review,1,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kiryat-sefer-on-mishneh-torah-defilement-by-leprosy:69; mishneh-torah-defilement-by-leprosy:44; kessef-mishneh-on-mishneh-torah-defilement-by-leprosy:31; mishnah-negaim:24; tosefta-negaim:22
כוח,כוח,196,6,kabbalah; unknown,unresolved_lexical_row,answer_route_candidate_needs_gate,1,wiktionary_definition,review_existing_hud_route_before_dictionary_import,accepted_public_route_source_present,true,true,false,canonical_display_gate_required_before_prehud,shaarei-orah:79; lenevukhei-hatekufah:57; bepardes-hachasidut-vehakabbalah:46; letter-of-aristeas:6; eight-chapters:5
ס״ו,ס״ו,196,6,halakhah; midrash; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,beur-hagra-on-shulchan-arukh-yoreh-deah:148; rabbi-akiva-eiger-on-shulchan-arukh-even-haezer:18; perush-maharzu-on-shemot-rabbah:12; haemunot-vehadeot:11; beur-hagra-on-shulchan-arukh-even-haezer:6
סוגיא,סוגיא,196,4,halakhah,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,seder-mishnah-on-mishneh-torah-sabbath:112; seder-mishnah-on-mishneh-torah-rest-on-the-tenth-of-tishrei:60; lechem-mishneh-on-mishneh-torah-shofar-sukkah-and-lulav:17; maggid-mishneh-on-mishneh-torah-one-who-injures-a-person-or-property:7
ומו״ח,ומו״ח,196,1,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,turei-zahav-on-shulchan-arukh-yoreh-deah:196
עי״ל,עי״ל,196,1,midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,midrash-haittamari:196
הרמ״כ,הרמ״ך,195,7,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,maaseh-rokeach-on-marriage:60; maaseh-rokeach-on-divorce:46; maaseh-rokeach-on-forbidden-foods:36; maaseh-rokeach-on-forbidden-intercourse:27; maaseh-rokeach-on-ritual-slaughter:18
עירב,עירב,195,7,halakhah; tosefta,unresolved_lexical_row,hud_evidence_only_or_source_review,2,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,avodat-hakodesh:60; sefer-haitim:56; maggid-mishneh-on-mishneh-torah-eruvin:39; tosefta-eruvin:17; ohr-sameach-on-mishneh-torah-eruvin:10
וכפי׳,וכפי׳,195,3,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,beer-hagolah-on-shulchan-arukh-yoreh-deah:132; beer-hagolah-on-shulchan-arukh-orach-chayim:62; mekorei-harambam-lerashash-on-mishneh-torah-ritual-slaughter:1
וגרסיננ,וגרסינן,195,2,halakhah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,menorat-hamaor:183; piskei-challah:12
יצורפ,יצורף,195,1,chasidut,unresolved_lexical_row,hud_evidence_only_or_source_review,4,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,agra-dekala:195
העני,העני,194,15,halakhah; midrash; mishnah; musar,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ahavat-chesed:48; midrash-haittamari:39; kav-hayashar:31; boaz-on-mishnah-peah:14; netiv-chesed-on-ahavat-chesed:13
מינימ,מינים,194,12,halakhah; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,39,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kessef-mishneh-on-mishneh-torah-diverse-species:34; divrei-yirmiyahu-on-mishneh-torah-blessings:33; kiryat-sefer-on-mishneh-torah-diverse-species:22; beur-hagra-on-jerusalem-talmud-challah:21; kessef-mishneh-on-mishneh-torah-nazariteship:20
יהרג,יהרג,194,9,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,12,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,seder-mishnah-on-mishneh-torah-foundations-of-the-torah:73; divrei-yirmiyahu-on-mishneh-torah-foundations-of-the-torah:40; avodat-hamelekh-on-mishneh-torah-foundations-of-the-torah:26; maaseh-rokeach-on-foundations-of-the-torah:15; kessef-mishneh-on-mishneh-torah-foundations-of-the-torah:14
והרמב״נ,והרמב״ן,194,3,halakhah; kabbalah,unresolved_lexical_row,no_route,0,,project_authored_kabbalah_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,zohar-harakia:105; lev-sameach:66; kessef-mishneh-on-mishneh-torah-mourning:23
בח״א,בח״א,194,2,halakhah; unknown,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tzafnat-paneach-on-mishneh-torah-heave-offerings:167; derekh-hashem:27
זוה״ק,זוה״ק,194,2,chasidut,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,sod-yesharim:184; divrei-soferim:10
ירוש׳,ירוש׳,194,2,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tzafnat-paneach-on-mishneh-torah-heave-offerings:188; shaar-hamelekh-on-mishneh-torah-sheqel-dues:6
וחכ״א,וחכ״א,193,29,tosefta,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,tosefta-yevamot:13; tosefta-oholot:12; tosefta-terumot:12; tosefta-kelim-kamma:11; tosefta-zevachim:11
אוכלימ,אוכלים,193,27,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,24,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,kessef-mishneh-on-mishneh-torah-defilement-of-foods:41; kessef-mishneh-on-mishneh-torah-other-sources-of-defilement:29; kiryat-sefer-on-mishneh-torah-paschal-offering:20; tzafnat-paneach-on-mishneh-torah-leavened-and-unleavened-bread:14; kessef-mishneh-on-mishneh-torah-paschal-offering:11
מתנת,מתנת,193,6,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,20,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,even-haazel-on-mishneh-torah-ownerless-property-and-gifts:106; melekhet-shelomoh-on-mishneh-torah-ownerless-property-and-gifts:51; maaseh-rokeach-on-ownerless-property-and-gifts:16; mishneh-torah-ownerless-property-and-gifts:12; migdal-oz-on-mishneh-torah-ownerless-property-and-gifts:5
הכת׳,הכת׳,193,4,halakhah; midrash,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,machzor-vitry:94; mishnat-rabbi-eliezer:56; pesikta-derav-kahana:25; midrash-tannaim-on-deuteronomy:18
חמרא,חמרא,193,4,halakhah; midrash; targum_aramaic,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,torat-habayit-haaroch:123; lechem-mishneh-on-mishneh-torah-forbidden-foods:58; aramaic-targum-to-proverbs:8; notes-and-corrections-on-midrash-lekach-tov-on-esther:4
מופתימ,מופתים,193,1,unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,ohr-hashem:193
מחייב,מחייב,192,16,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,maaseh-rokeach-on-sabbath:62; maaseh-rokeach-on-foreign-worship-and-customs-of-the-nations:21; dina-degarmei:14; shorshei-hayam-on-mishneh-torah-sabbath:12; shaar-hamelekh-on-mishneh-torah-diverse-species:11
בסכינ,בסכין,192,9,halakhah,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,maggid-mishneh-on-mishneh-torah-ritual-slaughter:61; simlah-chadashah:55; torat-habayit-hakatzar:35; sefer-haparnas:15; bedikat-hasakin:10
נקיימ,נקיים,192,7,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,30,citable_paraphrase_evidence; source_phrase_evidence; wiktionary_definition,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,sefer-haorah:44; maggid-mishneh-on-mishneh-torah-forbidden-intercourse:37; mishneh-torah-forbidden-intercourse:37; kiryat-sefer-on-mishneh-torah-forbidden-intercourse:25; likkutei-hapardes:23
לע״ז,לע״ז,192,5,halakhah; unknown,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,divrei-yirmiyahu-on-mishneh-torah-foreign-worship-and-customs-of-the-nations:87; simlah-chadashah:43; drashot-maharal:30; maaseh-rokeach-on-foreign-worship-and-customs-of-the-nations:27; kiryat-sefer-on-mishneh-torah-ritual-slaughter:5
וסליחה,וּסְלִיחָה,192,4,liturgy,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,selichot-nusach-ashkenaz-lita:72; selichot-nusach-polin:72; siddur-edot-hamizrach:41; selichot-edot-hamizrach:7
כדחז״ל,כדחז״ל,192,2,midrash; unknown,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,midrash-haittamari:150; midbar-shur:42
סק״ו,סק״ו,192,2,halakhah,unresolved_lexical_row,no_route,0,,project_authored_rabbinic_abbreviation_table,project_authored_or_source_needed,false,false,false,abbreviation_expansion_needed_with_source_license_row,levushei-serad-on-shulchan-arukh-orach-chayim:173; chatam-sofer-on-shulchan-arukh-orach-chayim:19
הבהירות,הבהירות,192,1,chasidut,unresolved_lexical_row,no_route,0,,commercial_clean_dictionary_search,source_needed_license_unverified,false,false,false,no_route_for_high_frequency_unresolved_form,sod-yesharim:192
כשאר,כִּשְׁאָר,191,27,halakhah,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,maaseh-rokeach-on-tefillin-mezuzah-and-the-torah-scroll:22; avodat-hamelekh-on-mishneh-torah-foundations-of-the-torah:19; mishneh-torah-defilement-by-a-corpse:14; mishneh-torah-appraisals-and-devoted-property:11; mishneh-torah-vessels:11
ובניו,ובניו,191,17,halakhah; midrash; tanakh; unknown,unresolved_lexical_row,hud_evidence_only_or_source_review,5,source_phrase_evidence,review_existing_hud_route_before_dictionary_import,route_source_license_review_needed,false,true,false,hud_evidence_or_source_review_only,sefer-hayashar-midrash:67; mishneh-lamelech-on-mishneh-torah-borrowing-and-deposit:27; book-of-jubilees:23; aggadat-bereshit:11; ibn-ezra-on-leviticus:9
