lookup_shard,normalized,surface,hebrew,display_section,display_label,route_family,route_type,match_type,language,definition_or_claim,plain_note,phrase_hebrew,phrase_focus,phrase_context,source_ref,work_id,work_title,raw_score,score_handicap,adjusted_score,confidence_percent,answer_score,answer_eligible,answer_role,context_rank_score,part_of_speech,meaning_quality,form_of,morphology,source_row_count,source_names,source_families,source_ids,licenses,license_urls,source_urls,fields_used,source_notes,card_id
05d0-05d0-05d6,אאזכר,אֲאַזְכֵּר,אֲאַזְכֵּר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אזכר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אזכר"",""normalized_lemma"":""אזכר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-6c85a3b9242dccd3,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10258. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-cefe6e6b2b8a471d
05d0-05d0-05d6,אאזנ,אֲאַזֵּן,אֲאַזֵּן,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איזן,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איזן"",""normalized_lemma"":""איזנ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-2455f88056626cf5,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 12910. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-e44cb21159b2d270
05d0-05d0-05d7,אאחד,אֲאֻחַד,אֲאֻחַד,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אוחד,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אוחד"",""normalized_lemma"":""אוחד"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-6a1d993507582e4c,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 9106. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-ee89a9ea1a00fb8e
05d0-05d0-05d7,אאחד,אֲאַחֵד,אֲאַחֵד,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איחד,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איחד"",""normalized_lemma"":""איחד"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-b4b36bd626ec0c74,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10108. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-ef8c4602feab3773
05d0-05d0-05d7,אאחז,אֵאָחֵז,אֵאָחֵז,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of נאחז,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""נאחז"",""normalized_lemma"":""נאחז"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-b2f156599c04de9b,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10188. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-25a0ae16c0bea64a
05d0-05d0-05d7,אאחר,אֲאַחֵר,אֲאַחֵר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איחר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איחר"",""normalized_lemma"":""איחר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-6dc7e0a9d1f4ce5b,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 11084. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-1346e0416f2017bb
05d0-05d0-05d7,אאחסנ,אֲאַחְסֵן,אֲאַחְסֵן,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אחסן,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אחסן"",""normalized_lemma"":""אחסנ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-614e0e39042bf5a9,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 13373. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-7332dd1042626b72
05d0-05d0-05d7,אאחיד,אַאֲחִיד,אַאֲחִיד,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of האחיד,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""האחיד"",""normalized_lemma"":""האחיד"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-45bcfc431c369da2,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 14476. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-c21970f41eea6efd
05d0-05d0-05d7,אאחל,אֲאַחֵל,אֲאַחֵל,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איחל,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איחל"",""normalized_lemma"":""איחל"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-d37946c08073c0c5,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 16118. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-494e95bdbeaff5b4
05d0-05d0-05d8,אאט,אָאֵט,אָאֵט,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of האט,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""האט"",""normalized_lemma"":""האט"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-deb56bc7cb48e06e,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 7792. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-a241be8887690679
05d0-05d0-05d8,אאטומ,אאטום,אאטום,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אטם,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אטם"",""normalized_lemma"":""אטמ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-eb3d5262fb60e9b0,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 13466. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-d9bf589b2d452a61
05d0-05d0-05d8,אאטמ,אֶאֱטֹם,אֶאֱטֹם,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אטם,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אטם"",""normalized_lemma"":""אטמ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-eb3d5262fb60e9b0,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 13466. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-984687c405308830
05d0-05d0-05d8,אאטר,אֶאְטַר,אֶאְטַר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אטר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אטר"",""normalized_lemma"":""אטר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-8c95e558275fa534,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 16302. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-e0140630417e934e
05d0-05d0-05d8,אאטלק,אֲאַטְלֵק,אֲאַטְלֵק,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אטלק,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אטלק"",""normalized_lemma"":""אטלק"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-164dbd9064f2adf7,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 16590. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-a68e07fc634f441b
05d0-05d0-05d9,אאיר,אאיר,אאיר,phrase_evidence,Licensed phrase use,source_phrase_evidence,phrase_evidence,licensed phrase occurrence,Hebrew/Aramaic,Usage context only; no meaning is forced by this phrase row.,,לכם ר ל אאיר שכלכם באור התורה,אאיר,לכם; ר; ל; שכלכם; באור; התורה,Akeidat Yitzchak 55:1:6,akeidat-yitzchak,Akeidat Yitzchak,100,0,100,100,,false,evidence,,,,,,1,"Akeidat Yitzchak, Pressburg 1849",hebrew_source_text,source-version-14bd52324e606c08,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,https://www.sefaria.org/Akeidat_Yitzchak_55:1:6,hebrew; source_ref; version_title; version_source; license,Hebrew phrase evidence only. No English translation or inferred meaning is imported from this row.,phrase-f54845fe79352524
05d0-05d0-05d9,אאיר,אָאִיר,אָאִיר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of האיר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""האיר"",""normalized_lemma"":""האיר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-136b0e77525108ae,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 2886. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-22b3ce87917b6eda
05d0-05d0-05d9,אאיר,אֲאַיֵּר,אֲאַיֵּר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אייר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אייר"",""normalized_lemma"":""אייר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-ee5ca8e048a421d1,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10676. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-3f4bf4b6fe3deda5
05d0-05d0-05d9,אאיר,אאיר,אאיר,citable_paraphrase_evidence,Citable definition/paraphrase match,citable_paraphrase_evidence,citable_paraphrase_evidence,form definition plus licensed workbench usage,Hebrew,"To illuminate, light, light up, brighten.",Source-backed citable paraphrase route; displayed percent is the route match percent.,לכם ר ל אאיר שכלכם באור התורה,אאיר,לכם; ר; ל; שכלכם; באור; התורה,Akeidat Yitzchak 55:1:6,akeidat-yitzchak,Akeidat Yitzchak,92,20,72,92,,false,evidence,,,paraphrase_evidence,,,2,"Hebrew Wiktionary data via Kaikki/Wiktextract; Akeidat Yitzchak, Pressburg 1849",kaikki; hebrew_source_text,kaikki-136b0e77525108ae; source-version-14bd52324e606c08,CC BY-SA 4.0 / GFDL; Public Domain,https://en.wiktionary.org/wiki/Wiktionary:Copyrights; https://creativecommons.org/publicdomain/mark/1.0/,https://kaikki.org/dictionary/Hebrew/index.html; https://www.sefaria.org/Akeidat_Yitzchak_55:1:6,forms; form tags; lemma glosses; hebrew; source_ref; version_title; version_source; license,Kaikki Hebrew JSONL line 2886. Form route points back to the licensed lemma gloss row.; Hebrew usage evidence only. No English source-text translation is imported from this row.,citable-para-4ddf2db7b005e997
05d0-05d0-05d9,אאימ,אֲאַיֵּם,אֲאַיֵּם,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איים,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איים"",""normalized_lemma"":""איימ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-9d963f5f36e12bfe,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 7293. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-49b251f5133e1ee7
05d0-05d0-05d9,אאית,אֲאֻיַּת,אֲאֻיַּת,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אוית,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אוית"",""normalized_lemma"":""אוית"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-fa2cba7d767ad5d1,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10274. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-0f90685b5e055196
05d0-05d0-05d9,אאית,אֲאַיֵּת,אֲאַיֵּת,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איית,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איית"",""normalized_lemma"":""איית"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-00fb7e8b0d7643a3,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 8857. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-2c163427f9da0f72
05d0-05d0-05d9,אאיצ,אָאִיץ,אָאִיץ,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of האיץ,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""האיץ"",""normalized_lemma"":""האיצ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-fc34e2eec6984d5b,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10260. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-12fe42b1b7ee84ff
05d0-05d0-05db,אאכזב,אֲאַכְזֵב,אֲאַכְזֵב,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אכזב,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אכזב"",""normalized_lemma"":""אכזב"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-a683e19d59acd0db,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 6832. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-2a3a99ba55a79506
05d0-05d0-05db,אאכל,אֲאַכֵּל,אֲאַכֵּל,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of איכל,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""איכל"",""normalized_lemma"":""איכל"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-1d4faad3adbd9d9a,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 15367. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-75872ce5c855cf4c
05d0-05d0-05db,אאכל,אֲאֻכַּל,אֲאֻכַּל,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אוכל,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אוכל"",""normalized_lemma"":""אוכל"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-ca863f26fdf044bf,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 7576. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-a1a06dd5f2db0271
05d0-05d0-05db,אאכל,אֵאָכֵל,אֵאָכֵל,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of נאכל,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""נאכל"",""normalized_lemma"":""נאכל"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-5ebf01ef2bad4178,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10177. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-cf728d1d51d081a6
05d0-05d0-05db,אאכפ,אֵאָכֵף,אֵאָכֵף,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of נאכף,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""נאכף"",""normalized_lemma"":""נאכפ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-dd6fb187a180fbfe,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10191. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-54e26ad83eb2aa88
05d0-05d0-05db,אאכלס,אֲאַכְלֵס,אֲאַכְלֵס,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אכלס,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אכלס"",""normalized_lemma"":""אכלס"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-48e45dfe21a4f39b,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 13646. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-eced2fa9576ed484
05d0-05d0-05dc,אאלפ,אֲאַלֵּף,אֲאַלֵּף,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אילף,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אילף"",""normalized_lemma"":""אילפ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-e8337275c2f605dd,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 10332. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-6b5591edac3084de
05d0-05d0-05dc,אאלתר,אֲאַלְתֵּר,אֲאַלְתֵּר,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אלתר,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אלתר"",""normalized_lemma"":""אלתר"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-744bc8305d95980b,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 13648. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-13d8367bbe68f671
05d0-05d0-05dc,אאלמ,אֲאַלֵּם,אֲאַלֵּם,strict_hebrew,Hebrew form match,wiktionary_definition,form,inflected_form,Hebrew,form of אילם,"Form-reference route; useful evidence, not a stronger definition than a sourced direct meaning.",,,,,,,84,0,84,84,,false,form_reference,,verb,form_reference,"{""lemma"":""אילם"",""normalized_lemma"":""אילמ"",""tags"":[""feminine"",""first-person"",""future"",""masculine"",""singular""]}",,1,Hebrew Wiktionary data via Kaikki/Wiktextract,kaikki,kaikki-f4db13778dda318e,CC BY-SA 4.0 / GFDL,https://en.wiktionary.org/wiki/Wiktionary:Copyrights,https://kaikki.org/dictionary/Hebrew/index.html,forms; form tags; lemma pointer,Kaikki Hebrew JSONL line 14237. Form route points back to the licensed lemma row; inherited lemma gloss is evidence only.,def-kaikki-form-9d7cf4be15405f5f
05d0-05d0-05de,אאמינ,אאמין,אאמין,phrase_evidence,Licensed phrase use,source_phrase_evidence,phrase_evidence,licensed phrase occurrence,Hebrew/Aramaic,Usage context only; no meaning is forced by this phrase row.,,יוכלון החרטומים לעשות אאמין שהוא היה העושה,אאמין,יוכלון; החרטומים; לעשות; שהוא; היה; העושה,Akeidat Yitzchak 36:1:13,akeidat-yitzchak,Akeidat Yitzchak,100,0,100,100,,false,evidence,,,,,,1,"Akeidat Yitzchak, Pressburg 1849",hebrew_source_text,source-version-14bd52324e606c08,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,https://www.sefaria.org/Akeidat_Yitzchak_36:1:13,hebrew; source_ref; version_title; version_source; license,Hebrew phrase evidence only. No English translation or inferred meaning is imported from this row.,phrase-9635eb3342d2dbeb
