"work_id","work_title","source_ref","anchor_id","translation","translator_notes","status"
"maamar-hador","Ma'amar Hador","Ma'amar Hador:1","maamar-hador-1","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:2","maamar-hador-2","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:3","maamar-hador-3","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:4","maamar-hador-4","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:5","maamar-hador-5","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:6","maamar-hador-6","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:7","maamar-hador-7","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:8","maamar-hador-8","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:9","maamar-hador-9","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:10","maamar-hador-10","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:11","maamar-hador-11","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:12","maamar-hador-12","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:13","maamar-hador-13","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:14","maamar-hador-14","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:15","maamar-hador-15","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:16","maamar-hador-16","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:17","maamar-hador-17","","",""
"maamar-hador","Ma'amar Hador","Ma'amar Hador:18","maamar-hador-18","","",""
