work_id,units,parsed_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/berdichevsky/לבדד-רשימות-בן-ספר-3712",19,19,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berdichevsky/לביקורת-הקבלה-והחסידות-5077",173,173,0,"FLAT_UNIT",173,0,"FULLY_PARSED"
"pby/berdichevsky/לחיצת-הנעל-5561",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/berdichevsky/למהות-השירה-3849",149,149,0,"FLAT_UNIT",149,0,"FULLY_PARSED"
"pby/berdichevsky/לפלגות-עיר-או-יחיד-ורבים-2899",35,35,0,"FLAT_UNIT",35,0,"FULLY_PARSED"
"pby/berdichevsky/לפלטה-749",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berdichevsky/לפני-המחול-2897",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berdichevsky/לקבר-ישראל-5119",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/berdichevsky/לתורת-האפס-9059",42,42,0,"FLAT_UNIT",42,0,"FULLY_PARSED"
"pby/berdichevsky/מאיגרא-רמה-5755",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/berdichevsky/מאמרות-מחשבות-1131",75,75,0,"FLAT_UNIT",75,0,"FULLY_PARSED"
"pby/berdichevsky/מבית-ומבחוץ-2694",40,40,0,"FLAT_UNIT",40,0,"FULLY_PARSED"
"pby/berdichevsky/מגאולה-ופדות-7194",141,141,0,"FLAT_UNIT",141,0,"FULLY_PARSED"
"pby/berdichevsky/מגלה-סוד-823",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berdichevsky/מדרך-אל-דרך-8095",34,34,0,"FLAT_UNIT",34,0,"FULLY_PARSED"
"pby/berdichevsky/מהאדם-1626",68,68,0,"FLAT_UNIT",68,0,"FULLY_PARSED"
"pby/berdichevsky/מהחי-למינהו-4156",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berdichevsky/מזה-ומזה-939",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berdichevsky/מחוץ-ומבית-6731",136,136,0,"FLAT_UNIT",136,0,"FULLY_PARSED"
"pby/berdichevsky/מחנים-4755",407,407,0,"FLAT_UNIT",407,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-ראשון-אחרי-ימי-שלמה-1257",76,76,0,"FLAT_UNIT",76,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-ראשון-גיבורים-וגואלים-4283",151,151,0,"FLAT_UNIT",151,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-ראשון-ירידה-וחורבן-5246",75,75,0,"FLAT_UNIT",75,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-ראשון-מאגדות-דוד-ושלמה-3204",108,108,0,"FLAT_UNIT",108,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-שני-58056",485,485,0,"FLAT_UNIT",485,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-שני-בבל-פרס-ויוון-2254",70,70,0,"FLAT_UNIT",70,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-שני-מסיפורי-החורבן-5823",57,57,0,"FLAT_UNIT",57,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-בית-שני-סיפורי-מעשה-7709",116,116,0,"FLAT_UNIT",116,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-הגזרות-5054",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-המעשה-6469",204,204,0,"FLAT_UNIT",204,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-התלמוד-בחייהם-ובמותם-3331",143,143,0,"FLAT_UNIT",143,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-התלמוד-דרכים-ואורחות-8545",73,73,0,"FLAT_UNIT",73,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-התלמוד-הקדמה-ל-אגדות-עם-6932",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-התלמוד-סיפורים-7971",183,183,0,"FLAT_UNIT",183,0,"FULLY_PARSED"
"pby/berdichevsky/מימי-משה-אגדות-וסיפורים-9420",89,89,0,"FLAT_UNIT",89,0,"FULLY_PARSED"
"pby/berdichevsky/מכניסי-אורחים-251",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berdichevsky/מכתבי-מיכה-יוסף-ברדיצ-בסקי-מ-1886-עד-1902-18661",18710,18710,0,"FLAT_UNIT",20165,0,"FULLY_PARSED"
"pby/berdichevsky/מלחמת-אחים-8289",54,54,0,"FLAT_UNIT",54,0,"FULLY_PARSED"
"pby/berdichevsky/ממיצר-וממרחב-אגדות-ומעשים-4482",168,168,0,"FLAT_UNIT",168,0,"FULLY_PARSED"
"pby/berdichevsky/ממצרים-ומים-סוף-5953",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berdichevsky/ממקום-למקום-2757",21,21,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/berdichevsky/מנחם-4481",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/berdichevsky/מני-קדם-7644",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/berdichevsky/מסיפורי-הזוהר-בעברית-56744",193,193,0,"FLAT_UNIT",193,0,"FULLY_PARSED"
"pby/berdichevsky/מעבר-לנהר-זכרונות-עוזב-7645",181,181,0,"FLAT_UNIT",181,0,"FULLY_PARSED"
"pby/berdichevsky/מעל-כסאו-667",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berdichevsky/מעשה-בראשית-6663",90,90,0,"FLAT_UNIT",90,0,"FULLY_PARSED"
"pby/berdichevsky/מפנקסאות-ישנים-11431",50,50,0,"FLAT_UNIT",50,0,"FULLY_PARSED"
"pby/berdichevsky/מרדכי-עהרנפריז-7256",29,29,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/berdichevsky/מרים-7518",575,575,0,"FLAT_UNIT",575,0,"FULLY_PARSED"
"pby/berdichevsky/משה-ליב-לילינבלום-4550",63,63,0,"FLAT_UNIT",63,0,"FULLY_PARSED"
"pby/berdichevsky/משנה-המקום-3395",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-חמישי-6866",39,39,0,"FLAT_UNIT",39,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-ראשון-1192",156,156,0,"FLAT_UNIT",156,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-רביעי-8094",77,77,0,"FLAT_UNIT",77,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-שישי-7459",71,71,0,"FLAT_UNIT",71,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-שלישי-5180",72,72,0,"FLAT_UNIT",72,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עברים-מאמר-שני-3265",84,84,0,"FLAT_UNIT",84,0,"FULLY_PARSED"
"pby/berdichevsky/משני-עולמות-ממשלת-השטן-8160",85,85,0,"FLAT_UNIT",85,0,"FULLY_PARSED"
"pby/berdichevsky/משנת-חסידים-9057",52,52,0,"FLAT_UNIT",52,0,"FULLY_PARSED"
"pby/berdichevsky/משעבוד-לגאולה-2001",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berdichevsky/נדויה-של-מתה-1874",50,50,0,"FLAT_UNIT",50,0,"FULLY_PARSED"
"pby/berdichevsky/נחום-סוקולוב-1393",52,52,0,"FLAT_UNIT",52,0,"FULLY_PARSED"
"pby/berdichevsky/נכאים-17945",40,40,0,"FLAT_UNIT",44,0,"FULLY_PARSED"
"pby/berdichevsky/נסים-ונפלאות-1130",91,91,0,"FLAT_UNIT",91,0,"FULLY_PARSED"
"pby/berdichevsky/נספח-על-דרך-הלימוד-בישיבת-עץ-חיים-18519",12,12,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berdichevsky/נתיבות-3035",88,88,0,"FLAT_UNIT",88,0,"FULLY_PARSED"
"pby/berdichevsky/נתן-בן-נתן-3074",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berdichevsky/סילוק-האור-3777",58,58,0,"FLAT_UNIT",58,0,"FULLY_PARSED"
"pby/berdichevsky/סיפורים-שונים-6017",32,32,0,"FLAT_UNIT",32,0,"FULLY_PARSED"
"pby/berdichevsky/ספר-בראשית-18105",4,4,0,"FLAT_UNIT",5,0,"FULLY_PARSED"
"pby/berdichevsky/ספרי-דת-3203",38,38,0,"FLAT_UNIT",38,0,"FULLY_PARSED"
"pby/berdichevsky/עוד-בספרות-היפה-3266",62,62,0,"FLAT_UNIT",62,0,"FULLY_PARSED"
"pby/berdichevsky/עוד-חידות-3583",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berdichevsky/עולים-ויורדים-8159",78,78,0,"FLAT_UNIT",78,0,"FULLY_PARSED"
"pby/berdichevsky/עולם-האצילות-השקפה-על-ישיבת-וואלאזין-בחמשה-פרקים-18517",105,105,0,"FLAT_UNIT",110,0,"FULLY_PARSED"
"pby/berdichevsky/עולם-עובר-4610",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berdichevsky/עורבא-פרח-2253",418,418,0,"FLAT_UNIT",418,0,"FULLY_PARSED"
"pby/berdichevsky/על-אם-הדרך-5888",87,87,0,"FLAT_UNIT",87,0,"FULLY_PARSED"
"pby/berdichevsky/על-המשיח-2949",224,224,0,"FLAT_UNIT",224,0,"FULLY_PARSED"
"pby/berdichevsky/על-הפרק-6082",175,175,0,"FLAT_UNIT",175,0,"FULLY_PARSED"
"pby/berdichevsky/עלים-בודדים-17947",26,26,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berdichevsky/עניני-חכמה-וחזון-1454",142,142,0,"FLAT_UNIT",142,0,"FULLY_PARSED"
"pby/berdichevsky/עשיר-ועני-5765",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/berdichevsky/פועל-בטל-1748",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berdichevsky/פילוסופיה-וחיים-612",216,216,0,"FLAT_UNIT",216,0,"FULLY_PARSED"
"pby/berdichevsky/פסח-1314",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berdichevsky/פרה-אדמה-3908",33,33,0,"FLAT_UNIT",33,0,"FULLY_PARSED"
"pby/berdichevsky/פרי-חזון-2820",61,61,0,"FLAT_UNIT",61,0,"FULLY_PARSED"
"pby/berdichevsky/צדיקים-וחסידים-1313",220,220,0,"FLAT_UNIT",220,0,"FULLY_PARSED"
"pby/berdichevsky/צואות-וקנטרסים-11432",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/berdichevsky/צוררים-8677",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/berdichevsky/ציונים-8288",106,106,0,"FLAT_UNIT",106,0,"FULLY_PARSED"
"pby/berdichevsky/צללי-ערב-2379",56,56,0,"FLAT_UNIT",56,0,"FULLY_PARSED"
"pby/berdichevsky/צרור-מכתבים-מאת-ברבירב-18518",117,117,0,"FLAT_UNIT",118,0,"FULLY_PARSED"
"pby/berdichevsky/קטעים-2441",31,31,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berdichevsky/קינים-1810",31,31,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berdichevsky/קיץ-וחרף-3586",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berdichevsky/קלונימוס-ונעמי-6532",133,133,0,"FLAT_UNIT",133,0,"FULLY_PARSED"
"pby/berdichevsky/קנאת-אחים-6662",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/berdichevsky/קרבן-ופדות-1512",119,119,0,"FLAT_UNIT",119,0,"FULLY_PARSED"
"pby/berdichevsky/קרובים-7840",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berdichevsky/ראובן-בן-מרדכי-ברינין-8223",52,52,0,"FLAT_UNIT",52,0,"FULLY_PARSED"
"pby/berdichevsky/ראשי-אבות-1809",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/berdichevsky/רחשי-לב-4645",56,56,0,"FLAT_UNIT",56,0,"FULLY_PARSED"
"pby/berdichevsky/רחשי-ערב-17944",26,26,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berdichevsky/שאלות-והערות-6407",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berdichevsky/שבכתב-ושבעל-פה-8895",29,29,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/berdichevsky/שותפים-252",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/berdichevsky/שינוי-ערכין-מחשבות-5754",105,105,0,"FLAT_UNIT",105,0,"FULLY_PARSED"
"pby/berdichevsky/שירה-ופרוזה-5500",34,34,0,"FLAT_UNIT",34,0,"FULLY_PARSED"
"pby/berdichevsky/שלום-בית-2565",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berdichevsky/שלמה-מימון-ומשה-הס-2948",68,68,0,"FLAT_UNIT",68,0,"FULLY_PARSED"
"pby/berdichevsky/שלמון-היפה-7776",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/berdichevsky/שמעון-ברנפלד-6274",43,43,0,"FLAT_UNIT",43,0,"FULLY_PARSED"
"pby/berdichevsky/שני-יוסף-8612",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berdichevsky/שני-ספרים-נפתחים-11433",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/berdichevsky/שתי-שנים-ומחצה-4029",79,79,0,"FLAT_UNIT",79,0,"FULLY_PARSED"
"pby/berdichevsky/תוך-כדי-קריאה-8483",35,35,0,"FLAT_UNIT",35,0,"FULLY_PARSED"
"pby/berdichevsky/תורה-ואגדה-6533",49,49,0,"FLAT_UNIT",49,0,"FULLY_PARSED"
"pby/berdichevsky/תורות-ומעשים-417",172,172,0,"FLAT_UNIT",172,0,"FULLY_PARSED"
"pby/berdichevsky/תקוה-ופחד-666",66,66,0,"FLAT_UNIT",66,0,"FULLY_PARSED"
"pby/berl-katznelson/א-ליטוין-11386",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/אוטו-רוזנבאום-11887",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berl-katznelson/אושפיז-הדורות-11879",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/berl-katznelson/אזכרה-שנתאחרה-10995",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berl-katznelson/אחדות-העבודה-1233",101,101,0,"FLAT_UNIT",108,0,"FULLY_PARSED"
"pby/berl-katznelson/אחדות-שבשניות-10993",11,11,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/berl-katznelson/אחרון-הראשונים-מ-אוסישקין-11877",37,37,0,"FLAT_UNIT",37,0,"FULLY_PARSED"
"pby/berl-katznelson/אחרי-ועידה-אחת-10984",43,43,0,"FLAT_UNIT",44,0,"FULLY_PARSED"
"pby/berl-katznelson/איש-הקרן-הקימת-18457",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/אל-הפועלים-היהודים-באמריקה-5349",17,17,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/berl-katznelson/אל-הרצל-1851",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/אל-השותקים-8004",12,12,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berl-katznelson/אל-יהדות-רוסיה-18532",23,23,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/berl-katznelson/אל-קוראינו-5416",21,21,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/berl-katznelson/אליעזר-פקטורי-3117",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/berl-katznelson/אמר-ה-קונטרס-7873",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/בא-כוחו-של-מי-10972",30,30,0,"FLAT_UNIT",32,0,"FULLY_PARSED"
"pby/berl-katznelson/באסיפת-הנבחרים-2170",53,53,0,"FLAT_UNIT",53,0,"FULLY_PARSED"
"pby/berl-katznelson/באסיפת-הנבחרים-לכנסת-ישראל-18527",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/באסיפת-מחאה-בתל-אביב-6384",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/בדיון-על-העבודה-התרבותית-11389",11,11,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/berl-katznelson/בויכוח-על-הדין-וחשבון-של-הועד-הפועל-10950",28,28,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/berl-katznelson/בויכוח-על-שאלות-התרבות-10953",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/berl-katznelson/בועד-הזמני-2353",6,6,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/berl-katznelson/בועד-הלאומי-5668",17,17,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/berl-katznelson/בועידה-הרביעית-של-ההסתדרות-החקלאית-18347",78,78,0,"FLAT_UNIT",82,0,"FULLY_PARSED"
"pby/berl-katznelson/בועידת-האיחוד-ועידת-אחדות-העבודה-3621",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/בועידת-יסוד-ההסתדרות-4653",21,21,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/berl-katznelson/בועידת-פועלי-ציון-בגרמניה-18477",36,36,0,"FLAT_UNIT",37,0,"FULLY_PARSED"
"pby/berl-katznelson/בחבלי-אדם-על-אליעזר-יפה-בשלושים-למותו-11878",44,44,0,"FLAT_UNIT",44,0,"FULLY_PARSED"
"pby/berl-katznelson/ביום-דבר-18521",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/berl-katznelson/ביום-ההסתדרות-הששי-10941",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/ביטול-שכר-לימוד-3451",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/בימי-ירושלים-130",90,90,0,"FLAT_UNIT",92,0,"FULLY_PARSED"
"pby/berl-katznelson/בירורים-4954",46,46,0,"FLAT_UNIT",50,0,"FULLY_PARSED"
"pby/berl-katznelson/במועצת-החלוץ-בדנציג-10963",20,20,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/berl-katznelson/במועצת-הנוער-העובד-18345",22,22,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/berl-katznelson/במחשך-3759",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/במלחמת-הבחירות-לעיריית-תל-אביב-18315",24,24,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/berl-katznelson/במסיבת-פרידה-לאב-כהן-18475",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/berl-katznelson/במערכה-18525",34,34,0,"FLAT_UNIT",35,0,"FULLY_PARSED"
"pby/berl-katznelson/בן-שגלה-11883",53,53,0,"FLAT_UNIT",53,0,"FULLY_PARSED"
"pby/berl-katznelson/בעוכרי-לשוננו-10980",46,46,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/berl-katznelson/בעתונות-להקמת-האינטרנציונל-4068",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berl-katznelson/בעתונות-סיוע-8195",20,20,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/berl-katznelson/בעתונות-תמוז-תרע-ט-3756",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berl-katznelson/בפני-הנחשול-10976",26,26,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/berl-katznelson/בפרוע-פרעות-בפועלים-4399",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/בקונגרס-החמישה-עשר-10957",18,18,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/berl-katznelson/בקונגרס-השנים-עשר-6637",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/בקונגרס-הששה-עשר-18323",25,25,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/berl-katznelson/בשולי-הקטרוג-הגדול-3691",30,30,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berl-katznelson/גדוד-העבודה-בקו-האיחוד-18476",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/berl-katznelson/גלגולים-ודיבוקים-13725",45,45,0,"FLAT_UNIT",45,0,"FULLY_PARSED"
"pby/berl-katznelson/גלו-את-הלוט-10968",20,20,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/berl-katznelson/דברי-נעילה-10955",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/דברי-פרידה-מעם-דוב-הוז-11886",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/berl-katznelson/דלגטים-10986",36,36,0,"FLAT_UNIT",38,0,"FULLY_PARSED"
"pby/berl-katznelson/ה-שמאל-3246",30,30,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/berl-katznelson/האב-ובנו-18460",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/האדמה-חוברת-י-ב-8141",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/berl-katznelson/הבנק-המרכזי-למוסדות-שיתופיים-3275",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/berl-katznelson/הבשורה-הגדולה-לבני-המולדת-5024",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/הועד-הלאומי-נתבע-10934",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/הישוב-ואוצרו-10936",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/הכחשה-אמיצת-לב-10977",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/הכרזתו-של-אורמסבי-גור-7366",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/הלנו-או-לצרינו-10997",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/המזרחי-וההתישבות-החסידית-8330",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berl-katznelson/הממשלה-תעיין-במצב-10981",8,8,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/המצב-בארץ-ובציונות-10951",36,36,0,"FLAT_UNIT",37,0,"FULLY_PARSED"
"pby/berl-katznelson/הסנבלטיות-הקומאינטרנית-18318",17,17,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/berl-katznelson/הספרדים-באסיפת-הנבחרים-11391",11,11,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/berl-katznelson/הסתדרות-הנוער-העובד-1356",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/העיט-10938",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/העתונות-היהודית-ו-השבוע-העברי-10994",12,12,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/berl-katznelson/הצעת-איחוד-1724",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/הצעת-האיחוד-698",34,34,0,"FLAT_UNIT",34,0,"FULLY_PARSED"
"pby/berl-katznelson/הקונגרס-ולאחריו-10959",71,71,0,"FLAT_UNIT",73,0,"FULLY_PARSED"
"pby/berl-katznelson/הרגעה-2166",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/התחייבות-אשר-לא-חייבה-10970",23,23,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/berl-katznelson/וגשם-18324",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/וטו-18321",21,21,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/berl-katznelson/ועידת-הנסיון-10949",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berl-katznelson/ועידת-לונדון-8066",110,110,0,"FLAT_UNIT",118,0,"FULLY_PARSED"
"pby/berl-katznelson/ושוב-משכורות-8297",19,19,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berl-katznelson/חבלי-תנועה-ושכרם-10974",19,19,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berl-katznelson/חיים-חיסין-11385",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/berl-katznelson/חמש-שנות-נציבות-4724",35,35,0,"FLAT_UNIT",36,0,"FULLY_PARSED"
"pby/berl-katznelson/חנינה-1547",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berl-katznelson/טרייסט-4017",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berl-katznelson/יום-העשור-10958",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/יום-הפטירה-של-נחמן-סירקין-8654",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/berl-katznelson/יום-פתח-תקוה-10966",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/יזכור-3303",16,16,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/berl-katznelson/יעקב-זאב-לצקי-ברתולדי-11885",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/berl-katznelson/כ-בתמוז-18522",19,19,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/berl-katznelson/כלפי-פנים-18459",22,22,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/berl-katznelson/כפר-אוריה-8518",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berl-katznelson/כשלון-2798",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/ל-הבימה-10998",14,14,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/berl-katznelson/לאחד-במאי-4326",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/berl-katznelson/לאחר-הבחירות-לועידה-השלישית-של-ההסתדרות-10943",13,13,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/berl-katznelson/לאחר-המערכה-18316",17,17,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/berl-katznelson/לאחר-שתיקה-מאונס-18473",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/berl-katznelson/לאסיפה-הלאומית-6904",15,15,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/berl-katznelson/לאסיפת-הנבחרים-5096",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/berl-katznelson/לבוא-הנשיא-18456",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
