work_id,units,parsed_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/yavetz/הקדמה-2372",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/yavetz/הקדמה-תולדות-ר-ז-יעבץ-מאת-א-ש-הרשברג-מתוקן-ע-י-ד-ר-ב-מ-לוין-39743",149,149,0,"FLAT_UNIT",152,0,"FULLY_PARSED"
"pby/yavetz/השבי-והבזה-לפני-בא-נחמיה-61370",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/yavetz/התור-הראשון-לספרות-הנביאים-60918",64,64,0,"FLAT_UNIT",68,0,"FULLY_PARSED"
"pby/yavetz/זמן-פסל-מיכה-ופילגש-בגבעה-60869",16,16,0,"FLAT_UNIT",16,0,"FULLY_PARSED"
"pby/yavetz/חוט-משוך-בטבע-משפחת-אברהם-60847",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/yavetz/חיזוק-מושב-ישראל-בארצו-בידי-נחמיה-605",82,82,0,"FLAT_UNIT",83,0,"FULLY_PARSED"
"pby/yavetz/חרבות-לאתים-תמונה-מחיי-אכרים-באה-ק-11125",313,313,0,"FLAT_UNIT",319,0,"FULLY_PARSED"
"pby/yavetz/טז-בירורי-מאורעות-מתוך-מזמורי-תהלים-61375",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/yavetz/טל-ילדות-ללמד-בני-יהודה-ראשית-דעת-28050",742,742,0,"FLAT_UNIT",764,0,"FULLY_PARSED"
"pby/yavetz/יויכין-וצדקיהו-בעיני-הגולה-61364",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yavetz/יושבי-הארץ-מלפנים-60846",15,15,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/yavetz/יז-שירת-הלל-ושירת-הודאה-61376",114,114,0,"FLAT_UNIT",114,0,"FULLY_PARSED"
"pby/yavetz/יח-מזמורי-ירמי-וסיעתו-61377",66,66,0,"FLAT_UNIT",66,0,"FULLY_PARSED"
"pby/yavetz/יחס-בית-שאול-60871",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/yavetz/ימי-אובדן-ממלכת-אפריים-5945",226,226,0,"FLAT_UNIT",227,0,"FULLY_PARSED"
"pby/yavetz/ימי-אחז-60924",27,27,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/yavetz/ימי-ברית-הממלכות-135",132,132,0,"FLAT_UNIT",133,0,"FULLY_PARSED"
"pby/yavetz/ימי-גדולה-לישראל-בצרפת-וימי-הקלון-בגרמניא-61347",49,49,0,"FLAT_UNIT",74,0,"FULLY_PARSED"
"pby/yavetz/ימי-דלדול-ממלכת-יהודה-4602",85,85,0,"FLAT_UNIT",86,0,"FULLY_PARSED"
"pby/yavetz/ימי-הגאונים-האחרונים-33074",354,354,0,"FLAT_UNIT",376,0,"FULLY_PARSED"
"pby/yavetz/ימי-הגאונים-התיכונים-33030",178,178,0,"FLAT_UNIT",189,0,"FULLY_PARSED"
"pby/yavetz/ימי-החורבן-1741",107,107,0,"FLAT_UNIT",108,0,"FULLY_PARSED"
"pby/yavetz/ימי-המאה-האחרונה-לישראל-בספרד-36938",90,90,0,"FLAT_UNIT",102,0,"FULLY_PARSED"
"pby/yavetz/ימי-הממלכות-הבודדות-לנפשן-8409",217,217,0,"FLAT_UNIT",218,0,"FULLY_PARSED"
"pby/yavetz/ימי-השופטים-5493",110,110,0,"FLAT_UNIT",110,0,"FULLY_PARSED"
"pby/yavetz/ימי-חזקיהו-5300",95,95,0,"FLAT_UNIT",97,0,"FULLY_PARSED"
"pby/yavetz/ימי-מסע-הצלב-הראשון-וגזרת-תתנ-ו-31819",131,131,0,"FLAT_UNIT",142,0,"FULLY_PARSED"
"pby/yavetz/ימי-מסע-הצלב-הראשון-וגזרת-תתנ-ו-31822",95,95,0,"FLAT_UNIT",102,0,"FULLY_PARSED"
"pby/yavetz/ימי-רבנו-יצחק-אלפסי-ורבנו-שלמה-יצחקי-31818",429,429,0,"FLAT_UNIT",441,0,"FULLY_PARSED"
"pby/yavetz/ימי-ריב-הממלכות-8086",84,84,0,"FLAT_UNIT",85,0,"FULLY_PARSED"
"pby/yavetz/ימי-רש״בם-ורבנו-יוסף-מגאש-31820",193,193,0,"FLAT_UNIT",196,0,"FULLY_PARSED"
"pby/yavetz/ימי-רש״בם-ורבנו-יוסף-מגאש-31823",191,191,0,"FLAT_UNIT",194,0,"FULLY_PARSED"
"pby/yavetz/ימי-שלטון-שלשת-מלכי-בית-תלמי-הראשונים-בישראל-1445",96,96,0,"FLAT_UNIT",102,0,"FULLY_PARSED"
"pby/yavetz/ימי-תקף-הרפורמא-בגרמניא-וימי-אכזריות-הממשלה-ברוסיא-39740",92,92,0,"FLAT_UNIT",102,0,"FULLY_PARSED"
"pby/yavetz/ישראל-בארצו-5815",53,53,0,"FLAT_UNIT",53,0,"FULLY_PARSED"
"pby/yavetz/ישראל-בארצות-המערב-31530",266,266,0,"FLAT_UNIT",293,0,"FULLY_PARSED"
"pby/yavetz/ישראל-בארצות-המערב-33043",496,496,0,"FLAT_UNIT",519,0,"FULLY_PARSED"
"pby/yavetz/כבושי-יחיד-של-יהודה-ובית-יוסף-60866",32,32,0,"FLAT_UNIT",34,0,"FULLY_PARSED"
"pby/yavetz/כון-שמות-גבורי-דוד-בש-ב-ובדה-יא-60917",41,41,0,"FLAT_UNIT",43,0,"FULLY_PARSED"
"pby/yavetz/כרך-ראשון-מוצא-דבר-3034",315,315,0,"FLAT_UNIT",319,0,"FULLY_PARSED"
"pby/yavetz/כרך-שני-מוצא-דבר-6790",864,864,0,"FLAT_UNIT",894,0,"FULLY_PARSED"
"pby/yavetz/לאמים-ומתבוללים-במצרים-60858",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/yavetz/להשיב-דבר-22995",45,45,0,"FLAT_UNIT",46,0,"FULLY_PARSED"
"pby/yavetz/מאמר-מאת-אליעזר-הכהן-צוויפעל-52118",35,35,0,"FLAT_UNIT",35,0,"FULLY_PARSED"
"pby/yavetz/מאמר-מיוחד-מכבוד-ג-ק-מרן-שר-האומה-רבנו-אברהם-יצחק-הכהן-קוק-שליט-א-37251",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/yavetz/מבירורי-מאורעות-מתוך-מזמורי-תהלים-60928",225,225,0,"FLAT_UNIT",235,0,"FULLY_PARSED"
"pby/yavetz/מגדל-המאה-38379",132,132,0,"FLAT_UNIT",132,0,"FULLY_PARSED"
"pby/yavetz/מושב-ישראל-במצרים-7448",80,80,0,"FLAT_UNIT",80,0,"FULLY_PARSED"
"pby/yavetz/מחלפת-השיטה-33049",116,116,0,"FLAT_UNIT",116,0,"FULLY_PARSED"
"pby/yavetz/מכירת-יוסף-60852",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/yavetz/מכתבים-אחדים-39744",179,179,0,"FLAT_UNIT",184,0,"FULLY_PARSED"
"pby/yavetz/מלאכי-הנביא-ועזרא-הסופר-61368",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/yavetz/מלחמת-דוד-באדום-60916",10,10,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/yavetz/מלחמת-כדרלעמר-60848",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/yavetz/מלכות-דוד-6461",692,692,0,"FLAT_UNIT",692,0,"FULLY_PARSED"
"pby/yavetz/מלכות-שלמה-6266",104,104,0,"FLAT_UNIT",105,0,"FULLY_PARSED"
"pby/yavetz/מלכי-יהודה-האחרונים-2686",120,120,0,"FLAT_UNIT",124,0,"FULLY_PARSED"
"pby/yavetz/מלקט-שבלים-9679",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/yavetz/מנין-שנות-בית-שני-ודריוש-המדי-ודניאל-שבפרשה-ו-61374",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/yavetz/מעמד-ישראל-אחרי-היות-פולין-ובנותיה-למדינות-רוסיות-39739",87,87,0,"FLAT_UNIT",94,0,"FULLY_PARSED"
"pby/yavetz/מעשה-אבות-8538",115,115,0,"FLAT_UNIT",115,0,"FULLY_PARSED"
"pby/yavetz/מעשה-עגל-60861",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/yavetz/מעשה-עוקבא-ורב-כהן-צדק-33045",11,11,0,"FLAT_UNIT",11,0,"FULLY_PARSED"
"pby/yavetz/מעשה-עזרא-ראשית-הסופרים-ותחלת-פרסום-תורה-שבעל-פה-5621",69,69,0,"FLAT_UNIT",71,0,"FULLY_PARSED"
"pby/yavetz/מעשי-אנשי-כנסת-הגדולה-3323",115,115,0,"FLAT_UNIT",116,0,"FULLY_PARSED"
"pby/yavetz/מפלת-סנחריב-60925",49,49,0,"FLAT_UNIT",50,0,"FULLY_PARSED"
"pby/yavetz/מקצת-ממכתבי-הרמבם-ז-ל-37249",29,29,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/yavetz/משפחת-הקיני-60864",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/yavetz/מתוך-קונטרס-תוספת-ומלואים-52117",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/yavetz/מתיהמדבר-60375",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/yavetz/נבואת-אחיהו-והבאים-אחריו-60919",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/yavetz/נביאים-שהתנבאו-בפרק-אחד-60927",386,386,0,"FLAT_UNIT",392,0,"FULLY_PARSED"
"pby/yavetz/נדר-יפתח-ונזירות-שמשון-60870",7,7,0,"FLAT_UNIT",7,0,"FULLY_PARSED"
"pby/yavetz/סדור-משמרות-כהונה-ולויה-ומושבותם-לעריהם-בימי-בית-שני-61365",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yavetz/סדר-מלחמות-יהושפט-האחרונות-60920",7,7,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/yavetz/ספורי-דוד-המלך-60505",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/yavetz/עזיהו-ויותם-זכריה-שלום-ומנחם-60922",23,23,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yavetz/פלאי-ים-60374",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/yavetz/פרט-9680",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/yavetz/פרשת-משפטים-60860",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/yavetz/צדקת-ס-דברי-הימים-ftn4-וערכו-61371",33,33,0,"FLAT_UNIT",33,0,"FULLY_PARSED"
"pby/yavetz/קדמות-המלאכה-בישראל-60856",13,13,0,"FLAT_UNIT",15,0,"FULLY_PARSED"
"pby/yavetz/קדמות-התורה-ואחדותה-60867",39,39,0,"FLAT_UNIT",39,0,"FULLY_PARSED"
"pby/yavetz/קושי-השעבוד-60859",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/yavetz/קטגוריא-בין-בית-דוד-ובין-בית-אחר-60921",7,7,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yavetz/ר-יהודה-הלוי-ומעשיו-31821",560,560,0,"FLAT_UNIT",564,0,"FULLY_PARSED"
"pby/yavetz/ראש-השנה-לאילנות-7115",112,112,0,"FLAT_UNIT",115,0,"FULLY_PARSED"
"pby/yavetz/ראשי-הגולה-לתולדותם-33044",22,22,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/yavetz/ראשית-אדום-ועמלק-60865",18,18,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/yavetz/ראשית-המלוכה-7767",156,156,0,"FLAT_UNIT",156,0,"FULLY_PARSED"
"pby/yavetz/ראשית-ימי-כנסת-הגדולה-3971",208,208,0,"FLAT_UNIT",209,0,"FULLY_PARSED"
"pby/yavetz/ראשית-כת-הפרושים-61366",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/yavetz/ראשית-עבודת-הסופרים-בישראל-60854",27,27,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/yavetz/רבוי-הנשים-בישראל-60857",3,3,0,"FLAT_UNIT",3,0,"FULLY_PARSED"
"pby/yavetz/רבן-יוחנן-רבותיו-וחבריו-צפורי-וטבריא-31810",721,721,0,"FLAT_UNIT",724,0,"FULLY_PARSED"
"pby/yavetz/רבנו-משה-בן-נחמן-31529",184,184,0,"FLAT_UNIT",187,0,"FULLY_PARSED"
"pby/yavetz/רבנו-סעדיה-גאון-33040",421,421,0,"FLAT_UNIT",440,0,"FULLY_PARSED"
"pby/yavetz/רוח-חדשה-חורבן-שילה-ותחית-הנבואה-6136",123,123,0,"FLAT_UNIT",123,0,"FULLY_PARSED"
"pby/yavetz/רמזי-חתום-כה-ק-בגוף-המקראות-61373",33,33,0,"FLAT_UNIT",33,0,"FULLY_PARSED"
"pby/yavetz/רפיון-הלחץ-מחוץ-ופרצות-נראות-מבית-61345",215,215,0,"FLAT_UNIT",242,0,"FULLY_PARSED"
"pby/yavetz/שאלת-חכמי-צרפת-ותשובת-הרמבם-ז-ל-37250",69,69,0,"FLAT_UNIT",69,0,"FULLY_PARSED"
"pby/yavetz/שזח-ה-רבינו-משה-ב-מ-אמת-ותורתו-אמת-52119",63,63,0,"FLAT_UNIT",64,0,"FULLY_PARSED"
"pby/yavetz/שיחות-מני-קדם-עם-מאמר-הגיוני-על-סגלת-המליצה-הספורית-בהגדות-חז-ל-בשם-המקרא-והאגדה-50385",523,523,0,"FLAT_UNIT",524,0,"FULLY_PARSED"
"pby/yavetz/שמועות-מני-קדם-9682",52,52,0,"FLAT_UNIT",52,0,"FULLY_PARSED"
"pby/yavetz/תולדות-ישראל-חלק-חמישי-מראשית-שלטון-הורדוס-עד-אחרי-החורבן-3056",877,877,0,"FLAT_UNIT",976,0,"FULLY_PARSED"
"pby/yavetz/תולדות-ישראל-חלק-שביעי-מוצא-דבר-5859",372,372,0,"FLAT_UNIT",373,0,"FULLY_PARSED"
"pby/yavetz/תולדות-ישראל-חלק-ששי-מוצא-דבר-3158",754,754,0,"FLAT_UNIT",756,0,"FULLY_PARSED"
"pby/yavetz/תולדות-ישראל-כרך-13-38383",689,689,0,"FLAT_UNIT",784,0,"FULLY_PARSED"
"pby/yavetz/תולדות-ישראל-רבנו-משה-בן-מימון-הרמב-ם-ומעשיו-1651",450,450,0,"FLAT_UNIT",461,0,"FULLY_PARSED"
"pby/yavetz/תוצאות-7893",135,135,0,"FLAT_UNIT",136,0,"FULLY_PARSED"
"pby/yavetz/תיקונים-52120",5,5,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yavetz/תקון-במספר-השנים-33047",4,4,0,"FLAT_UNIT",4,0,"FULLY_PARSED"
"pby/yavetz/תשובת-דור-ישעיהו-6291",505,505,0,"FLAT_UNIT",505,0,"FULLY_PARSED"
"pby/yehuda-halevi/אגגי-הנותן-רוזנים-משחק-3164",49,49,0,"FLAT_UNIT",49,0,"FULLY_PARSED"
"pby/yehuda-halevi/אדון-יצרו-אסיר-יוצרו-וקונו-לרבי-משה-בן-אלששי-6119",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/yehuda-halevi/אדון-עבדיו-הריץ-מבית-עבדים-יום-פדם-3969",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/אדני-נגדך-כל-תאותי-2057",47,47,0,"FLAT_UNIT",47,0,"FULLY_PARSED"
"pby/yehuda-halevi/אוהבי-לחייו-יריקו-974",30,30,0,"FLAT_UNIT",30,0,"FULLY_PARSED"
"pby/yehuda-halevi/איך-אחריך-אמצאה-מרגוע-6331",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/yehuda-halevi/איך-מעינות-חכמה-לך-נמסרו-8391",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/yehuda-halevi/איך-מעינות-עיני-אוכח-1866",29,29,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/yehuda-halevi/אל-בחלום-ליל-תשמחי-דוה-4956",55,55,0,"FLAT_UNIT",55,0,"FULLY_PARSED"
"pby/yehuda-halevi/אלוף-החן-את-אלופי-1250",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/yehuda-halevi/אלי-רפאני-וארפא-2869",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/אליך-אלכה-ועיני-למעונך-8537",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/אם-רצון-נפשכם-אגרת-6789",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/אמונות-יהגה-חכי-3639",94,94,0,"FLAT_UNIT",94,0,"FULLY_PARSED"
"pby/yehuda-halevi/אמת-אשפט-ואדינה-בצדק-2355",9,9,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/אני-אשמח-בך-דודי-לבדי-8689",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yehuda-halevi/אסיר-משחר-את-פני-רבו-2524",36,36,0,"FLAT_UNIT",36,0,"FULLY_PARSED"
"pby/yehuda-halevi/אסיר-משתחוה-ארץ-אפים-2215",39,39,0,"FLAT_UNIT",39,0,"FULLY_PARSED"
"pby/yehuda-halevi/אראה-זמן-רקד-נגדי-ושמח-לרבי-שלמה-אבו-אלרביע-בר-קרשפין-6773",31,31,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/yehuda-halevi/ארץ-כילדה-היתה-יונקת-5944",66,66,0,"FLAT_UNIT",66,0,"FULLY_PARSED"
"pby/yehuda-halevi/אשמחה-באלי-כי-שמחני-בפעלו-3799",28,28,0,"FLAT_UNIT",31,0,"FULLY_PARSED"
"pby/yehuda-halevi/אשר-פזר-בדלח-אין-ללקטו-לאברהם-אבו-אסחק-בן-באסה-5798",59,59,0,"FLAT_UNIT",59,0,"FULLY_PARSED"
"pby/yehuda-halevi/אשר-שמך-סגלה-לסגלה-4574",18,18,0,"FLAT_UNIT",18,0,"FULLY_PARSED"
"pby/yehuda-halevi/בדמי-גביעינו-הבה-נכבה-אש-צלעינו-5620",22,22,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/yehuda-halevi/בואו-וראו-הוד-חתן-4147",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/בי-הצבי-בי-אדני-1558",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/בי-צבי-נדר-2623",29,29,0,"FLAT_UNIT",29,0,"FULLY_PARSED"
"pby/yehuda-halevi/בכל-לבי-אמת-6923",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/yehuda-halevi/בלבי-לך-נטעים-נעמנים-לרבי-דונש-בן-אבי-שכם-7098",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/בלבי-סוד-ואולם-את-נביאו-6521",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/בעלת-כשפים-913",43,43,0,"FLAT_UNIT",43,0,"FULLY_PARSED"
"pby/yehuda-halevi/בתולות-על-שירתן-וכנור-על-נגינתו-3322",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/yehuda-halevi/גמר-7766",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yehuda-halevi/דוד-מתקו-מליו-2245",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yehuda-halevi/דודים-נסעו-לבי-שסעו-לר-אברהם-4245",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/yehuda-halevi/האין-צרי-אל-מחלה-נצחת-5492",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/הבכוס-הלבנה-יין-אדמדם-הורק-7430",30,30,0,"FLAT_UNIT",30,0,"FULLY_PARSED"
"pby/yehuda-halevi/הגם-לכבש-ארי-שדי-וזיזן-5283",54,54,0,"FLAT_UNIT",54,0,"FULLY_PARSED"
"pby/yehuda-halevi/הה-לי-ידידי-מפרידת-אח-8693",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yehuda-halevi/הוד-והדר-שים-חבלו-5881",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/היכל-אדני-ומקדש-הדמו-4601",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/היתנכר-נזיר-אחים-לאחיו-2040",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/yehuda-halevi/הלבי-ים-ממלא-על-גדותיו-8068",85,85,0,"FLAT_UNIT",85,0,"FULLY_PARSED"
"pby/yehuda-halevi/הלנופלים-תקומה-מבור-עוני-הוטבעו-2871",30,30,0,"FLAT_UNIT",30,0,"FULLY_PARSED"
"pby/yehuda-halevi/הקולך-זה-אחי-אחוה-ואהבה-3433",21,21,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/yehuda-halevi/הרף-שאון-ים-עד-אשר-יקרב-2549",17,17,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/yehuda-halevi/השחת-רחמיו-עמי-אהובי-5814",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yehuda-halevi/השר-עטרת-כל-ידידיך-1429",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/yehuda-halevi/התירא-הנחשים-השרפים-להחזן-משה-בן-הראש-2668",101,101,0,"FLAT_UNIT",101,0,"FULLY_PARSED"
"pby/yehuda-halevi/ויש-בת-שיר-כבת-עין-חקקה-5216",38,38,0,"FLAT_UNIT",38,0,"FULLY_PARSED"
"pby/yehuda-halevi/ומה-תשאל-בעד-דוה-לנדך-8694",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yehuda-halevi/זאת-אל-נחמן-השר-כתבו-2301",17,17,0,"FLAT_UNIT",17,0,"FULLY_PARSED"
"pby/yehuda-halevi/זמן-אסר-בעוד-ליל-רכובו-5543",83,83,0,"FLAT_UNIT",83,0,"FULLY_PARSED"
"pby/yehuda-halevi/חי-הידיד-7636",9,9,0,"FLAT_UNIT",9,0,"FULLY_PARSED"
"pby/yehuda-halevi/חן-מצאה-בת-יצאה-לקראתך-8719",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/yehuda-halevi/חתן-תנה-הודך-עלי-כלה-4795",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/יאור-יואר-אשר-דמה-לנחש-לרבי-יחזקאל-בן-יעקב-3623",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/yehuda-halevi/יגל-חלום-חזיונות-עם-גולה-8720",40,40,0,"FLAT_UNIT",40,0,"FULLY_PARSED"
"pby/yehuda-halevi/ידיד-עליון-שמע-הגיון-כאשר-אשמיעך-8724",55,55,0,"FLAT_UNIT",55,0,"FULLY_PARSED"
"pby/yehuda-halevi/ידידות-נעורים-עד-אן-תשי-8715",38,38,0,"FLAT_UNIT",38,0,"FULLY_PARSED"
"pby/yehuda-halevi/ידענוך-נדוד-מימי-עלומים-7447",70,70,0,"FLAT_UNIT",70,0,"FULLY_PARSED"
"pby/yehuda-halevi/יה-אנה-אמצאך-מקומך-נעלה-ונעלם-8669",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/yehuda-halevi/יה-למייחלים-הפק-יד-רצונך-ולי-אני-8703",28,28,0,"FLAT_UNIT",28,0,"FULLY_PARSED"
"pby/yehuda-halevi/יה-למתי-צפנת-חזיון-תנחומיך-5554",26,26,0,"FLAT_UNIT",26,0,"FULLY_PARSED"
"pby/yehuda-halevi/יודעי-הפיצני-ימי-עוני-לגור-בבין-עקרב-וצפעוני-8713",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/yehuda-halevi/יודעי-יגוני-2685",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/יודעי-מכאובי-7511",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/יום-אכפי-הכבדתי-ויכפלו-עוני-2494",38,38,0,"FLAT_UNIT",38,0,"FULLY_PARSED"
"pby/yehuda-halevi/יום-צר-עלי-יצור-4472",32,32,0,"FLAT_UNIT",32,0,"FULLY_PARSED"
"pby/yehuda-halevi/יומם-ולילה-הלל-לאדני-2842",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"pby/yehuda-halevi/יונה-איך-תדמי-כי-איבתיך-8706",25,25,0,"FLAT_UNIT",25,0,"FULLY_PARSED"
"pby/yehuda-halevi/יונה-מה-תהגי-ומה-תהמי-8705",21,21,0,"FLAT_UNIT",21,0,"FULLY_PARSED"
"pby/yehuda-halevi/יונת-אלם-צקי-לחשך-3464",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/yehuda-halevi/יונת-רחוקים-נגני-היטיבי-8723",14,14,0,"FLAT_UNIT",14,0,"FULLY_PARSED"
"pby/yehuda-halevi/יונתי-לילה-רחובות-סבבה-8721",19,19,0,"FLAT_UNIT",19,0,"FULLY_PARSED"
"pby/yehuda-halevi/יוצאת-חופשית-עולך-נשבר-1926",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/yehuda-halevi/ייטב-בעיניך-נעים-שירי-ומיטב-מהללי-3829",8,8,0,"FLAT_UNIT",8,0,"FULLY_PARSED"
"pby/yehuda-halevi/יין-אהבים-ויין-שפת-שני-2993",46,46,0,"FLAT_UNIT",46,0,"FULLY_PARSED"
"pby/yehuda-halevi/יכונן-חתני-מנוחיו-8281",45,45,0,"FLAT_UNIT",45,0,"FULLY_PARSED"
"pby/yehuda-halevi/ילדי-זמן-בפני-צבי-הוסרו-4201",6,6,0,"FLAT_UNIT",6,0,"FULLY_PARSED"
"pby/yehuda-halevi/ימי-חורפי-זכרתים-בצוקתי-8707",27,27,0,"FLAT_UNIT",27,0,"FULLY_PARSED"
"pby/yehuda-halevi/ימים-מאז-הוקדשו-לפני-אל-והתחזקו-8701",20,20,0,"FLAT_UNIT",20,0,"FULLY_PARSED"
"pby/yehuda-halevi/ימינך-השיבות-ונטה-ימינו-צר-8722",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/yehuda-halevi/יעירוני-בני-ימים-7186",22,22,0,"FLAT_UNIT",22,0,"FULLY_PARSED"
"pby/yehuda-halevi/יעלת-חן-ממעונה-רחקה-8717",12,12,0,"FLAT_UNIT",12,0,"FULLY_PARSED"
"pby/yehuda-halevi/יעלת-חן-קולך-ערב-בהגותך-חוקי-חרב-8710",24,24,0,"FLAT_UNIT",24,0,"FULLY_PARSED"
"pby/yehuda-halevi/יפו-בעיני-כלדרכיך-6723",32,32,0,"FLAT_UNIT",32,0,"FULLY_PARSED"
"pby/yehuda-halevi/יפעת-עפרים-שאגת-אריה-8475",10,10,0,"FLAT_UNIT",10,0,"FULLY_PARSED"
"pby/yehuda-halevi/ירומון-מסילותי-והעקוב-יישר-8704",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
"pby/yehuda-halevi/ירשו-למצער-אהוביך-והתנכרו-8708",23,23,0,"FLAT_UNIT",23,0,"FULLY_PARSED"
