"book","ref","token_id","token_index","hebrew_token","normalized","approved_definition","definition_status","definition_gate","override_status","override_reason","definition_id","display_allowed","export_allowed","export_status"
"Genesis","Genesis 1:18","genesis-018-008","8","הַחֹ֑שֶׁךְ","החשך","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-009","9","וַיַּ֥רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-010","10","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:18","genesis-018-011","11","כִּי־טֽוֹב׃","כיטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:19","genesis-019-001","1","וַֽיְהִי־עֶ֥רֶב","ויהיערב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:19","genesis-019-002","2","וַֽיְהִי־בֹ֖קֶר","ויהיבקר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:19","genesis-019-003","3","י֥וֹם","יום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:19","genesis-019-004","4","רְבִיעִֽי׃","רביעי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:19","genesis-019-005","5","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-002","2","אֱלֹהִ֔ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-003","3","יִשְׁרְצ֣וּ","ישרצו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-004","4","הַמַּ֔יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-005","5","שֶׁ֖רֶץ","שרץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-006","6","נֶ֣פֶשׁ","נפש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-007","7","חַיָּ֑ה","חיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-008","8","וְעוֹף֙","ועוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-009","9","יְעוֹפֵ֣ף","יעופף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-010","10","עַל־הָאָ֔רֶץ","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-011","11","עַל־פְּנֵ֖י","עלפני","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-012","12","רְקִ֥יעַ","רקיע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:20","genesis-020-013","13","הַשָּׁמָֽיִם׃","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-001","1","וַיִּבְרָ֣א","ויברא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-002","2","אֱלֹהִ֔ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-003","3","אֶת־הַתַּנִּינִ֖ם","אתהתנינם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-004","4","הַגְּדֹלִ֑ים","הגדלים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-005","5","וְאֵ֣ת","ואת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-006","6","כׇּל־נֶ֣פֶשׁ","כלנפש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-007","7","הַֽחַיָּ֣ה&thinsp;","החיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-008","8","&thinsp;הָֽרֹמֶ֡שֶׂת","הרמשת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-009","9","אֲשֶׁר֩","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-010","10","שָׁרְצ֨וּ","שרצו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-011","11","הַמַּ֜יִם","המים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-012","12","לְמִֽינֵהֶ֗ם","למינהם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-013","13","וְאֵ֨ת","ואת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-014","14","כׇּל־ע֤וֹף","כלעוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-015","15","כָּנָף֙","כנף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-016","16","לְמִינֵ֔הוּ","למינהו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-017","17","וַיַּ֥רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-018","18","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:21","genesis-021-019","19","כִּי־טֽוֹב׃","כיטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-001","1","וַיְבָ֧רֶךְ","ויברך","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-002","2","אֹתָ֛ם","אתם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-003","3","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-004","4","לֵאמֹ֑ר","לאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-005","5","פְּר֣וּ","פרו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-006","6","וּרְב֗וּ","ורבו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-007","7","וּמִלְא֤וּ","ומלאו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-008","8","אֶת־הַמַּ֙יִם֙","אתהמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-009","9","בַּיַּמִּ֔ים","בימים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-010","10","וְהָע֖וֹף","והעוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-011","11","יִ֥רֶב","ירב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:22","genesis-022-012","12","בָּאָֽרֶץ׃","בארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:23","genesis-023-001","1","וַֽיְהִי־עֶ֥רֶב","ויהיערב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:23","genesis-023-002","2","וַֽיְהִי־בֹ֖קֶר","ויהיבקר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:23","genesis-023-003","3","י֥וֹם","יום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:23","genesis-023-004","4","חֲמִישִֽׁי׃","חמישי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:23","genesis-023-005","5","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-002","2","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-003","3","תּוֹצֵ֨א","תוצא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-004","4","הָאָ֜רֶץ","הארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-005","5","נֶ֤פֶשׁ","נפש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-006","6","חַיָּה֙","חיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-007","7","לְמִינָ֔הּ","למינה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-008","8","בְּהֵמָ֥ה","בהמה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-009","9","וָרֶ֛מֶשׂ","ורמש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-010","10","וְחַֽיְתוֹ־אֶ֖רֶץ","וחיתוארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-011","11","לְמִינָ֑הּ","למינה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:24","genesis-024-012","12","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-001","1","וַיַּ֣עַשׂ","ויעש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-002","2","אֱלֹהִים֩","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-003","3","אֶת־חַיַּ֨ת","אתחית","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-004","4","הָאָ֜רֶץ","הארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-005","5","לְמִינָ֗הּ","למינה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-006","6","וְאֶת־הַבְּהֵמָה֙","ואתהבהמה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-007","7","לְמִינָ֔הּ","למינה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-008","8","וְאֵ֛ת","ואת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-009","9","כׇּל־רֶ֥מֶשׂ","כלרמש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-010","10","הָֽאֲדָמָ֖ה","האדמה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-011","11","לְמִינֵ֑הוּ","למינהו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-012","12","וַיַּ֥רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-013","13","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:25","genesis-025-014","14","כִּי־טֽוֹב׃","כיטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-002","2","אֱלֹהִ֔ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-003","3","נַֽעֲשֶׂ֥ה","נעשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-004","4","אָדָ֛ם","אדם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-005","5","בְּצַלְמֵ֖נוּ","בצלמנו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-006","6","כִּדְמוּתֵ֑נוּ","כדמותנו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-007","7","וְיִרְדּוּ֩","וירדו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-008","8","בִדְגַ֨ת","בדגת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-009","9","הַיָּ֜ם","הים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-010","10","וּבְע֣וֹף","ובעוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-011","11","הַשָּׁמַ֗יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-012","12","וּבַבְּהֵמָה֙","ובבהמה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-013","13","וּבְכׇל־הָאָ֔רֶץ","ובכלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-014","14","וּבְכׇל־הָרֶ֖מֶשׂ","ובכלהרמש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-015","15","הָֽרֹמֵ֥שׂ","הרמש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:26","genesis-026-016","16","עַל־הָאָֽרֶץ׃","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-001","1","וַיִּבְרָ֨א","ויברא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-002","2","אֱלֹהִ֤ים&thinsp;","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-003","3","&thinsp;אֶת־הָֽאָדָם֙","אתהאדם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-004","4","בְּצַלְמ֔וֹ","בצלמו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-005","5","בְּצֶ֥לֶם","בצלם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-006","6","אֱלֹהִ֖ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-007","7","בָּרָ֣א","ברא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-008","8","אֹת֑וֹ","אתו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-009","9","זָכָ֥ר","זכר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-010","10","וּנְקֵבָ֖ה","ונקבה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-011","11","בָּרָ֥א","ברא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:27","genesis-027-012","12","אֹתָֽם׃","אתם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-001","1","וַיְבָ֣רֶךְ","ויברך","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-002","2","אֹתָם֮","אתם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-003","3","אֱלֹהִים֒","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-004","4","וַיֹּ֨אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-005","5","לָהֶ֜ם","להם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-006","6","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-007","7","פְּר֥וּ","פרו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-008","8","וּרְב֛וּ","ורבו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-009","9","וּמִלְא֥וּ","ומלאו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-010","10","אֶת־הָאָ֖רֶץ","אתהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-011","11","וְכִבְשֻׁ֑הָ","וכבשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-012","12","וּרְד֞וּ","ורדו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-013","13","בִּדְגַ֤ת","בדגת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-014","14","הַיָּם֙","הים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-015","15","וּבְע֣וֹף","ובעוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-016","16","הַשָּׁמַ֔יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-017","17","וּבְכׇל־חַיָּ֖ה","ובכלחיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-018","18","הָֽרֹמֶ֥שֶׂת","הרמשת","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:28","genesis-028-019","19","עַל־הָאָֽרֶץ׃","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-001","1","וַיֹּ֣אמֶר","ויאמר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-002","2","אֱלֹהִ֗ים","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-003","3","הִנֵּה֩","הנה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-004","4","נָתַ֨תִּי","נתתי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-005","5","לָכֶ֜ם","לכם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-006","6","אֶת־כׇּל־עֵ֣שֶׂב&thinsp;","אתכלעשב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-007","7","זֹרֵ֣עַ","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-008","8","זֶ֗רַע","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-009","9","אֲשֶׁר֙","אשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-010","10","עַל־פְּנֵ֣י","עלפני","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-011","11","כׇל־הָאָ֔רֶץ","כלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-012","12","וְאֶת־כׇּל־הָעֵ֛ץ","ואתכלהעץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-013","13","אֲשֶׁר־בּ֥וֹ","אשרבו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-014","14","פְרִי־עֵ֖ץ","פריעץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-015","15","זֹרֵ֣עַ","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-016","16","זָ֑רַע","זרע","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-017","17","לָכֶ֥ם","לכם","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-018","18","יִֽהְיֶ֖ה","יהיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:29","genesis-029-019","19","לְאׇכְלָֽה׃","לאכלה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-001","1","וּֽלְכׇל־חַיַּ֣ת","ולכלחית","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-002","2","הָ֠אָ֠רֶץ","הארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-003","3","וּלְכׇל־ע֨וֹף","ולכלעוף","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-004","4","הַשָּׁמַ֜יִם","השמים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-005","5","וּלְכֹ֣ל&thinsp;","ולכל","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-006","6","רוֹמֵ֣שׂ","רומש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-007","7","עַל־הָאָ֗רֶץ","עלהארץ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-008","8","אֲשֶׁר־בּוֹ֙","אשרבו","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-009","9","נֶ֣פֶשׁ","נפש","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-010","10","חַיָּ֔ה","חיה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-011","11","אֶת־כׇּל־יֶ֥רֶק","אתכלירק","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-012","12","עֵ֖שֶׂב","עשב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-013","13","לְאׇכְלָ֑ה","לאכלה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:30","genesis-030-014","14","וַֽיְהִי־כֵֽן׃","ויהיכן","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-001","1","וַיַּ֤רְא","וירא","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-002","2","אֱלֹהִים֙","אלהים","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-003","3","אֶת־כׇּל־אֲשֶׁ֣ר","אתכלאשר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-004","4","עָשָׂ֔ה","עשה","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-005","5","וְהִנֵּה־ט֖וֹב","והנהטוב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-006","6","מְאֹ֑ד","מאד","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-007","7","וַֽיְהִי־עֶ֥רֶב","ויהיערב","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-008","8","וַֽיְהִי־בֹ֖קֶר","ויהיבקר","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-009","9","י֥וֹם","יום","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-010","10","הַשִּׁשִּֽׁי׃","הששי","","no","not_in_definition_ledger","none","","","false","false","not_approved"
"Genesis","Genesis 1:31","genesis-031-011","11","{פ}","פ","","no","not_in_definition_ledger","none","","","false","false","not_approved"
