work_id,credit_line,source_url,license_link
hebrew_thought/derech-hashem,"Source: Derekh Hashem | Version: Sefaria Edition 2019, Translated by Rabbi Francis Nataf | URL: https://www.sefaria.org/api/texts/Derekh%20Hashem%2C%20Introduction%201?context=0&commentary=0 | License: CC-BY",https://www.sefaria.org/api/texts/Derekh%20Hashem%2C%20Introduction%201?context=0&commentary=0,
hekhalot/hekhalot-rabbati,Source: Hekhalot Rabbati | Version: he.wikisource MediaWiki current revision content | URL: https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9E | License: CC-BY-SA 4.0,https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%98%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%99%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9B%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%90;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%91;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%92;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%93;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%94;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%95;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%96;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%97;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9C%D7%98;https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99_%D7%A4%D7%A8%D7%A7_%D7%9E,https://creativecommons.org/licenses/by-sa/4.0/
jewish-thought/adam-min-haadamah,"Provider metadata: Sefaria | Version witness: ESC006-V-C8078B9353D23F85235D8136 | Document OID: 6121f0ae785a189351aabf0d | Title: Adam Min HaAdamah | Version: Adam min ha'adamah, Otniel 2008 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002611318/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Adam%20Min%20HaAdamah%2C%20Preface%201?context=0&commentary=0,
jewish-thought/al-kapot-haman-ul-homilies-for-the-days-of-awe,"Provider metadata: Sefaria | Version witness: ESC006-V-55F26429A9689A5C1E563C35 | Document OID: 61221210df89079e36d8b2b6 | Title: Al Kapot HaMan'ul; Homilies for the Days of Awe | Version: Allon Shevut, 2011 | Source: https://www.nli.org.il/he/books/NNL_ALEPH003243383/NLI | License: CC-BY",https://www.sefaria.org/api/texts/Al%20Kapot%20HaMan'ul%3B%20Homilies%20for%20the%20Days%20of%20Awe%2C%20Introduction%201?context=0&commentary=0,
jewish-thought/ceremony-and-celebration-introduction-to-the-holidays,"Provider metadata: Sefaria | Version witness: ESC006-V-156D399098EC7C0F7F50AD95 | Document OID: 6810ffe588ea13a3c0e507a2 | Title: Ceremony and Celebration; Introduction to the Holidays | Version: Moadim Lesicha, trans. by Tsur Ehrlich, Maggid Books, 2019 | Source: https://korenpub.co.il/products/%D7%9E%D7%95%D7%A2%D7%93%D7%99%D7%9D-%D7%9C%D7%A9%D7%99%D7%97%D7%94 | License: CC-BY-NC",https://www.sefaria.org/api/texts/Ceremony%20and%20Celebration%3B%20Introduction%20to%20the%20Holidays%2C%20Rosh%20HaShana%3B%20The%20Anniversary%20of%20Creation%201?context=0&commentary=0,
jewish-thought/derashot-haran,Source: Derashot HaRan | Version: wikisource | URL: https://he.wikisource.org/wiki/%D7%93%D7%A8%D7%A9%D7%95%D7%AA_%D7%94%D7%A8%22%D7%9F_%D7%95 | License: CC-BY-SA via Hebrew Wikisource footer signal,https://he.wikisource.org/wiki/%D7%93%D7%A8%D7%A9%D7%95%D7%AA_%D7%94%D7%A8%22%D7%9F_%D7%95,https://creativecommons.org/licenses/by-sa/4.0/
jewish-thought/derekh-hashem,"Source: derekh hashem | Version: Sefaria Edition 2019, Translated by Rabbi Francis Nataf | URL: https://www.sefaria.org/Derekh_Hashem | License: CC-BY",https://www.sefaria.org/Derekh_Hashem,
jewish-thought/dirshuni-i,"Provider metadata: Sefaria | Version witness: ESC006-V-D5EC3FF77E382069B1D81D52 | Document OID: 62bc73195e2d595cf838ec83 | Title: Dirshuni I | Version: Dirshuni, Israeli Women Writing Midrash. Tel Aviv, 2009 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002706203/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Dirshuni%20I%2C%20Preface%201?context=0&commentary=0,
jewish-thought/dirshuni-ii,"Provider metadata: Sefaria | Version witness: ESC006-V-0573FE19EBCA6B2AA2668BD9 | Document OID: 62bc762b718023e7703dc4af | Title: Dirshuni II | Version: Dirshuni, Israeli Women Writing Midrash. Tel Aviv, 2018 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002706203/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Dirshuni%20II%2C%20A%20Song%20in%20Honor%20of%20Torah%201?context=0&commentary=0,
jewish-thought/essay-on-fundamentals,Provider metadata: Sefaria | Version witness: ESC006-V-A892EDC9469BD4D5E02E566E | Document OID: 5eca777df3cfebde4387f5dd | Title: Essay on Fundamentals | Version: Maamar HaIkarim - Wikisource | Source: https://he.wikisource.org/wiki/%D7%9E%D7%90%D7%9E%D7%A8_%D7%94%D7%A2%D7%99%D7%A7%D7%A8%D7%99%D7%9D | License: CC-BY-SA,https://www.sefaria.org/Essay_on_Fundamentals,
jewish-thought/future-tense-a-vision-for-jews-and-judaism-in-the-global-culture,"Provider metadata: Sefaria | Version witness: ESC006-V-6685E30E3E1B318E281D2404 | Document OID: 678cce85b858c9ae43a925c1 | Title: Future Tense; A Vision for Jews and Judaism in the Global Culture | Version: Bilshon Atid, trans. by Tsur Ehrlich, Maggid Book, 2021 | Source: https://korenpub.co.il/products/bilshon-atid?gad_source=1&gclid=Cj0KCQiA1p28BhCBARIsADP9HrNQtGMcFfQNovCL34QF3VozvYpsWH6boAoQi2_cVzqO29aNFCLf2r0aAiqhEALw_wcB | License: CC-BY-NC",https://www.sefaria.org/api/texts/Future%20Tense%3B%20A%20Vision%20for%20Jews%20and%20Judaism%20in%20the%20Global%20Culture%2C%20Prologue%201?context=0&commentary=0,
jewish-thought/gan-naul,"Provider metadata: Sefaria | Version witness: ESC006-V-36064CD5481FC44856883D7E | Document OID: 5e1486502ed40553af50f51c | Title: Gan Naul | Version: Gan Na'ul, Rishon Letzion, 2016 | Source: http://beta.nli.org.il/he/books/NNL_ALEPH003935599/NLI | License: CC-BY",https://www.sefaria.org/api/texts/Gan%20Naul%2C%20Title%201?context=0&commentary=0,
jewish-thought/morality-restoring-the-common-good-in-divided-times,"Provider metadata: Sefaria | Version witness: ESC006-V-A5731FC89C1A9A41AA93AE85 | Document OID: 67a7a502fa2ed44020fd9541 | Title: Morality; Restoring the Common Good in Divided Times | Version: Musariut, trans. by Tsur Ehrlich, Maggid Books, 2023 | Source: https://korenpub.co.il/products/morality | License: CC-BY-NC",https://www.sefaria.org/api/texts/Morality%3B%20Restoring%20the%20Common%20Good%20in%20Divided%20Times%2C%20Preface%20and%20Acknowledgments%201?context=0&commentary=0,
jewish-thought/not-in-god-s-name-confronting-religious-violence,"Provider metadata: Sefaria | Version witness: ESC006-V-8CE5FD6C0EAC2B7D94F6873C | Document OID: 67a7964bf31a5f94b783fde8 | Title: Not in God's Name; Confronting Religious Violence | Version: Lo beshem hael, trans. by Tsur Ehrlich, Maggid Book, 2016 | Source: https://korenpub.co.il/products/not-in-god-s-namepaperback | License: CC-BY-NC",https://www.sefaria.org/api/texts/Not%20in%20God's%20Name%3B%20Confronting%20Religious%20Violence%2C%20Foreword%201?context=0&commentary=0,
jewish-thought/panekha-avakesh,"Provider metadata: Sefaria | Version witness: ESC006-V-3EF35E2A28BD9DBB550401C6 | Document OID: 62496d7ffd72755d4f75a3b7 | Title: Panekha Avakesh | Version: Allon Shevut, 2008 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002690181/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Panekha%20Avakesh%2C%20Editors'%20Introduction%201?context=0&commentary=0,
jewish-thought/parashat-derakhim,"Provider metadata: Sefaria | Version witness: ESC006-V-4A227F9E344F273CA639FC0B | Document OID: 60e426ae6892b4b3663f7ceb | Title: Parashat Derakhim | Version: Jerusalem, 2005 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002656089/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Parashat%20Derakhim%201?context=0&commentary=0,
jewish-thought/penei-sheviit-nekabelah,"Provider metadata: Sefaria | Version witness: ESC006-V-C9E3DDD506022D4AC27EC1F2 | Document OID: 6121f12217e5f05d5b7cae11 | Title: Penei Sheviit Nekabelah | Version: Otniel, 2014 | Source: https://www.nli.org.il/he/books/NNL_ALEPH003855387/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Penei%20Sheviit%20Nekabelah%2C%20Acknowledgments%201?context=0&commentary=0,
