work_id,credit_line,source_url,license_link
jewish-thought/pur-hu-hagoral-homilies-for-purim,"Provider metadata: Sefaria | Version witness: ESC006-V-B43B0F7E2FBC21013AABF400 | Document OID: 6200ef443ba9db20e0a09510 | Title: Pur Hu HaGoral; Homilies for Purim | Version: Efrat, 2005 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002489084/NLI | License: CC-BY",https://www.sefaria.org/api/texts/Pur%20Hu%20HaGoral%3B%20Homilies%20for%20Purim%2C%20Introduction%201?context=0&commentary=0,
jewish-thought/radical-then-radical-now,"Provider metadata: Sefaria | Version witness: ESC006-V-62E45AD019000FCAEDE1F92F | Document OID: 680f672158a737cf5d7209c7 | Title: Radical Then, Radical Now | Version: Jerusalem, Shalem Center, 2007 | Source: https://www.nli.org.il/he/books/NNL_ALEPH990025814670205171/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Radical%20Then%2C%20Radical%20Now%2C%20Preface%201?context=0&commentary=0,
jewish-thought/sefer-haikkarim,Provider metadata: Sefaria | Version witness: ESC006-V-4AC9858971A2BFBAC32DD6F9 | Document OID: 587f3982d6e4a93091123d25 | Title: Sefer HaIkkarim | Version: Sefer Ha-'ikkarim | Source: https://www.nli.org.il/he/books/NNL_ALEPH001187491 | License: CC-BY,https://www.sefaria.org/Sefer_HaIkkarim,
jewish-thought/talmud-series-shemitah,"Provider metadata: Sefaria | Version witness: ESC006-V-18187F55180196B31E967E65 | Document OID: 6121f1b23a6aa78047ac1f5a | Title: Talmud Series; Shemitah | Version: Allon Shevut, 2015 | Source: https://www.nli.org.il/he/books/NNL_ALEPH003794858/NLI | License: CC-BY",https://www.sefaria.org/api/texts/Talmud%20Series%3B%20Shemitah%201?context=0&commentary=0,
jewish-thought/the-dignity-of-difference-how-to-avoid-the-clash-of-civilizations,"Provider metadata: Sefaria | Version witness: ESC006-V-1B61D6CE4F2DD5121512B80F | Document OID: 67a7a3e5fa2ed44020fd8f98 | Title: The Dignity of Difference; How to Avoid the Clash of Civilizations | Version: Likhvod hashoni, trans. by Tsur Ehrlich, Maggid Book, 2018 | Source: https://korenpub.co.il/products/lkvod-hashonipaperback?_pos=1&_sid=aa61265cc&_ss=r | License: CC-BY-NC",https://www.sefaria.org/api/texts/The%20Dignity%20of%20Difference%3B%20How%20to%20Avoid%20the%20Clash%20of%20Civilizations%2C%20Prologue%201?context=0&commentary=0,
jewish-thought/the-great-partnership-god-science-and-the-search-for-meaning,"Provider metadata: Sefaria | Version witness: ESC006-V-2D0EB4BC29C3FD3D599A61DF | Document OID: 67a79bde8c537ac56fbc1cef | Title: The Great Partnership; God, Science, and the Search for Meaning | Version: HaShutafut HaGedolah, trans. by Tsur Ehrlich, Maggid Book, 2019 | Source: https://korenpub.co.il/products/hshvtpvt-hgdvlhpaperback | License: CC-BY-NC",https://www.sefaria.org/api/texts/The%20Great%20Partnership%3B%20God%2C%20Science%2C%20and%20the%20Search%20for%20Meaning%2C%20Acknowledgements%201?context=0&commentary=0,
jewish-thought/the-home-we-build-together-recreating-society,"Provider metadata: Sefaria | Version witness: ESC006-V-A4002B740B7EBACDAACAAEFF | Document OID: 680f6878004d0134b5721861 | Title: The Home We Build Together; Recreating Society | Version: Trans. by Bruria Ben Baruch, Maggid Books, 2024 | Source: https://korenpub.co.il/products/%D7%94%D7%91%D7%99%D7%AA-%D7%A9%D7%90%D7%A0%D7%95-%D7%91%D7%95%D7%A0%D7%99%D7%9D-%D7%91%D7%99%D7%97%D7%93?gad_source=1&gclid=Cj0KCQiA1p28BhCBARIsADP9HrM1_M9O7qS-WqbcxSLH9hPdu8jWoSFBBKJcC4rZtUKgsPDARsWx4LYaAjxFEALw_wcB | License: CC-BY-NC",https://www.sefaria.org/api/texts/The%20Home%20We%20Build%20Together%3B%20Recreating%20Society%2C%20Foreword%201?context=0&commentary=0,
jewish-thought/the-third-beit-hamikdash,"Provider metadata: Sefaria | Version witness: ESC006-V-44201C553782DF9A31C668EB | Document OID: 5b0bc1519fa97b0016b85e73 | Title: The Third Beit HaMikdash | Version: Tzurat Beit HaMikdash, by Rabbi Yom Tov Lippman Heller, Moznaim Pub Corp. 2016 | Source: https://www.amazon.com/dp/1885220782/ref=cm_sw_r_cp_ep_dp_8pvHAbJWBG77V | License: CC-BY",https://www.sefaria.org/api/texts/The%20Third%20Beit%20HaMikdash%201?context=0&commentary=0,
jewish-thought/to-heal-a-fractured-world-the-ethics-of-responsibility,"Provider metadata: Sefaria | Version witness: ESC006-V-758368C28F84A99C89E19CD0 | Document OID: 67a858d34a0691453743d1c2 | Title: To Heal a Fractured World; The Ethics of Responsibility | Version: Lerape olam shavur, trans. by Tsur Ehrlich, Maggid Book, 2010 | Source: https://korenpub.co.il/products/lrp-vlm-shbvrpaperback?_pos=1&_sid=22e90fa66&_ss=r | License: CC-BY-NC",https://www.sefaria.org/api/texts/To%20Heal%20a%20Fractured%20World%3B%20The%20Ethics%20of%20Responsibility%2C%20Introduction%20to%20Hebrew%20Edition%201?context=0&commentary=0,
jewish-thought/treatise-on-logic,"Provider metadata: Sefaria | Version witness: ESC006-V-C69EAFD80CFF68AEF79199E4 | Document OID: 59f07c2dd6e4a97c285272af | Title: Treatise on Logic | Version: Milot Higayon, Warsaw, 1928 | Source: https://he.wikisource.org/wiki/%D7%9E%D7%99%D7%9C%D7%95%D7%AA_%D7%94%D7%92%D7%99%D7%95%D7%9F | License: CC-BY-SA",https://www.sefaria.org/Treatise_on_Logic,
jewish-thought/what-is-the-talmud,"Provider metadata: Sefaria | Version witness: ESC006-V-7668934C9BBE0DD64B271183 | Document OID: 5ef9ae885f1daeaaf4b7eb41 | Title: What is the Talmud | Version: Translated from the English by Avraham Berkovits, Jerusalem, 2013 | Source: http://sefaria.org | License: CC-BY-NC",https://www.sefaria.org/api/texts/What%20is%20the%20Talmud%2C%20Editor's%20Foreword%201?context=0&commentary=0,
jewish-thought/zakhor-veshamor,"Provider metadata: Sefaria | Version witness: ESC006-V-5E4E8EF84EC6976EDAD20459 | Document OID: 64205566461ea806f89dfe3c | Title: Zakhor VeShamor | Version: Alon Shevut, 2015 | Source: https://www.nli.org.il/he/books/NNL_ALEPH990038447020205171/NLI | License: CC-BY-NC",https://www.sefaria.org/api/texts/Zakhor%20VeShamor%2C%20Preface%201?context=0&commentary=0,
jewish-thought/zikaron-leyom-rishon,"Provider metadata: Sefaria | Version witness: ESC006-V-11E26E1A235496AEC53BCF53 | Document OID: 6121f15b4bd56445ef967521 | Title: Zikaron leYom Rishon | Version: Efrat, 2007 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002581978/NLI | License: CC-BY",https://www.sefaria.org/api/texts/Zikaron%20leYom%20Rishon%2C%20Foreword%20to%202nd%20Edition%201?context=0&commentary=0,
kabbalah/abulafia-chayei-haolam-haba,Source: Abulafia - Chayei HaOlam HaBa | Version: he.wikisource MediaWiki current revision content | URL: https://he.wikisource.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%97%D7%99%D7%99_%D7%94%D7%A2%D7%95%D7%9C%D7%9D_%D7%94%D7%91%D7%90 | License: CC-BY-SA 4.0,https://he.wikisource.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%97%D7%99%D7%99_%D7%94%D7%A2%D7%95%D7%9C%D7%9D_%D7%94%D7%91%D7%90,https://creativecommons.org/licenses/by-sa/4.0/
kabbalah/abulafia-imrei-shefer,Source: Abulafia - Imrei Shefer | Version: he.wikisource MediaWiki current revision content | URL: https://he.wikisource.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%90%D7%9E%D7%A8%D7%99_%D7%A9%D7%A4%D7%A8 | License: CC-BY-SA 4.0,https://he.wikisource.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%90%D7%9E%D7%A8%D7%99_%D7%A9%D7%A4%D7%A8,https://creativecommons.org/licenses/by-sa/4.0/
kabbalah/daat-tevunot,Source: Da'at Tevunot | Version: he.wikisource MediaWiki current revision content | URL: https://he.wikisource.org/wiki/%D7%93%D7%A2%D7%AA_%D7%AA%D7%91%D7%95%D7%A0%D7%95%D7%AA_%D7%A9%D7%9C%D7%9D | License: CC-BY-SA,https://he.wikisource.org/wiki/%D7%93%D7%A2%D7%AA_%D7%AA%D7%91%D7%95%D7%A0%D7%95%D7%AA_%D7%A9%D7%9C%D7%9D,
kabbalah/derech-etz-chayim-ramchal,Source: derech etz chayim ramchal | Version: Derech Etz Chayim - Wikisource | URL: https://www.sefaria.org/Derech_Etz_Chayim_(Ramchal) | License: CC-BY-SA,https://www.sefaria.org/Derech_Etz_Chayim_(Ramchal),
kabbalah/heikhalot-rabbati,Source: Heikhalot Rabbati | Version: Hebrew Wikisource exact source index page | URL: https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A4%D7%A8%D7%A7%D7%99_%D7%94%D7%99%D7%9B%D7%9C%D7%95%D7%AA_%D7%A8%D7%91%D7%AA%D7%99,https://creativecommons.org/licenses/by-sa/4.0/
kabbalah/maaseh-rokeach-on-mishnah,"Provider metadata: Sefaria | Version witness: ESC006-V-FC4C34527CFD4911670B2734 | Document OID: 5ce15dd8e367310018e0050c | Title: Maaseh Rokeach on Mishnah | Version: Maaseh Rokeach, Amsterdam 1740 | Source: https://he.wikisource.org/wiki/%D7%9E%D7%A2%D7%A9%D7%94_%D7%A8%D7%95%D7%A7%D7%97_%D7%A2%D7%9C_%D7%94%D7%9E%D7%A9%D7%A0%D7%94 | License: CC-BY-SA",https://www.sefaria.org/Maaseh_Rokeach_on_Mishnah,
kabbalah/ohr-neerav,"Source: ohr neerav | Version: Moses Cordovero's Introduction to Kabbalah, Annotated trans. of Or ne'erav, Ira Robinson, 1994. | URL: https://www.sefaria.org/Ohr_Ne'erav | License: CC-BY",https://www.sefaria.org/Ohr_Ne'erav,
kabbalah/peri-etz-hadar,"Source: peri etz hadar | Version: Pri Etz Hadar, Aharon N. Varady (transcription) and Miles Krassen | URL: https://www.sefaria.org/Peri_Etz_Hadar | License: CC-BY-SA",https://www.sefaria.org/Peri_Etz_Hadar,
kabbalah/rashash-tefilat-harashash,Source: Tefilat HaRashash | Version: he.wikisource MediaWiki current revision content | URL: https://he.wikisource.org/wiki/%D7%AA%D7%A4%D7%99%D7%9C%D7%AA_%D7%94%D7%A8%D7%A9%22%D7%A9 | License: CC-BY-SA 4.0,https://he.wikisource.org/wiki/%D7%AA%D7%A4%D7%99%D7%9C%D7%AA_%D7%94%D7%A8%D7%A9%22%D7%A9,https://creativecommons.org/licenses/by-sa/4.0/
kabbalah/sefer-habahir,Source: sefer-habahir | Version: Wikisource Sefer HaBahir | URL: https://www.sefaria.org/api/v3/texts/Sefer%20HaBahir?version=hebrew%7CWikisource%20Sefer%20HaBahir | License: CC-BY-SA,https://www.sefaria.org/api/v3/texts/Sefer%20HaBahir?version=hebrew%7CWikisource%20Sefer%20HaBahir,
kabbalah/shaarei-orah,"Source: shaarei orah | Version: Gates of Light, trans. by Rabbi Amiram Markel and Rabbi Yehudah S. Markel, 2023 | URL: https://www.sefaria.org/Shaarei_Orah | License: CC-BY",https://www.sefaria.org/Shaarei_Orah,
kabbalah/the-beginning-of-wisdom,"Source: the beginning of wisdom | Version: The Beginning of Wisdom, trans. by Rabbi Amiram Markel and Michoel Tzvi Wolkenfeld, 2022 | URL: https://www.sefaria.org/api/texts/The%20Beginning%20of%20Wisdom%201?context=0&commentary=0 | License: CC-BY",https://www.sefaria.org/api/texts/The%20Beginning%20of%20Wisdom%201?context=0&commentary=0,
kabbalah/the-wars-of-god,Provider metadata: Sefaria | Version witness: ESC006-V-3F94BB0094A623F19DDE93F6 | Document OID: 5a8eb869d6e4a96cd7ff6ce0 | Title: The Wars of God | Version: ויקיטקסט | Source: https://he.wikisource.org/wiki/%D7%9E%D7%9C%D7%97%D7%9E%D7%95%D7%AA_%D7%94%27_(%D7%99%D7%97%D7%99%D7%90_%D7%A7%D7%90%D7%A4%D7%97) | License: CC-BY-SA,https://www.sefaria.org/the_Wars_of_God,
liturgy/akdamut-milin,Source: Akdamut Milin | Version: Hebrew Wikisource exact source page | URL: https://he.wikisource.org/wiki/%D7%90%D7%A7%D7%93%D7%9E%D7%95%D7%AA | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%90%D7%A7%D7%93%D7%9E%D7%95%D7%AA,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/hadran,Source: Hadran | Version: Hebrew Wikisource exact source page for Siyyum Masechet/Hadran | URL: https://he.wikisource.org/wiki/%D7%A1%D7%99%D7%95%D7%9D_%D7%9E%D7%A1%D7%9B%D7%AA | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A1%D7%99%D7%95%D7%9D_%D7%9E%D7%A1%D7%9B%D7%AA,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/hallel,Source: Hallel | Version: Hebrew Wikisource exact Seder Hallel source page | URL: https://he.wikisource.org/wiki/%D7%A1%D7%93%D7%A8_%D7%94%D7%9C%D7%9C | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A1%D7%93%D7%A8_%D7%94%D7%9C%D7%9C,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/kabbalat-shabbat,Source: Kabbalat Shabbat Siddur (Illustrated) - Daniel Nebenzahl 2012 | Version: Kabbalat Shabbat Siddur (Illustrated) | URL: https://archive.org/details/IllustratedKabbalatShabbatSiddurDanielNebenzahl2012 | License: Creative Commons Attribution-ShareAlike 4.0 via Internet Archive metadata,https://archive.org/details/IllustratedKabbalatShabbatSiddurDanielNebenzahl2012,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/kinnot-for-tisha-bav-ashkenaz,Source: kinnot for tisha bav ashkenaz | Version: Kinnot for Tisha B'Av -- Wikisource | URL: https://www.sefaria.org/Kinnot_for_Tisha_B'Av_(Ashkenaz) | License: CC-BY-SA,https://www.sefaria.org/Kinnot_for_Tisha_B'Av_(Ashkenaz),
liturgy/lekha-dodi,Provider metadata: Sefaria | Version witness: ESC006-V-2556770836FBBE574BF1F255 | Document OID: 58e6c76dd6e4a942580fee44 | Title: Lekha Dodi | Version: Wikisource | Source: https://he.wikisource.org/wiki/%D7%9C%D7%9B%D7%94_%D7%93%D7%95%D7%93%D7%99 | License: CC-BY-SA,https://www.sefaria.org/Lekha_Dodi,
liturgy/leshon-chakhamim,"Provider metadata: Sefaria | Version witness: ESC006-V-E215F27F718DB4F956D9D7E1 | Document OID: 60b7894930c3593dc04518e3 | Title: Leshon Chakhamim | Version: Bakhshi Edition, 2021 | Source: https://he.wikisource.org/wiki/%D7%9C%D7%A9%D7%95%D7%9F_%D7%97%D7%9B%D7%9E%D7%99%D7%9D | License: CC-BY-SA",https://www.sefaria.org/api/texts/Leshon%20Chakhamim%2C%20Part%20I%2C%20Introduction%201?context=0&commentary=0,
liturgy/machzor-rosh-hashanah-ashkenaz,"Provider metadata: Sefaria | Version witness: ESC006-V-ACDE7804B1D72F81AB82D326 | Document OID: 5d8cd2f8609fee45f0b9bbc3 | Title: Machzor Rosh Hashanah Ashkenaz | Version: The Metsudah Machzor. Metsudah Publications, New York -- he (paragraph ed.) | Source: https://www.nli.org.il/he/books/NNL_ALEPH000996925 | License: CC-BY",https://www.sefaria.org/Machzor_Rosh_Hashanah_Ashkenaz,
liturgy/machzor-rosh-hashanah-ashkenaz-linear,"Source: machzor rosh hashanah ashkenaz linear | Version: The Metsudah Machzor. Metsudah Publications, New York -- en | URL: https://www.sefaria.org/Machzor_Rosh_Hashanah_Ashkenaz_Linear | License: CC-BY",https://www.sefaria.org/Machzor_Rosh_Hashanah_Ashkenaz_Linear,
liturgy/machzor-yom-kippur-ashkenaz-linear,"Provider metadata: Sefaria | Version witness: ESC006-V-70D2B787AF2B5BA618F5479D | Document OID: 59a7e1bad6e4a920f72df0a1 | Title: Machzor Yom Kippur Ashkenaz Linear | Version: The Metsudah Machzor. Metsudah Publications, New York | Source: https://www.nli.org.il/he/books/NNL_ALEPH000996925 | License: CC-BY",https://www.sefaria.org/Machzor_Yom_Kippur_Ashkenaz_Linear,
liturgy/machzor-yom-kippur-edot-hamizrach,Source: Machzor Yom Kippur Edot HaMizrach | Version: Wikisource | URL: https://he.wikisource.org/wiki/%D7%A1%D7%99%D7%93%D7%95%D7%A8_(%D7%9E%D7%94%D7%93%D7%95%D7%A8%D7%AA_%D7%9E%D7%A8%D7%93%D7%9B%D7%99_%D7%A9%D7%9C%D7%99%D7%97_%D7%A6%D7%99%D7%91%D7%95%D7%A8)/%D7%A1%D7%93%D7%A8_%D7%99%D7%95%D7%9D_%D7%94%D7%9B%D7%99%D7%A4%D7%95%D7%A8%D7%99%D7%9D | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A1%D7%99%D7%93%D7%95%D7%A8_(%D7%9E%D7%94%D7%93%D7%95%D7%A8%D7%AA_%D7%9E%D7%A8%D7%93%D7%9B%D7%99_%D7%A9%D7%9C%D7%99%D7%97_%D7%A6%D7%99%D7%91%D7%95%D7%A8)/%D7%A1%D7%93%D7%A8_%D7%99%D7%95%D7%9D_%D7%94%D7%9B%D7%99%D7%A4%D7%95%D7%A8%D7%99%D7%9D,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/selichot-nusach-ashkenaz-lita,Provider metadata: Sefaria | Version witness: ESC006-V-95ED494F7C908B4C9FE45864 | Document OID: 5b866db6527fe8001616f550 | Title: Selichot Nusach Ashkenaz Lita | Version: Selichot Nusach Lita -- Wikisource | Source: https://he.wikisource.org/wiki/%D7%A1%D7%9C%D7%99%D7%97%D7%95%D7%AA_%D7%9C%D7%99%D7%9E%D7%99_%D7%94%D7%AA%D7%A9%D7%95%D7%91%D7%94/%D7%9E%D7%A0%D7%94%D7%92_%D7%9C%D7%99%D7%98%D7%90 | License: CC-BY-SA,https://www.sefaria.org/Selichot_Nusach_Ashkenaz_Lita,
liturgy/selichot-nusach-lita-linear,"Provider metadata: Sefaria | Version witness: ESC006-V-E39B6963EA02A198F3E7C0D9 | Document OID: 5b866c6ca053600017d2e983 | Title: Selichot Nusach Lita Linear | Version: The Metsudah Selichos: Hebrew text, Metsudah Publications, 1986 | Source: http://www.israelbookshoppublications.com/store/pc/Metsudah-Selichos-p349.htm | License: CC-BY",https://www.sefaria.org/Selichot_Nusach_Lita_Linear,
liturgy/selichot-nusach-polin,Provider metadata: Sefaria | Version witness: ESC006-V-45FC00C5BC190A1EA3F06161 | Document OID: 5b866e32a053600017d32bfc | Title: Selichot Nusach Polin | Version: Selichot Nusach Polin -- Wikisource | Source: https://he.wikisource.org/wiki/%D7%A1%D7%9C%D7%99%D7%97%D7%95%D7%AA_%D7%9C%D7%99%D7%9E%D7%99_%D7%94%D7%AA%D7%A9%D7%95%D7%91%D7%94/%D7%9E%D7%A0%D7%94%D7%92_%D7%A4%D7%95%D7%9C%D7%99%D7%9F | License: CC-BY-SA,https://www.sefaria.org/Selichot_Nusach_Polin,
liturgy/shabbat-siddur-sefard-linear,"Provider metadata: Sefaria | Version witness: ESC006-V-7509E7A505E21EEB98ADF044 | Document OID: 5c729bca45f4490017303c0d | Title: Shabbat Siddur Sefard Linear | Version: The Metsudah Siddur, Metsudah Publications, 1981 - HE | Source: https://www.nli.org.il/he/books/NNL_ALEPH002211687 | License: CC-BY",https://www.sefaria.org/Shabbat_Siddur_Sefard_Linear,
liturgy/shalom-aleichem,Provider metadata: Sefaria | Version witness: ESC006-V-C0E1A45AC70113E745701780 | Document OID: 52a25342c38b61c8473232ae | Title: Shalom Aleichem | Version: Shalom Alechem | Source: http://en.wikipedia.org/wiki/Shalom_Aleichem_(liturgy) | License: CC-BY-SA,https://www.sefaria.org/Shalom_Aleichem,
liturgy/shir-hakavod,Source: Shir HaKavod | Version: Hebrew Wikisource exact source page | URL: https://he.wikisource.org/wiki/%D7%A9%D7%99%D7%A8_%D7%94%D7%9B%D7%91%D7%95%D7%93 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A9%D7%99%D7%A8_%D7%94%D7%9B%D7%91%D7%95%D7%93,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/tikkun-haklali,Source: Tikkun HaKlali | Version: Hebrew Wikisource exact source page | URL: https://he.wikisource.org/wiki/%D7%AA%D7%99%D7%A7%D7%95%D7%9F_%D7%94%D7%9B%D7%9C%D7%9C%D7%99 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%AA%D7%99%D7%A7%D7%95%D7%9F_%D7%94%D7%9B%D7%9C%D7%9C%D7%99,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/unetaneh-tokef,Source: Unetaneh Tokef | Version: Hebrew Wikisource exact source page | URL: https://he.wikisource.org/wiki/%D7%95%D7%A0%D7%AA%D7%A0%D7%94_%D7%AA%D7%95%D7%A7%D7%A3 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%95%D7%A0%D7%AA%D7%A0%D7%94_%D7%AA%D7%95%D7%A7%D7%A3,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/weekday-siddur-sefard-linear,"Provider metadata: Sefaria | Version witness: ESC006-V-A2ED609588EFDC2D6EBD438B | Document OID: 5ae0407d721f94001a34edd8 | Title: Weekday Siddur Sefard Linear | Version: The Metsudah siddur: a new linear siddur with English translation by Avrohom Davis, 1981 | Source: https://www.nli.org.il/he/books/NNL_ALEPH002211687 | License: CC-BY",https://www.sefaria.org/api/texts/Weekday%20Siddur%20Sefard%20Linear%2C%20The%20Morning%20Prayers%2C%20Putting%20On%20the%20Tallis?context=0&commentary=0,
liturgy/yedid-nefesh,Source: Yedid Nefesh | Version: Original version | URL: http://he.wikisource.org/wiki/%D7%99%D7%93%D7%99%D7%93_%D7%A0%D7%A4%D7%A9 | License: CC-BY-SA via Hebrew Wikisource footer signal,http://he.wikisource.org/wiki/%D7%99%D7%93%D7%99%D7%93_%D7%A0%D7%A4%D7%A9,https://creativecommons.org/licenses/by-sa/4.0/
liturgy/yizkor,Source: Yizkor | Version: Hebrew Wikisource exact source page | URL: https://he.wikisource.org/wiki/%D7%A1%D7%93%D7%A8_%D7%94%D7%96%D7%9B%D7%A8%D7%AA_%D7%A0%D7%A9%D7%9E%D7%95%D7%AA | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A1%D7%93%D7%A8_%D7%94%D7%96%D7%9B%D7%A8%D7%AA_%D7%A0%D7%A9%D7%9E%D7%95%D7%AA,https://creativecommons.org/licenses/by-sa/4.0/
midrash/alphabet-of-ben-sira,"Source: alphabet of ben sira | Version: Ben Sira, David Kahana ed. -- Wikisource  | URL: https://www.sefaria.org/Ben_Sira | License: CC-BY-SA",https://www.sefaria.org/Ben_Sira,
midrash/avot-derabbi-natan-recension-b,Source: avot derabbi natan recension b | Version: THE JPS TANAKH: Gender-Sensitive Edition | URL: https://www.sefaria.org/Genesis | License: CC-BY-NC,https://www.sefaria.org/Genesis,
midrash/bamidbar-rabbah,Source: Bamidbar Rabbah | Version: Hebrew Wikisource exact source index page | URL: https://he.wikisource.org/wiki/%D7%91%D7%9E%D7%93%D7%91%D7%A8_%D7%A8%D7%91%D7%94 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%91%D7%9E%D7%93%D7%91%D7%A8_%D7%A8%D7%91%D7%94,https://creativecommons.org/licenses/by-sa/4.0/
midrash/devarim-rabbah,Source: Devarim Rabbah | Version: Hebrew Wikisource exact source index page | URL: https://he.wikisource.org/wiki/%D7%93%D7%91%D7%A8%D7%99%D7%9D_%D7%A8%D7%91%D7%94 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%93%D7%91%D7%A8%D7%99%D7%9D_%D7%A8%D7%91%D7%94,https://creativecommons.org/licenses/by-sa/4.0/
midrash/eikhah-rabbah,"Source: eikhah rabbah | Version: The Sefaria Midrash Rabbah, 2022 | URL: https://www.sefaria.org/Eikhah_Rabbah | License: CC-BY",https://www.sefaria.org/Eikhah_Rabbah,
midrash/esther-rabbah,Source: Esther Rabbah | Version: Hebrew Wikisource exact source index page | URL: https://he.wikisource.org/wiki/%D7%90%D7%A1%D7%AA%D7%A8_%D7%A8%D7%91%D7%94 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%90%D7%A1%D7%AA%D7%A8_%D7%A8%D7%91%D7%94,https://creativecommons.org/licenses/by-sa/4.0/
midrash/kohelet-rabbah,"Source: kohelet rabbah | Version: The Sefaria Midrash Rabbah, 2022 | URL: https://www.sefaria.org/Kohelet_Rabbah | License: CC-BY",https://www.sefaria.org/Kohelet_Rabbah,
midrash/midrash-mishlei,Source: Midrash Mishlei | Version: מדרש משלי - שלמה באבער | URL: https://he.wikisource.org/wiki/%D7%9E%D7%93%D7%A8%D7%A9_%D7%9E%D7%A9%D7%9C%D7%99_(%D7%91%D7%95%D7%91%D7%A8) | License: CC-BY-SA via Hebrew Wikisource footer signal,https://he.wikisource.org/wiki/%D7%9E%D7%93%D7%A8%D7%A9_%D7%9E%D7%A9%D7%9C%D7%99_(%D7%91%D7%95%D7%91%D7%A8),https://creativecommons.org/licenses/by-sa/4.0/
midrash/midrash-tanchuma,"Source: midrash tanchuma | Version: Townsend 1989 translation of Midrash Tanhuma, S. Buber Recension, edited and supplemented by R. Francis Nataf | URL: https://www.sefaria.org/Midrash_Tanchuma | License: CC-BY",https://www.sefaria.org/Midrash_Tanchuma,
midrash/midrash-tanchuma-buber,"Source: midrash tanchuma buber | Version: Midrash Tanhuma, S. Buber Recension; trans. by John T. Townsend, 1989. | URL: https://www.sefaria.org/Midrash_Tanchuma_Buber | License: CC-BY",https://www.sefaria.org/Midrash_Tanchuma_Buber,
midrash/ruth-rabbah,"Source: ruth rabbah | Version: The Sefaria Midrash Rabbah, 2022 | URL: https://www.sefaria.org/Ruth_Rabbah | License: CC-BY",https://www.sefaria.org/Ruth_Rabbah,
midrash/shemot-rabbah,Source: Shemot Rabbah | Version: Hebrew Wikisource exact source index page | URL: https://he.wikisource.org/wiki/%D7%A9%D7%9E%D7%95%D7%AA_%D7%A8%D7%91%D7%94 | License: CC-BY-SA via Hebrew Wikisource exact source page,https://he.wikisource.org/wiki/%D7%A9%D7%9E%D7%95%D7%AA_%D7%A8%D7%91%D7%94,https://creativecommons.org/licenses/by-sa/4.0/
midrash/shir-hashirim-rabbah,"Source: shir hashirim rabbah | Version: The Sefaria Midrash Rabbah, 2022 | URL: https://www.sefaria.org/Shir_Hashirim_Rabbah | License: CC-BY",https://www.sefaria.org/Shir_Hashirim_Rabbah,
midrash/sifrei-bamidbar,Source: sifrei bamidbar | Version: Sifrei by Rabbi Shraga Silverstein | URL: https://www.sefaria.org/Sifrei_Bamidbar | License: CC-BY,https://www.sefaria.org/Sifrei_Bamidbar,
midrash/sifrei-devarim,"Source: sifrei devarim | Version: Trans. by Marty Jaffee, 2015 | URL: https://www.sefaria.org/Sifrei_Devarim | License: CC-BY-NC",https://www.sefaria.org/Sifrei_Devarim,
