"work_id","work_title","source_ref","anchor_id","translation","translator_notes","status"
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:12","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-12","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:13","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-13","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:14","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-14","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:15","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-15","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:16","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-16","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:17","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-17","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:18","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-18","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:19","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-19","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:20","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-20","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:21","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-21","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:22","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-22","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:23","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-23","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:24","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-24","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:25","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-25","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Blessings:26","shaar-hakavanot-sermons-on-morning-blessings-sermons-on-morning-blessings-26","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tzitzit 1:1","shaar-hakavanot-sermons-on-tzitzit-sermons-on-tzitzit-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tzitzit 1:2","shaar-hakavanot-sermons-on-tzitzit-sermons-on-tzitzit-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tzitzit 1:3","shaar-hakavanot-sermons-on-tzitzit-sermons-on-tzitzit-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tzitzit 1:4","shaar-hakavanot-sermons-on-tzitzit-sermons-on-tzitzit-1-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:1","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:2","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:3","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:4","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:5","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-5","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:6","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-6","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:7","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-7","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:8","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-8","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:9","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-9","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:10","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-10","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:11","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-11","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:12","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-12","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:13","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-13","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:14","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-14","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:15","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-15","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:16","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-16","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:17","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-17","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:18","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-18","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:19","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-19","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:20","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-20","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:21","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-21","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:22","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-22","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:23","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-23","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:24","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-24","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:25","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-25","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:26","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-26","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:27","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-27","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:28","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-28","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:29","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-29","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:30","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-30","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:31","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-31","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:32","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-32","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:33","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-33","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Tefillin 1:34","shaar-hakavanot-sermons-on-tefillin-sermons-on-tefillin-1-34","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Prayers 1:1","shaar-hakavanot-sermons-on-morning-prayers-sermons-on-morning-prayers-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Prayers 1:2","shaar-hakavanot-sermons-on-morning-prayers-sermons-on-morning-prayers-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Morning Prayers 1:3","shaar-hakavanot-sermons-on-morning-prayers-sermons-on-morning-prayers-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:1","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:2","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:3","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:4","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:5","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-5","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Kaddish 1:1:6","shaar-hakavanot-sermons-on-kaddish-sermons-on-kaddish-1-1-6","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:1","shaar-hakavanot-morning-prayers-morning-prayers-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:2","shaar-hakavanot-morning-prayers-morning-prayers-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:3","shaar-hakavanot-morning-prayers-morning-prayers-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:4","shaar-hakavanot-morning-prayers-morning-prayers-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:5","shaar-hakavanot-morning-prayers-morning-prayers-5","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:6","shaar-hakavanot-morning-prayers-morning-prayers-6","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:7","shaar-hakavanot-morning-prayers-morning-prayers-7","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:8","shaar-hakavanot-morning-prayers-morning-prayers-8","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:9","shaar-hakavanot-morning-prayers-morning-prayers-9","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:10","shaar-hakavanot-morning-prayers-morning-prayers-10","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:11","shaar-hakavanot-morning-prayers-morning-prayers-11","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:12","shaar-hakavanot-morning-prayers-morning-prayers-12","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:13","shaar-hakavanot-morning-prayers-morning-prayers-13","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:14","shaar-hakavanot-morning-prayers-morning-prayers-14","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:15","shaar-hakavanot-morning-prayers-morning-prayers-15","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:16","shaar-hakavanot-morning-prayers-morning-prayers-16","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:17","shaar-hakavanot-morning-prayers-morning-prayers-17","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:18","shaar-hakavanot-morning-prayers-morning-prayers-18","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:19","shaar-hakavanot-morning-prayers-morning-prayers-19","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:20","shaar-hakavanot-morning-prayers-morning-prayers-20","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:21","shaar-hakavanot-morning-prayers-morning-prayers-21","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:22","shaar-hakavanot-morning-prayers-morning-prayers-22","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:23","shaar-hakavanot-morning-prayers-morning-prayers-23","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:24","shaar-hakavanot-morning-prayers-morning-prayers-24","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:25","shaar-hakavanot-morning-prayers-morning-prayers-25","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:26","shaar-hakavanot-morning-prayers-morning-prayers-26","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:27","shaar-hakavanot-morning-prayers-morning-prayers-27","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:28","shaar-hakavanot-morning-prayers-morning-prayers-28","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:29","shaar-hakavanot-morning-prayers-morning-prayers-29","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:30","shaar-hakavanot-morning-prayers-morning-prayers-30","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Morning Prayers:31","shaar-hakavanot-morning-prayers-morning-prayers-31","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Intentions of the Shema Recitation 1:1:1","shaar-hakavanot-sermons-on-intentions-of-the-shema-recitation-sermons-on-intentions-of-the-shema-recitation-1-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Intentions of the Shema Recitation 1:1:2","shaar-hakavanot-sermons-on-intentions-of-the-shema-recitation-sermons-on-intentions-of-the-shema-recitation-1-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Intentions of the Shema Recitation 1:1:3","shaar-hakavanot-sermons-on-intentions-of-the-shema-recitation-sermons-on-intentions-of-the-shema-recitation-1-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Intentions of the Shema Recitation 1:1:4","shaar-hakavanot-sermons-on-intentions-of-the-shema-recitation-sermons-on-intentions-of-the-shema-recitation-1-1-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Standing Prayer 1:1:1","shaar-hakavanot-sermons-on-the-standing-prayer-sermons-on-the-standing-prayer-1-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Standing Prayer 1:1:2","shaar-hakavanot-sermons-on-the-standing-prayer-sermons-on-the-standing-prayer-1-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Standing Prayer 1:1:3","shaar-hakavanot-sermons-on-the-standing-prayer-sermons-on-the-standing-prayer-1-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Repetition of the Standing Prayer 1:1:1","shaar-hakavanot-sermons-on-the-repetition-of-the-standing-prayer-sermons-on-the-repetition-of-the-standing-prayer-1-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Repetition of the Standing Prayer 1:1:2","shaar-hakavanot-sermons-on-the-repetition-of-the-standing-prayer-sermons-on-the-repetition-of-the-standing-prayer-1-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Repetition of the Standing Prayer 1:1:3","shaar-hakavanot-sermons-on-the-repetition-of-the-standing-prayer-sermons-on-the-repetition-of-the-standing-prayer-1-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on the Repetition of the Standing Prayer 1:1:4","shaar-hakavanot-sermons-on-the-repetition-of-the-standing-prayer-sermons-on-the-repetition-of-the-standing-prayer-1-1-4","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Vaya'avor 1:1","shaar-hakavanot-sermons-on-vayaavor-sermons-on-vayaavor-1-1","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Vaya'avor 1:2","shaar-hakavanot-sermons-on-vayaavor-sermons-on-vayaavor-1-2","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Vaya'avor 1:3","shaar-hakavanot-sermons-on-vayaavor-sermons-on-vayaavor-1-3","","",""
"shaar-hakavanot","Sha'ar HaKavanot","Sha'ar HaKavanot, Sermons on Vaya'avor 1:4","shaar-hakavanot-sermons-on-vayaavor-sermons-on-vayaavor-1-4","","",""
