work_id,work_title,token_index_id,chunk_id,clicked_surface_form,normalized_form,lexical_status,match_method,occurrence_count,lexicon_entry_id,surface_renderings,exported_statuses,exported_rendering_options,exported_source_names,exported_source_ids,exported_licenses,exported_claim_count,best_confidence,safe_min_confidence,safe_max_confidence,safe_export_status,safe_export_statuses,safe_export_rendering_options,safe_source_names,safe_source_ids,safe_licenses,export_status,notes,not_a_translation
orot,Orot,tok-ece3ee0cb441,chunk-015,יציאת,יציאת,matched,direct,2,lex-kaikki-fa044f5b68c4,,Potential,"exit (a place to exit) | exit, leaving, departure, the act of walking",Wiktionary via Kaikki,kaikki-e336f0dab022,CC BY-SA 4.0 / GFDL,1,52,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-44e8ad8c97f8,chunk-004,יציץ,יציצ,matched,direct,1,lex-ddaee41a765a,,Potential,to twinkle | i.e. glance | by analogy | to blossom (figuratively | flourish ) | bloom | blossom | flourish,OpenScriptures morphHB,H6692,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-ea900c3ff255,chunk-015,יציר,יציר,matched,direct,2,lex-b1de1144ceb2,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-0d8d8293f66d,chunk-000,יצירה,יצירה,matched,direct,12,lex-bd15a55a05aa,,Potential,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,1,63,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-7c637c366ed8,chunk-008,יצירית,יצירית,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-92b7b09015a4,chunk-009,יצירת,יצירת,matched,direct,1,lex-0642433213ae,,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-8d6ecd67f09c,chunk-009,יצירתה,יצירתה,matched,direct,1,lex-a48b93fc1b68,,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-b22069251341,chunk-011,יצירתו,יצירתו,matched,direct,1,lex-3d907f57d2ec,,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-d90243e3ec4a,chunk-014,יצירתם,יצירתמ,matched,direct,3,lex-1adb17424073,,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,work of art | creation | creative work | work,Wikidata Lexeme,L78303,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-dca58fe630d4,chunk-014,יצלח,יצלח,matched,direct,2,lex-07a86ae8afcc,,Strict Hebrew,to push forward | in various senses (literal | figurative | transitive | intransitive) | break out | come (mightily) | go over,OpenScriptures morphHB,H6743,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to push forward | in various senses (literal | figurative | transitive | intransitive) | break out | come (mightily) | go over,OpenScriptures morphHB,H6743,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-ce1bc691edfd,chunk-013,יצמח,יצמח,matched,direct,1,lex-f772083f6ab6,,Strict Hebrew,to sprout (transitive | intransitive | literal | figurative) | bear | bring forth | (cause to | make to) bud (forth),OpenScriptures morphHB,H6779,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to sprout (transitive | intransitive | literal | figurative) | bear | bring forth | (cause to | make to) bud (forth),OpenScriptures morphHB,H6779,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-2482dc874cb0,chunk-002,יצמיח,יצמיח,matched,direct,1,lex-955ef15ef184,,Potential,to sprout (transitive | intransitive | literal | figurative) | bear | bring forth | (cause to | make to) bud (forth),OpenScriptures morphHB,H6779,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-4086675d1782,chunk-004,יצעוד,יצעוד,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-a19168b837b5,chunk-010,יצען,יצענ,matched,direct,1,lex-d88dac803237,,Strict Hebrew,to load up (beasts) | i.e. to migrate | be taken down.,OpenScriptures morphHB,H6813,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to load up (beasts) | i.e. to migrate | be taken down.,OpenScriptures morphHB,H6813,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-f8d834d24aac,chunk-016,יצר,יצר,matched,direct,5,lex-146982744bee,,Potential,to press (intransitive) | i.e. be narrow | figuratively | be in distress | be distressed | be narrow | be straitened (in straits) | be vexed. | to mould into a form | especially as a potter | to determine (i.e. form a resolution) | × earthen | fashion | form | frame | a form | conception (i.e. purpose) | thing framed | imagination | mind | work. | Jetser | an Israelite | Jezer. | structure | i.e. limb | part | member.ql | to guard | in a good sense (to protect | maintain | obey | etc.) | a bad one (to conceal | besieged | hidden thing | to cramp | i.e. confine (in many applications | literally and figuratively | formative | hostile) | adversary | assault | beset | literally | transitive | intransitive | (be in) afflict(-ion) | beseige,OpenScriptures HebrewLexicon | OpenScriptures morphHB,H3334 | H3335 | H3336 | H3337 | H3338 | H5341 | H6696 | H6887,CC BY 4.0,8,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-acc2c7a50074,chunk-011,"יצרא""","יצרא""",unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-dec7d0695bd9,chunk-015,יצרח,יצרח,matched,direct,1,lex-kaikki-33ba3cec5c2b,,Potential,to scream,Wiktionary via Kaikki,kaikki-f1b7451b21ba,CC BY-SA 4.0 / GFDL,1,52,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-0b00419fa027,chunk-000,יצרי,יצרי,matched,direct,2,lex-043ae0e51b02,,Potential,to mould into a form | especially as a potter | figuratively | to determine (i.e. form a resolution) | × earthen | fashion | form | frame | Jitsri | an Israelite | Isri. | a Jitsrite (collectively) | descendants of Jetser | Jezerites.,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H3335 | H3339 | H3340,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-130a34a65475,chunk-001,יצריך,יצריכ,matched,direct,1,lex-90cfbf8dc020,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-8556f67853ac,chunk-008,יצרים,יצרימ,matched,direct,1,lex-a5ca04e2f0ad,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-377eecdda1d5,chunk-003,יצרתי,יצרתי,matched,direct,1,lex-efc80bb57e13,,Potential,to mould into a form | especially as a potter | figuratively | to determine (i.e. form a resolution) | × earthen | fashion | form | frame,OpenScriptures morphHB,H3335,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-c6847003084a,chunk-013,יקבל,יקבל,matched,direct,1,lex-018a79ab7b58,,Potential,to admit | i.e. take (literally | figuratively) | choose | (take) hold | receive | (under-) take.,OpenScriptures HebrewLexicon,H6901,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-03365911ea01,chunk-000,יקבלו,יקבלו,matched,direct,2,lex-ddb857498146,,Potential,to admit | i.e. take (literally | figuratively) | choose | (take) hold | receive | (under-) take.,OpenScriptures HebrewLexicon,H6901,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-da7796bbc8e0,chunk-014,יקבנו,יקבנו,matched,direct,1,lex-2261e69810d4,,Strict Hebrew | Potential,winery,Wikidata Lexeme,L78308,CC0,2,93,60,93,safe_options_min60,Strict Hebrew,winery,Wikidata Lexeme,L78308,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-c3d9c6e70e40,chunk-013,יקבצנו,יקבצנו,matched,direct,1,lex-58b3f6c78984,,Strict Hebrew,to grasp | i.e. collect | assemble (selves) | gather (bring) (together | selves together | up) | heap | resort,OpenScriptures morphHB,H6908,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to grasp | i.e. collect | assemble (selves) | gather (bring) (together | selves together | up) | heap | resort,OpenScriptures morphHB,H6908,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-d4ca4199070b,chunk-014,יקוד,יקוד,matched,direct,1,lex-26d4505a604c,,Potential,to burn | (be) burn(-ing) | × from the hearth | kindle. | a burning | burning.,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H3344 | H3350,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-49ee14fadc0c,chunk-004,יקום,יקומ,matched,direct,5,lex-41cac5e5206c,,Potential,properly | standing (extant) | i.e. by implication | a living thing | (living) substance. | to grudge | i.e. avenge | punish | avenge(-r | self) | revenge (self) | × surely | take vengeance. | to rise (in various applications | literal | figurative | intensive and causative) | abide | accomplish | × be clearer | confirm | appoint | establish | make | raise up self | (a-) rise (up) | (make to) stand | set (up).,OpenScriptures morphHB,H3351 | H5358 | H6965 | H6966,CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-3f294c4b3a87,chunk-004,יקומו,יקומו,matched,direct,3,lex-a55b2fd2e13a,,Potential,to rise (in various applications | literal | figurative | intensive and causative) | abide | accomplish | × be clearer | confirm,OpenScriptures morphHB,H6965,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-7cff6de901c8,chunk-008,יקומון,יקומונ,matched,direct,1,lex-c404d569167a,,Potential,to rise (in various applications | literal | figurative | intensive and causative) | abide | accomplish | × be clearer | confirm | appoint | establish | make | raise up self | (a-) rise (up) | (make to) stand | set (up).,OpenScriptures morphHB,H6965 | H6966,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-a9cceac8bd42,chunk-011,יקח,יקח,matched,direct,1,lex-0da093cdf432,,Strict Hebrew,to take (in the widest variety of applications) | accept | bring | buy | carry away | drawn | fetch | get,OpenScriptures morphHB,H3947,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to take (in the widest variety of applications) | accept | bring | buy | carry away | drawn | fetch | get,OpenScriptures morphHB,H3947,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-5cfe29dcd3ed,chunk-006,יקים,יקימ,matched,direct,1,lex-298a37b7fbf1,,Potential,to build | Jakim | the name of two Israelites | Jakim. Compare 3079 . | to rise (in various applications | literal | figurative | intensive and causative) | abide | accomplish | × be clearer | confirm | appoint | establish | make | raise up self | (a-) rise (up) | (make to) stand | set (up).,Wikidata Lexeme | OpenScriptures morphHB,L208802 | H3356 | H6965 | H6966,CC0 | CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-f3f1785e53f8,chunk-016,יקיץ,יקיצ,matched,direct,2,lex-fe14f1c9cd13,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-60d37f6a84ca,chunk-006,יקלט,יקלט,matched,direct,2,lex-kaikki-ab9fa5e6c7aa,,Potential,"to know | to comprehend | to be aware of the intentions of | to realize, to become aware of something | To be recorded, taped: to be the subject of an audio or video recording.",Wiktionary via Kaikki,kaikki-43a7291bf403 | kaikki-6333f5c423ec,CC BY-SA 4.0 / GFDL,2,52,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-72fa58eb771b,chunk-007,יקלקל,יקלקל,matched,direct,1,lex-e5b651e439ad,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-9b7618ea85a0,chunk-010,יקנה,יקנה,matched,direct,1,lex-c8dcac1d02f4,,Strict Hebrew | Potential,to purchase,Wikidata Lexeme,L218350,CC0,2,93,60,93,safe_options_min60,Strict Hebrew,to purchase,Wikidata Lexeme,L218350,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-53a3da10cabd,chunk-005,יקר,יקר,matched,direct,9,lex-1be2a5103bd0,,Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive | properly | apparently | to be heavy | i.e. (figuratively) valuable | causatively | to make rare (figuratively | to inhibit ) | be (make) precious | value | i.e. (concretely) wealth | abstractly | costliness | dignity | honour | precious (things) | price. | glory | honour. | valuable (objectively | subjectively) | brightness | clear | excellent | fat | honourable women | to light upon (chiefly by accident) | to bring about | specifically | to impose timbers (for roof | floor) | appoint | lay (make) beams",Wikidata Lexeme | OpenScriptures morphHB,L211867 | H3365 | H3366 | H3367 | H3368 | H7136,CC0 | CC BY 4.0,6,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-8b00e4b8e9b3,chunk-009,יקרא,יקרא,matched,direct,3,lex-0bb5a4ec16c5,,Potential,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self | to encounter | whether accidentally | in a hostile manner | befall | (by) chance | (cause to) come (upon) | fall out | happen,OpenScriptures morphHB,H7121 | H7122,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-e1442ef1a540,chunk-015,"יקרא""","יקרא""",unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-9adb4135a9fc,chunk-010,יקראהו,יקראהו,matched,direct,1,lex-253174f93da7,,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,OpenScriptures morphHB,H7121,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,OpenScriptures morphHB,H7121,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-714535e2ff90,chunk-007,יקראו,יקראו,matched,direct,3,lex-9fad9d9475cb,,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,OpenScriptures morphHB,H7121,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,OpenScriptures morphHB,H7121,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-94bd0891e680,chunk-009,יקרה,יקרה,matched,direct,1,lex-7fc60faf299a,,Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive | properly | apparently | to be heavy | i.e. (figuratively) valuable | causatively | to make rare (figuratively | to inhibit ) | be (make) precious | value | i.e. (concretely) wealth | abstractly | costliness | dignity | honour | precious (things) | price. | valuable (objectively | subjectively) | brightness | clear | excellent | fat | honourable women | call | cry | read. | to light upon (chiefly by accident) | to bring about | specifically | to impose timbers (for roof | floor) | appoint | lay (make) beams",Wikidata Lexeme | OpenScriptures morphHB,L211867 | H3365 | H3366 | H3368 | H7123 | H7136,CC0 | CC BY 4.0,6,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-1d7d429899f5,chunk-001,יקרות,יקרות,matched,direct,1,lex-81346a6a9838,,Strict Hebrew | Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive",Wikidata Lexeme,L211867,CC0,2,93,60,93,safe_options_min60,Strict Hebrew,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive",Wikidata Lexeme,L211867,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-1dc69029c4d6,chunk-002,יקרי,יקרי,matched,direct,1,lex-ea146dd39f82,,Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive",Wikidata Lexeme,L211867,CC0,1,63,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-3653ac35366d,chunk-003,יקרים,יקרימ,matched,direct,1,lex-ca6dde9e4cbd,,Strict Hebrew | Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive",Wikidata Lexeme,L211867,CC0,2,93,60,93,safe_options_min60,Strict Hebrew,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive",Wikidata Lexeme,L211867,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-34b12e280aed,chunk-003,יקרע,יקרע,matched,direct,1,lex-63ddd8a06b0c,,Strict Hebrew,to rend | literally | figuratively (revile | paint the eyes | as if enlarging them) | cut out | rend | × surely,OpenScriptures morphHB,H7167,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to rend | literally | figuratively (revile | paint the eyes | as if enlarging them) | cut out | rend | × surely,OpenScriptures morphHB,H7167,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-acee9a4125e6,chunk-011,יקרת,יקרת,matched,direct,2,lex-6c8430470a18,,Potential,"dear | precious | rare | glorious, splendid | weighty, influential | valuable, prized | costly | expensive | properly | apparently | to be heavy | i.e. (figuratively) valuable | causatively | to make rare (figuratively | to inhibit ) | be (make) precious | valuable (objectively | subjectively) | brightness | clear | excellent | fat | honourable women",Wikidata Lexeme | OpenScriptures morphHB,L211867 | H3365 | H3368,CC0 | CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-60d789d1d787,chunk-006,יקרתם,יקרתמ,matched,direct,1,lex-5f98ddf4d6e1,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-24f71fb18081,chunk-002,יקשיב,יקשיב,matched,direct,1,lex-067e74850a20,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-795112239b15,chunk-008,יקשר,יקשר,matched,direct,1,lex-e725a0e481c1,,Strict Hebrew,to tie | physically ( gird | confine | compact ) | mentally (in love | league ) | bind (up) | (make a) conspire(-acy,OpenScriptures morphHB,H7194,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to tie | physically ( gird | confine | compact ) | mentally (in love | league ) | bind (up) | (make a) conspire(-acy,OpenScriptures morphHB,H7194,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-40eb352cd327,chunk-004,יר,יר,matched,direct,1,lex-fbf7dafa48e8,,Strict Hebrew,properly | to flow as water (i.e. to rain) | transitively | to lay | throw (especially an arrow | i.e. to shoot ) | figuratively | to point out (as if by aiming the finger),OpenScriptures morphHB,H3384,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,properly | to flow as water (i.e. to rain) | transitively | to lay | throw (especially an arrow | i.e. to shoot ) | figuratively | to point out (as if by aiming the finger),OpenScriptures morphHB,H3384,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-59a14e683043,chunk-006,ירא,ירא,matched,direct,1,lex-b629264f5194,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | fearing | morally | reverent | afraid | fear (-ful). | to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,OpenScriptures morphHB,H3372 | H3373 | H7200,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-fc0b40ede9dd,chunk-017,יראה,יראה,matched,direct,10,lex-18501b8d241b,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | fearing | morally | reverent | afraid | fear (-ful). | fear (also used as infinitive) | reverence | × dreadful | × exceedingly | fear(-fulness). | to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H3372 | H3373 | H3374 | H7200,CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-222fb2484731,chunk-002,יראו,יראו,matched,direct,6,lex-ceea02f9c6ed,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | properly | to flow as water (i.e. to rain) | transitively | to lay | throw (especially an arrow | i.e. to shoot ) | figuratively | to point out (as if by aiming the finger) | to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,OpenScriptures morphHB,H3372 | H3384 | H7200,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-ce757c5f4de5,chunk-013,יראי,יראי,matched,direct,3,lex-4b10d7558062,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | fearing | morally | reverent | afraid | fear (-ful).,OpenScriptures morphHB,H3372 | H3373,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-040fb63350e3,chunk-000,יראני,יראני,matched,direct,1,lex-317cf65a0803,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,OpenScriptures morphHB,H3372 | H7200,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-845db5b4461a,chunk-008,יראת,יראת,matched,direct,13,lex-eb17807392f3,,Potential,to fear | morally to revere | causatively to frighten | affright | be (make) afraid | dread(-ful) | (put in) fear(-ful | -fully | fearing | morally | reverent | afraid | fear (-ful). | fear (also used as infinitive) | reverence | × dreadful | × exceedingly | fear(-fulness).,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H3372 | H3373 | H3374,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-9f9debfc79af,chunk-010,ירגז,ירגז,matched,direct,1,lex-7d7025d05ebd,,Strict Hebrew,to quiver (with any violent emotion | especially anger | fear) | be afraid | stand in awe | disquiet | fall out | fret,OpenScriptures morphHB,H7264,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to quiver (with any violent emotion | especially anger | fear) | be afraid | stand in awe | disquiet | fall out | fret,OpenScriptures morphHB,H7264,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-8ddf7d1e3663,chunk-009,ירגזו,ירגזו,matched,direct,1,lex-1f44424a6d12,,Strict Hebrew,to quiver (with any violent emotion | especially anger | fear) | be afraid | stand in awe | disquiet | fall out | fret,OpenScriptures morphHB,H7264,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,to quiver (with any violent emotion | especially anger | fear) | be afraid | stand in awe | disquiet | fall out | fret,OpenScriptures morphHB,H7264,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-22d78b7479b6,chunk-002,ירגיש,ירגיש,matched,direct,1,lex-cebd1e194186,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-0acb96aa2639,chunk-000,ירגישו,ירגישו,matched,direct,1,lex-fad3f19297cf,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
