work_id,work_title,token_index_id,chunk_id,clicked_surface_form,normalized_form,lexical_status,match_method,occurrence_count,safe_min_confidence,safe_max_confidence,safe_export_status,safe_export_statuses,safe_export_rendering_options,safe_source_names,safe_source_ids,safe_licenses,best_confidence_any_public_claim,all_exported_statuses,all_exported_rendering_options,all_exported_licenses,notes,not_a_translation
aggadat-bereshit,Aggadat Bereshit,tok-5932ee0041b4,aggadat-bereshit-003,להפוך,להפוכ,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a4b9124a6f23,aggadat-bereshit-005,להפיל,להפיל,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-b6e49fe68c2d,aggadat-bereshit-006,להפרע,להפרע,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-7a7d87df4bbd,aggadat-bereshit-004,להציל,להציל,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-d1bccad801e5,aggadat-bereshit-007,להצילך,להצילכ,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,to snatch away | whether in a good | a bad sense | × at all | defend | deliver (self) | escape | × without fail,OpenScriptures morphHB,H5337,CC BY 4.0,95,Strict Hebrew,to snatch away | whether in a good | a bad sense | × at all | defend | deliver (self) | escape | × without fail,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-54c9932f84e7,aggadat-bereshit-002,להקב״ה,להקב״ה,matched,project_midrash_formula,18,60,99,safe_options_min60,Strict Hebrew,"to the Holy One, blessed be He",Project-authored Midrash/Aggadah formula table,project-midrash-label:lamed-hakadosh-baruch-hu,project-authored / CC0,99,Strict Hebrew,"to the Holy One, blessed be He",project-authored / CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-e240b62fc86d,aggadat-bereshit-007,להקדוש,להקדוש,matched,affix_parser,1,60,91,safe_options_min60,Strict Hebrew,to an angel | for an angel | of an angel | to a saint | for a saint | of a saint | to a sanctuary | for a sanctuary | sacred (ceremonially | morally) | (as noun) God (by eminence) | an angel | a saint | a sanctuary | holy (One) | saint.,OpenScriptures morphHB,H6918,CC BY 4.0,91,Strict Hebrew | Potential,to an angel | for an angel | of an angel | to a saint | for a saint | of a saint | to a sanctuary | for a sanctuary | sacred (ceremonially | morally) | (as noun) God (by eminence) | an angel | a saint | a sanctuary | holy (One) | saint.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-85572afe74c9,aggadat-bereshit-004,להקריב,להקריב,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-cc1b58617ffe,aggadat-bereshit-007,להקשיב,להקשיב,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,to prick up the ears | i.e. hearken | attend | (cause to) hear(-ken) | give heed | incline | mark (well) | regard.,OpenScriptures morphHB,H7181,CC BY 4.0,95,Strict Hebrew,to prick up the ears | i.e. hearken | attend | (cause to) hear(-ken) | give heed | incline | mark (well) | regard.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-55c3edb0b035,aggadat-bereshit-002,להראות,להראות,matched,direct,2,60,95,safe_options_min60,Strict Hebrew,to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,OpenScriptures morphHB,H7200,CC BY 4.0,95,Strict Hebrew | Potential,to see | literally | figuratively (in numerous applications | direct and implied | transitive | intransitive and causative) | advise self | appear,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-8d0f94e5c197,aggadat-bereshit-004,להרגו,להרגו,unmatched,unmatched,5,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-463a3798a67c,aggadat-bereshit-002,להרגך,להרגכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-19cce2f91f54,aggadat-bereshit-000,להרגנו,להרגנו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-15813b299198,aggadat-bereshit-000,להרוג,להרוג,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c4936c4a81c5,aggadat-bereshit-006,להרפה,להרפה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-0f94185941d3,aggadat-bereshit-000,להשחיתה,להשחיתה,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-bb03d2ad656f,aggadat-bereshit-006,להשחיתן,להשחיתנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-2d14fda58f2d,aggadat-bereshit-001,להשיב,להשיב,matched,direct,2,60,0,no_safe_option_min60,,,,,,65,Potential,properly | to sit down (specifically as judge. in ambush | in quiet) | by implication | to dwell | to remain | causatively | to settle | to turn back (hence | away) transitively | intransitively | literally | figuratively (not necessarily with the idea of return to the starting point) | generally to retreat | often adverbial | again | to become aged | i.e. (by implication) to grow gray | (be) grayheaded. | elder. | old age | age.,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-527606a51164,aggadat-bereshit-002,להשכילך,להשכילכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-1bf4fc26e5f8,aggadat-bereshit-000,להשתחות,להשתחות,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-8424895a2a13,aggadat-bereshit-004,להתאפק,להתאפק,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-d1cb5112077c,aggadat-bereshit-007,להתנבאות,להתנבאות,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-aee03ba27bea,aggadat-bereshit-005,להתנוסס,להתנוסס,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-21a89a832b18,aggadat-bereshit-001,להתנחם,להתנחמ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-fbeb2548db50,aggadat-bereshit-008,להתרגז,להתרגז,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a0441ef7c561,aggadat-bereshit-005,להתרפאות,להתרפאות,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c3eb655034a5,aggadat-bereshit-006,לו,לו,matched,direct,454,60,0,no_safe_option_min60,,,,,,65,Potential,to grave | by implication | to write (describe | inscribe | prescribe | subscribe) | describe | record | a conditional particle | if | by implication (interj. as a wish) would that! | if (haply) | peradventure | I pray thee | though | I would | to prostrate oneself (in homage) | fall down. | to inquire | to request | by extension | to demand | ask (counsel | on) | beg,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-dbc26cc4dbfe,aggadat-bereshit-007,לובשים,לובשימ,matched,direct,1,60,0,no_safe_option_min60,,,,,,52,Potential,to wear (an article of clothing) | to put on (an article of clothing),CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-5b92c7af9003,aggadat-bereshit-003,לוד״ר,לוד״ר,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-326b1b661a62,aggadat-bereshit-001,לוהטן,לוהטנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5214096b08bf,aggadat-bereshit-002,לוט,לוט,unmatched,unmatched,9,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-b0325d673b14,aggadat-bereshit-006,לוי,לוי,matched,direct,5,60,93,safe_options_min60,Strict Hebrew,"Levite, member of the Hebrew tribe of Levi | Levite | Levi",Wikidata Lexeme,L65916,CC0,93,Strict Hebrew | Potential,"Levite, member of the Hebrew tribe of Levi | Levite | Levi",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-f6db0021ff97,aggadat-bereshit-008,לולי,לולי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-0eb84e00cac9,aggadat-bereshit-000,לומר,לומר,matched,direct,26,60,93,safe_options_min60,Strict Hebrew,to communicate something by speech; to say,Wikidata Lexeme,L205030,CC0,93,Strict Hebrew | Potential,to communicate something by speech; to say,CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-60f177a4ce91,aggadat-bereshit-003,לוקה,לוקה,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-eda75b9376e5,aggadat-bereshit-008,לז,לז,unmatched,unmatched,40,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-772b0255725f,aggadat-bereshit-004,לזאת,לזאת,matched,direct,3,60,95,safe_options_min60,Strict Hebrew,this (often used adverb) | hereby (-in | -with) | it | likewise | the one (other | same) | she,OpenScriptures HebrewLexicon,H2063,CC BY 4.0,95,Strict Hebrew,this (often used adverb) | hereby (-in | -with) | it | likewise | the one (other | same) | she,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-0f22742e1974,aggadat-bereshit-000,לזה,לזה,matched,direct,12,60,95,safe_options_min60,Strict Hebrew,the masculine demonstrative pronoun | this | that | he | × hence | × here | it(-self) | × now,OpenScriptures morphHB,H2088,CC BY 4.0,95,Strict Hebrew,the masculine demonstrative pronoun | this | that | he | × hence | × here | it(-self) | × now,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-6442d515b0df,aggadat-bereshit-003,לזהבי,לזהבי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-4f04d855cb5c,aggadat-bereshit-002,לזו,לזו,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-b7856650633d,aggadat-bereshit-006,לזוז,לזוז,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-ac69c0c53d63,aggadat-bereshit-005,לזונין,לזונינ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c543e5e8589a,aggadat-bereshit-006,לזכות,לזכות,matched,direct,1,60,0,no_safe_option_min60,,,,,,63,Potential,"rights, fundamental legal, social, or ethical principles of freedom or entitlement according to some legal system, social convention, or ethical theory | rights",CC0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-421f0bb76e6c,aggadat-bereshit-002,לזנב,לזנב,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-407bfd924b6a,aggadat-bereshit-002,לזנות,לזנות,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a10470a0d1d6,aggadat-bereshit-005,לזקוניו,לזקוניו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-387c1f1c6835,aggadat-bereshit-001,לזקן,לזקנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-ac810a8f9069,aggadat-bereshit-005,לזרוע,לזרוע,matched,affix_parser,1,60,90,safe_options_min60,Strict Hebrew,"to upper arm | for upper arm | of upper arm | upper arm, proximal part of the free upper limb between the shoulder and the elbow | upper arm",Wikidata Lexeme | OpenScriptures morphHB | OpenScriptures HebrewLexicon,L65103 | H2220 | H2221,CC0 | CC BY 4.0,90,Strict Hebrew | Potential,"to upper arm | for upper arm | of upper arm | upper arm, proximal part of the free upper limb between the shoulder and the elbow | upper arm",CC0 | CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-0455e493b794,aggadat-bereshit-000,לזרוק,לזרוק,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-1a412e357d61,aggadat-bereshit-000,לח,לח,matched,direct,29,60,0,no_safe_option_min60,,,,,,65,Potential,fresh | i.e. unused | undried | green | moist. | freshness | i.e. vigor | natural force.,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-98437bdc4c0f,aggadat-bereshit-005,לחבול,לחבול,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-7cc996f2e7d7,aggadat-bereshit-004,לחבירו,לחבירו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-72ade2a56e8e,aggadat-bereshit-003,לחבר,לחבר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-6ded691ff2b0,aggadat-bereshit-003,לחברתך,לחברתכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-105078628735,aggadat-bereshit-000,לחדש,לחדש,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"to be new | causatively | to rebuild | renew | repair. | the new moon | by implication | a month | month(-ly) | new moon. | new | month, unit of time | month | fresh | new thing. | Chodesh | an Israelitess | Hodesh.",CC BY 4.0 | CC0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-1c31fcc11a96,aggadat-bereshit-000,לחובל,לחובל,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-72e143a189aa,aggadat-bereshit-003,לחול,לחול,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,properly | to twist | whirl (in a circular | spiral manner) | i.e. (specifically) to dance | to writhe in pain (especially of parturition) | fear | figuratively,OpenScriptures morphHB,H2342,CC BY 4.0,95,Strict Hebrew | Potential,properly | to twist | whirl (in a circular | spiral manner) | i.e. (specifically) to dance | to writhe in pain (especially of parturition) | fear | figuratively,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-7f2dbfb40138,aggadat-bereshit-004,לחונקן,לחונקנ,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5ce7fd8523fb,aggadat-bereshit-003,לחוף,לחופ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-885eedc45ec5,aggadat-bereshit-004,לחופתה,לחופתה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-3b5ff31fab68,aggadat-bereshit-002,לחזור,לחזור,unmatched,unmatched,8,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-0a2c1f9f3caa,aggadat-bereshit-000,לחטאות,לחטאות,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-fa496982506c,aggadat-bereshit-008,לחטוא,לחטוא,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-9431a026e05b,aggadat-bereshit-005,לחטוף,לחטופ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a99331eda0a3,aggadat-bereshit-005,לחי,לחי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-928d08783315,aggadat-bereshit-004,לחיה,לחיה,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e139c651f0bb,aggadat-bereshit-007,לחיטים,לחיטימ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-eb3653e7dcf6,aggadat-bereshit-008,לחיי,לחיי,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"alive | hence | raw (flesh) | fresh (plant | water | year) | strong | also (as noun | also (as noun in plural) life | life | that liveth | living. | the cheek (from its fleshiness ) | the jaw -bone | cheek (bone) | jaw (bone). | alive, living | real-time, unedited (as in live broadcast) | to be alive | to live | live | keep alive. | whether literally | figuratively | causatively | to revive | keep (leave | make) alive | × certainly | causatively to revive | save life.",CC BY 4.0 | CC0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-0c64641bb3f4,aggadat-bereshit-000,לחייב,לחייב,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5ea096506b6d,aggadat-bereshit-003,לחיים,לחיימ,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"alive | hence | raw (flesh) | fresh (plant | water | year) | strong | also (as noun | the cheek (from its fleshiness ) | the jaw -bone | cheek (bone) | jaw (bone). | alive, living | real-time, unedited (as in live broadcast) | to be alive | life",CC BY 4.0 | CC0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-b37cf0038d8e,aggadat-bereshit-006,לחכם,לחכמ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-9b97b7649c70,aggadat-bereshit-005,לחם,לחמ,matched,direct,11,60,0,no_safe_option_min60,,,,,,65,Potential,"to fight/battle | bread, staple food prepared from a dough | bread | heat | to be hot (warm). | Jashubi-Lechem | an Israelite | Jashubi-lehem. (Prob. the text should be pointed יֹשְׁבֵי לֶחֶם and rendered '(they were) inhabitants of Lechem | ' i.e. of Bethlehem (by contraction). Compare 3902 ). | properly | eaten | i.e. food | also flesh | i.e. body | while...is eating | flesh. | to feed on | figuratively | to consume | by implication | to battle (as destruction) | devour | eat | × ever | food (for man | beast) | especially bread | grain (for making it) | (shew-) bread | × eat | food | fruit | feast. | battle | war.",CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-82e089e92a3c,aggadat-bereshit-004,לחמו,לחמו,unmatched,unmatched,4,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e4dee9b51509,aggadat-bereshit-007,לחמור,לחמור,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-0e397225c4d7,aggadat-bereshit-000,לחנוק,לחנוק,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-bd206e92b28e,aggadat-bereshit-006,לחנם,לחנמ,matched,affix_parser,1,60,91,safe_options_min60,Strict Hebrew,to gratis | for gratis | of gratis | to reason | for reason | of reason | to advantage | for advantage | gratis | i.e. devoid of cost | reason | advantage | without a cause (cost | wages) | causeless | to cost nothing,OpenScriptures HebrewLexicon,H2600,CC BY 4.0,91,Strict Hebrew,to gratis | for gratis | of gratis | to reason | for reason | of reason | to advantage | for advantage | gratis | i.e. devoid of cost | reason | advantage | without a cause (cost | wages) | causeless | to cost nothing,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-d8111540d1b4,aggadat-bereshit-007,לחרבה,לחרבה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-d6d890f933ea,aggadat-bereshit-007,לחרן,לחרנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c6398e53ab41,aggadat-bereshit-006,לחרס,לחרס,unmatched,unmatched,5,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-593afd636867,aggadat-bereshit-003,לחרפות,לחרפות,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-6bb5d737bc6f,aggadat-bereshit-003,לחשב,לחשב,matched,direct,3,60,0,no_safe_option_min60,,,,,,65,Potential,properly | to plait | interpenetrate | i.e. (literally) to weave | (generally) to fabricate | figuratively | to plot | contrive (usually in a malicious sense) | a belt | strap (as being interlaced) | curious girdle. | to regard | repute.,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-e50e4f657454,aggadat-bereshit-007,לחתוך,לחתוכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-f3cc4149fe7a,aggadat-bereshit-008,לט,לט,unmatched,unmatched,22,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-023093009fa7,aggadat-bereshit-000,לי,לי,matched,direct,129,60,95,safe_options_min60,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,OpenScriptures morphHB,H7121,CC BY 4.0,95,Strict Hebrew,to call out to (i.e. properly | address by name | but used in a wide variety of applications) | bewray (self) | that are bidden | call (for | forth | self,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-761444720da0,aggadat-bereshit-004,לי״י,לי״י,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-599cee4754f9,aggadat-bereshit-003,ליבשן,ליבשנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5f3839309880,aggadat-bereshit-003,ליגע,ליגע,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-fc63a6af4d18,aggadat-bereshit-008,לידה,לידה,matched,direct,1,60,93,safe_options_min60,Strict Hebrew,"birth, process of giving birth to one or more offspring | birth | childbirth",Wikidata Lexeme,L65895,CC0,93,Strict Hebrew | Potential,"birth, process of giving birth to one or more offspring | birth | childbirth",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-444b18672855,aggadat-bereshit-002,לידע,לידע,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-b802f4b4ecc1,aggadat-bereshit-006,ליהודה,ליהודה,unmatched,unmatched,5,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e68582590b84,aggadat-bereshit-007,ליהושע,ליהושע,matched,affix_parser,3,60,90,safe_options_min60,Strict Hebrew,to biblical character | for biblical character | of biblical character | to male given name | for male given name | of male given name | biblical character | Joshua | male given name | Yoshua,Wikidata Lexeme | OpenScriptures morphHB,L490082 | H3091,CC0 | CC BY 4.0,90,Strict Hebrew | Potential,to biblical character | for biblical character | of biblical character | to male given name | for male given name | of male given name | biblical character | Joshua | male given name | Yoshua,CC0 | CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-222cefde9adb,aggadat-bereshit-001,ליואב,ליואב,matched,affix_parser,2,60,95,safe_options_min60,Strict Hebrew,to Joab | for Joab | of Joab | Joab,Project-authored Midrash/Aggadah formula table,project-midrash-name:yoav,project-authored / CC0,95,Strict Hebrew,to Joab | for Joab | of Joab | Joab,project-authored / CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-1b93f49edc7e,aggadat-bereshit-000,ליום,ליומ,matched,direct,2,60,95,safe_options_min60,Strict Hebrew,a day (as the warm hours) | whether literal (from sunrise to sunset | from one sunset to the next) | figurative (a space of time defined by an associated term) | (often used adverb) | age | always | chronicals,OpenScriptures morphHB,H3117,CC BY 4.0,95,Strict Hebrew | Potential,a day (as the warm hours) | whether literal (from sunrise to sunset | from one sunset to the next) | figurative (a space of time defined by an associated term) | (often used adverb) | age | always | chronicals,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-f1b9593a34eb,aggadat-bereshit-008,ליונה,ליונה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-87b30676a1be,aggadat-bereshit-004,ליוסף,ליוספ,unmatched,unmatched,6,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-1e0b0ac45072,aggadat-bereshit-001,ליטול,ליטול,unmatched,unmatched,7,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
